Character	Role	Event	Context
William Elliot	patient	inviting	She had been the only one of the set absent , for Sir Walter and Elizabeth had not only been quite at her ladyship 's service themselves , but had actually been happy to be employed by her in collecting others , and had been at the trouble of inviting both Lady Russell and Mr Elliot ; and Mr Elliot had made a point of leaving Colonel Wallis early , and Lady Russell had fresh arranged all her evening engagements in order to wait on her . Anne had the whole history of all that such an evening could supply from Lady Russell . 
William Elliot	patient	delighted	Her kind , compassionate visits to this old schoolfellow , sick and reduced , seemed to have quite delighted Mr Elliot . He thought her a most extraordinary young woman ; in her temper , manners , mind , a model of female excellence . He could meet even Lady Russell in a discussion of her merits ; and Anne could not be given to understand so much by her friend , could not know herself to be so highly rated by a sensible man , without many of those agreeable sensations which her friend meant to create . Lady Russell was now perfectly decided in her opinion of Mr Elliot . 
William Elliot	patient	free	She was as much convinced of his meaning to gain Anne in time as of his deserving her , and was beginning to calculate the number of weeks which would free him from all the remaining restraints of widowhood , and leave him at liberty to exert his most open powers of pleasing . 
William Elliot	patient	leave	She was as much convinced of his meaning to gain Anne in time as of his deserving her , and was beginning to calculate the number of weeks which would free him from all the remaining restraints of widowhood , and leave him at liberty to exert his most open powers of pleasing . 
William Elliot	patient	accept	I only mean that if Mr Elliot should some time hence pay his addresses to you , and if you should be disposed to accept him , I think there would be every possibility of your being happy together . 
William Elliot	patient	accept	She never could accept him . 
William Elliot	patient	acquainted	You can have been acquainted with it only since I came to Bath , excepting as you might hear me previously spoken of in my own family . 
William Elliot	patient	knew	""" "" I knew you by report long before you came to Bath . "
William Elliot	patient	knew	I had heard you described by those who knew you intimately . I have been acquainted with you by character many years . 
William Elliot	patient	acquainted	I had heard you described by those who knew you intimately . I have been acquainted with you by character many years . 
William Elliot	patient	disappointed	"Your person , your disposition , accomplishments , manner ; they were all present to me . "" Mr Elliot was not disappointed in the interest he hoped to raise . "
William Elliot	patient	questioned	She wondered , and questioned him eagerly ; but in vain . 
William Elliot	patient	inspired	He had many years ago received such a description of Miss Anne Elliot as had inspired him with the highest idea of her merit , and excited the warmest curiosity to know her . 
William Elliot	patient	invited	Colonel Wallis declined sitting down again , and Mr Elliot was invited by Elizabeth and Miss Carteret , in a manner not to be refused , to sit between them ; and by some other removals , and a little scheming of her own , Anne was enabled to place herself much nearer the end of the bench than she had been before , much more within reach of a passer - by . 
William Elliot	patient	avoid	Anne recollected with pleasure the next morning her promise of going to Mrs Smith , meaning that it should engage her from home at the time when Mr Elliot would be most likely to call ; for to avoid Mr Elliot was almost a first object . 
William Elliot	patient	acquainted	"She caught it instantaneously ; and recovering her courage with the feeling of safety , soon added , more composedly , "" Are you acquainted with Mr Elliot ? "" "
William Elliot	patient	influence	""" I should be extremely happy ; I hope you can not doubt my willingness to be of even the slightest use to you , "" replied Anne ; "" but I suspect that you are considering me as having a higher claim on Mr Elliot , a greater right to influence him , than is really the case . "
William Elliot	patient	marry	I am not going to marry Mr Elliot . 
William Elliot	patient	recommend	Where could you expect a more gentlemanlike , agreeable man ? Let me recommend Mr Elliot . 
William Elliot	patient	know	I am sure you hear nothing but good of him from Colonel Wallis ; and who can know him better than Colonel Wallis ? 
William Elliot	patient	led	He will not be led astray ; he will not be misled by others to his ruin . 
William Elliot	patient	consider	I consider him with great respect . 
William Elliot	patient	known	But I have not known him long ; and he is not a man , I think , to be known intimately soon . 
William Elliot	patient	accept	Should he ever propose to me ( which I have very little reason to imagine he has any thought of doing ) , I shall not accept him . 
William Elliot	patient	marry	Mrs Smith would hardly have believed so soon in Mr Elliot 's failure , but from the perception of there being a somebody else . As it was , she instantly submitted , and with all the semblance of seeing nothing beyond ; and Anne , eager to escape farther notice , was impatient to know why Mrs Smith should have fancied she was to marry Mr Elliot ; where she could have received the idea , or from whom she could have heard it . 
William Elliot	patient	marry	"I observed no one in particular . "" "" It was my friend Mrs Rooke ; Nurse Rooke ; who , by - the - bye , had a great curiosity to see you , and was delighted to be in the way to let you in . She came away from Marlborough Buildings only on Sunday ; and she it was who told me you were to marry Mr Elliot . She had had it from Mrs Wallis herself , which did not seem bad authority . "
William Elliot	patient	known	""" I think you spoke of having known Mr Elliot many years ? "
William Elliot	patient	married	""" Not before he was married , I suppose ? "" "
William Elliot	patient	married	""" Yes ; he was not married when I knew him first . "
William Elliot	patient	knew	""" Yes ; he was not married when I knew him first . "
William Elliot	patient	seen	""" "" I have not seen Mr Elliot these three years , "" was Mrs Smith 's answer , given so gravely that it was impossible to pursue the subject farther ; and Anne felt that she had gained nothing but an increase of curiosity . "
William Elliot	patient	giving	"At last-- "" I beg your pardon , my dear Miss Elliot , "" she cried , in her natural tone of cordiality , "" I beg your pardon for the short answers I have been giving you , but I have been uncertain what I ought to do . "
William Elliot	patient	tell	I have been doubting and considering as to what I ought to tell you . 
William Elliot	patient	accepting	Though I fully believe that , at present , you have not the smallest intention of accepting him , there is no saying what may happen . 
William Elliot	patient	startle	"Anne 's astonished air , and exclamation of wonder , made her pause , and in a calmer manner , she added , "" My expressions startle you . "
William Elliot	patient	abuse	But I will try to command myself . I will not abuse him . 
William Elliot	patient	tell	I will only tell you what I have found him . 
William Elliot	patient	found	I will only tell you what I have found him . 
William Elliot	patient	loved	He was the intimate friend of my dear husband , who trusted and loved him , and thought him as good as himself . 
William Elliot	patient	known	It must have been about the same time that he became known to my father and sister . I never knew him myself ; I only heard of him ; but there was a something in his conduct then , with regard to my father and sister , and afterwards in the circumstances of his marriage , which I never could quite reconcile with present times . 
William Elliot	patient	knew	It must have been about the same time that he became known to my father and sister . I never knew him myself ; I only heard of him ; but there was a something in his conduct then , with regard to my father and sister , and afterwards in the circumstances of his marriage , which I never could quite reconcile with present times . 
William Elliot	patient	invited	I know he was invited and encouraged , and I know he did not choose to go . 
William Elliot	patient	used	I found he had been used to hear of me . 
William Elliot	patient	committed	All his caution was spent in being secured of the real amount of her fortune , before he committed himself . 
William Elliot	patient	have	I have often heard him declare , that if baronetcies were saleable , anybody should have his for fifty pounds , arms and motto , name and livery included ; but I will not pretend to repeat half that I used to hear him say on that subject . 
William Elliot	patient	lost	"The box was brought and placed before her , and Mrs Smith , sighing over it as she unlocked it , said-- "" This is full of papers belonging to him , to my husband ; a small portion only of what I had to look over when I lost him . "
William Elliot	patient	shew	I have shewn you Mr Elliot as he was a dozen years ago , and I will shew him as he is now . 
William Elliot	patient	threw	Mr Elliot came back accordingly ; and on application was forgiven , as you know , and re - admitted into the family ; and there it was his constant object , and his only object ( till your arrival added another motive ) , to watch Sir Walter and Mrs Clay . He omitted no opportunity of being with them , threw himself in their way , called at all hours ; but I need not be particular on this subject . 
William Elliot	patient	guide	Mr Elliot is evidently a disingenuous , artificial , worldly man , who has never had any better principle to guide him than selfishness . 
William Elliot	patient	done	But Mr Elliot was not done with . 
William Elliot	patient	involving	Mr Elliot , raised by his marriage to great affluence , and disposed to every gratification of pleasure and vanity which could be commanded without involving himself , ( for with all his self - indulgence he had become a prudent man ) , and beginning to be rich , just as his friend ought to have found himself to be poor , seemed to have had no concern at all for that friend 's probable finances , but , on the contrary , had been prompting and encouraging expenses which could end only in ruin ; and the Smiths accordingly had been ruined . 
William Elliot	patient	tried	They had previously known embarrassments enough to try the friendship of their friends , and to prove that Mr Elliot 's had better not be tried ; but it was not till his death that the wretched state of his affairs was fully known . 
William Elliot	patient	appointed	With a confidence in Mr Elliot 's regard , more creditable to his feelings than his judgement , Mr Smith had appointed him the executor of his will ; but Mr Elliot would not act , and the difficulties and distress which this refusal had heaped on her , in addition to the inevitable sufferings of her situation , had been such as could not be related without anguish of spirit , or listened to without corresponding indignation . 
William Elliot	patient	praise	""" She had seemed to recommend and praise him ! "" "
William Elliot	patient	marrying	I considered your marrying him as certain , though he might not yet have made the offer , and I could no more speak the truth of him , than if he had been your husband . 
William Elliot	patient	seeing	She found , on reaching home , that she had , as she intended , escaped seeing Mr Elliot ; that he had called and paid them a long morning visit ; but hardly had she congratulated herself , and felt safe , when she heard that he was coming again in the evening . 
William Elliot	patient	asking	""" I had not the smallest intention of asking him , "" said Elizabeth , with affected carelessness , "" but he gave so many hints ; so Mrs Clay says , at least . "" "" Indeed , I do say it . "
William Elliot	patient	bring	However , when I found how excessively he was regretting that he should miss my father this morning , I gave way immediately , for I would never really omit an opportunity of bring him and Sir Walter together . 
William Elliot	patient	invite	I did invite him , you know . 
William Elliot	patient	sent	I sent him away with smiles . 
William Elliot	patient	gone	She had some satisfaction in finding that he was really going out of Bath the next morning , going early , and that he would be gone the greater part of two days . 
William Elliot	patient	invited	He was invited again to Camden Place the very evening of his return ; but from Thursday to Saturday evening his absence was certain . 
William Elliot	patient	expected	Anne , remembering the preconcerted visits , at all hours , of Mr Elliot , would have expected him , but for his known engagement seven miles off . 
William Elliot	patient	meet	She was particularly asked to meet Mr Elliot , and be introduced to Lady Dalrymple and Miss Carteret , who were fortunately already engaged to come ; and she could not have received a more gratifying attention . 
William Elliot	patient	know	Not know Mr Elliot , indeed ! 
William Elliot	patient	prevented	He had been prevented setting off for Thornberry , but I really forget by what ; for I was in a hurry , and could not much attend , and I can only answer for his being determined not to be delayed in his return . 
William Elliot	patient	admitted	He wanted to know how early he might be admitted to - morrow . 
William Elliot	patient	seeing	He was full of ` to - morrow , ' and it is very evident that I have been full of it too , ever since I entered the house , and learnt the extension of your plan and all that had happened , or my seeing him could never have 
William Elliot	patient	pity	Mr Elliot was there ; she avoided , but she could pity him . 
William Elliot	patient	relinquishing	Anne knew that Lady Russell must be suffering some pain in understanding and relinquishing Mr Elliot , and be making some struggles to become truly acquainted with , and do justice to Captain Wentworth . 
William Elliot	patient	presented	She had soon the mortification of seeing Mr Elliot withdraw , and no one of proper condition has since presented himself to raise even the unfounded hopes which sunk with him . 
William Elliot	patient	save	He soon quitted Bath ; and on Mrs Clay 's quitting it soon afterwards , and being next heard of as established under his protection in London , it was evident how double a game he had been playing , and how determined he was to save himself from being cut out by one artful woman , at least . 
Charles Musgrove	agent	go	He would go , though I told him how ill I was . 
Charles Musgrove	agent	said	He said he should not stay out long ; but he has never come back , and now it is almost one . 
Charles Musgrove	agent	come	He said he should not stay out long ; but he has never come back , and now it is almost one . 
Charles Musgrove	agent	come	He said he should not stay out long ; but he has never come back , and now it is almost one . 
Charles Musgrove	agent	mind	""" Yes , as long as I could bear their noise ; but they are so unmanageable that they do me more harm than good . Little Charles does not mind a word I say , and Walter is growing quite as bad . "" "
Charles Musgrove	agent	growing	""" Yes , as long as I could bear their noise ; but they are so unmanageable that they do me more harm than good . Little Charles does not mind a word I say , and Walter is growing quite as bad . "" "
Charles Musgrove	agent	sits	""" Nothing remarkable . One always knows beforehand what the dinner will be , and who will be there ; and it is so very uncomfortable not having a carriage of one 's own . Mr and Mrs Musgrove took me , and we were so crowded ! They are both so very large , and take up so much room ; and Mr Musgrove always sits forward . "
Charles Musgrove	agent	did	Mary was not so repulsive and unsisterly as Elizabeth , nor so inaccessible to all influence of hers ; neither was there anything among the other component parts of the cottage inimical to comfort . She was always on friendly terms with her brother - in - law ; and in the children , who loved her nearly as well , and respected her a great deal more than their mother , she had an object of interest , amusement , and wholesome exertion . Charles Musgrove was civil and agreeable ; in sense and temper he was undoubtedly superior to his wife , but not of powers , or conversation , or grace , to make the past , as they were connected together , at all a dangerous contemplation ; though , at the same time , Anne could believe , with Lady Russell , that a more equal match might have greatly improved him ; and that a woman of real understanding might have given more consequence to his character , and more usefulness , rationality , and elegance to his habits and pursuits . As it was , he did nothing with much zeal , but sport ; and his time was otherwise trifled away , without benefit from books or anything else . 
Charles Musgrove	agent	trifled	Mary was not so repulsive and unsisterly as Elizabeth , nor so inaccessible to all influence of hers ; neither was there anything among the other component parts of the cottage inimical to comfort . She was always on friendly terms with her brother - in - law ; and in the children , who loved her nearly as well , and respected her a great deal more than their mother , she had an object of interest , amusement , and wholesome exertion . Charles Musgrove was civil and agreeable ; in sense and temper he was undoubtedly superior to his wife , but not of powers , or conversation , or grace , to make the past , as they were connected together , at all a dangerous contemplation ; though , at the same time , Anne could believe , with Lady Russell , that a more equal match might have greatly improved him ; and that a woman of real understanding might have given more consequence to his character , and more usefulness , rationality , and elegance to his habits and pursuits . As it was , he did nothing with much zeal , but sport ; and his time was otherwise trifled away , without benefit from books or anything else . 
Charles Musgrove	agent	had	He had very good spirits , which never seemed much affected by his wife 's occasional lowness , bore with her unreasonableness sometimes to Anne 's admiration , and 
Charles Musgrove	agent	had	They were always perfectly agreed in the want of more money , and a strong inclination for a handsome present from his father ; but here , as on most topics , he had the superiority , 
Charles Musgrove	agent	contended	for while Mary thought it a great shame that such a present was not made , he always contended for his father 's having many other uses for his money , and a right to spend it as he liked . 
Charles Musgrove	agent	liked	for while Mary thought it a great shame that such a present was not made , he always contended for his father 's having many other uses for his money , and a right to spend it as he liked . 
Charles Musgrove	agent	manage	""" I could manage them very well , if it were not for Mary 's interference , "" was what Anne often heard him say , and had a good deal of faith in ; but when listening in turn to Mary 's reproach of "" Charles spoils the children so that I can not get them into any order , "" she never had the smallest temptation to say , "" Very true . "" "
Charles Musgrove	agent	say	""" I could manage them very well , if it were not for Mary 's interference , "" was what Anne often heard him say , and had a good deal of faith in ; but when listening in turn to Mary 's reproach of "" Charles spoils the children so that I can not get them into any order , "" she never had the smallest temptation to say , "" Very true . "" "
Charles Musgrove	agent	spoils	""" I could manage them very well , if it were not for Mary 's interference , "" was what Anne often heard him say , and had a good deal of faith in ; but when listening in turn to Mary 's reproach of "" Charles spoils the children so that I can not get them into any order , "" she never had the smallest temptation to say , "" Very true . "" "
Charles Musgrove	agent	wish	"Known to have some influence with her sister , she was continually requested , or at least receiving hints to exert it , beyond what was practicable . "" I wish you could persuade Mary not to be always fancying herself ill , "" was Charles 's language ; and , in an unhappy mood , thus spoke Mary : "" I do believe if Charles were to see me dying , he would not think there was anything the matter with me . "
Charles Musgrove	agent	think	"Known to have some influence with her sister , she was continually requested , or at least receiving hints to exert it , beyond what was practicable . "" I wish you could persuade Mary not to be always fancying herself ill , "" was Charles 's language ; and , in an unhappy mood , thus spoke Mary : "" I do believe if Charles were to see me dying , he would not think there was anything the matter with me . "
Charles Musgrove	agent	took	"And Mrs Musgrove took the first opportunity of being alone with Anne , to say , "" Oh ! "
Charles Musgrove	agent	help	Miss Anne , I can not help wishing Mrs Charles had a little of your method with those children . 
Charles Musgrove	agent	had	Miss Anne , I can not help wishing Mrs Charles had a little of your method with those children . 
Charles Musgrove	agent	knows	They are as fine healthy children as ever were seen , poor little dears ! without partiality ; but Mrs Charles knows no more how they should be treated-- ! 
Charles Musgrove	agent	assure	I assure you , Miss Anne , it prevents my wishing to see them at our house so often as I otherwise should . 
Charles Musgrove	agent	wishing	I assure you , Miss Anne , it prevents my wishing to see them at our house so often as I otherwise should . 
Charles Musgrove	agent	believe	"I believe Mrs Charles is not quite pleased with my not inviting them oftener ; but you know it is very bad to have children with one that one is obligated to be checking every moment ; "" do n't do this , "" and "" do n't do that ; "" or that one can only keep in tolerable order by more cake than is good for them "
Charles Musgrove	agent	know	"I believe Mrs Charles is not quite pleased with my not inviting them oftener ; but you know it is very bad to have children with one that one is obligated to be checking every moment ; "" do n't do this , "" and "" do n't do that ; "" or that one can only keep in tolerable order by more cake than is good for them "
Charles Musgrove	agent	inviting	"I believe Mrs Charles is not quite pleased with my not inviting them oftener ; but you know it is very bad to have children with one that one is obligated to be checking every moment ; "" do n't do this , "" and "" do n't do that ; "" or that one can only keep in tolerable order by more cake than is good for them "
Charles Musgrove	agent	thinks	""" Mrs Musgrove thinks all her servants so steady , that it would be high treason to call it in question ; but I am sure , without exaggeration , that her upper house - maid and laundry - maid , instead of being in their business , are gadding about the village , all day long . "
Charles Musgrove	agent	make	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	know	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	tell	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	have	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	hear	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	declare	"If Jemima were not the trustiest , steadiest creature in the world , it would be enough to spoil her ; for she tells me , they are always tempting her to take a walk with them . "" And on Mrs Musgrove 's side , it was , "" I make a rule of never interfering in any of my daughter - in - law 's concerns , for I know it would not do ; but I shall tell you , Miss Anne , because you may be able to set things to rights , that I have no very good opinion of Mrs Charles 's nursery - maid : I hear strange stories of her ; she is always upon the gad ; and from my own knowledge , I can declare , she is such a fine - dressing lady , that she is enough to ruin any servants she comes near . "
Charles Musgrove	agent	swears	"Mrs Charles quite swears by her , I know ; but I just give you this hint , that you may be upon the watch ; because , if you see anything amiss , you need not be afraid of mentioning it . "" "
Charles Musgrove	agent	give	"Mrs Charles quite swears by her , I know ; but I just give you this hint , that you may be upon the watch ; because , if you see anything amiss , you need not be afraid of mentioning it . "" "
Charles Musgrove	agent	know	"Mrs Charles quite swears by her , I know ; but I just give you this hint , that you may be upon the watch ; because , if you see anything amiss , you need not be afraid of mentioning it . "" "
Charles Musgrove	agent	give	"Mrs Charles quite swears by her , I know ; but I just give you this hint , that you may be upon the watch ; because , if you see anything amiss , you need not be afraid of mentioning it . "" "
Charles Musgrove	agent	called	A very few days more , and Captain Wentworth was known to be at Kellynch , and Mr Musgrove had called on him , and come back warm in his praise , and he was engaged with the Crofts to dine at Uppercross , by the end of another week . It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed , so impatient was he to shew his gratitude , by seeing Captain Wentworth under his own roof , and welcoming him to all that was strongest and best in his cellars . But a week must pass ; only a week , in Anne 's reckoning , and then , she supposed , they must meet ; and soon she began to wish that she could feel secure even for a week . 
Charles Musgrove	agent	come	A very few days more , and Captain Wentworth was known to be at Kellynch , and Mr Musgrove had called on him , and come back warm in his praise , and he was engaged with the Crofts to dine at Uppercross , by the end of another week . It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed , so impatient was he to shew his gratitude , by seeing Captain Wentworth under his own roof , and welcoming him to all that was strongest and best in his cellars . But a week must pass ; only a week , in Anne 's reckoning , and then , she supposed , they must meet ; and soon she began to wish that she could feel secure even for a week . 
Charles Musgrove	agent	engaged	A very few days more , and Captain Wentworth was known to be at Kellynch , and Mr Musgrove had called on him , and come back warm in his praise , and he was engaged with the Crofts to dine at Uppercross , by the end of another week . It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed , so impatient was he to shew his gratitude , by seeing Captain Wentworth under his own roof , and welcoming him to all that was strongest and best in his cellars . But a week must pass ; only a week , in Anne 's reckoning , and then , she supposed , they must meet ; and soon she began to wish that she could feel secure even for a week . 
Charles Musgrove	agent	shew	A very few days more , and Captain Wentworth was known to be at Kellynch , and Mr Musgrove had called on him , and come back warm in his praise , and he was engaged with the Crofts to dine at Uppercross , by the end of another week . It had been a great disappointment to Mr Musgrove to find that no earlier day could be fixed , so impatient was he to shew his gratitude , by seeing Captain Wentworth under his own roof , and welcoming him to all that was strongest and best in his cellars . But a week must pass ; only a week , in Anne 's reckoning , and then , she supposed , they must meet ; and soon she began to wish that she could feel secure even for a week . 
Charles Musgrove	agent	shewed	"Charles Musgrove , indeed , afterwards , shewed more of inclination ; "" the child was going on so well , and he wished so much to be introduced to Captain Wentworth , that , perhaps , he might join them in the evening ; he would not dine from home , but he might walk in for half an hour . "" But in this he was eagerly opposed by his wife , with "" Oh ! "
Charles Musgrove	agent	bear	no , indeed , Charles , I can not bear to have you go away . 
Charles Musgrove	agent	go	no , indeed , Charles , I can not bear to have you go away . 
Charles Musgrove	agent	began	It must be a work of time to ascertain that no injury had been done to the spine ; but Mr Robinson found nothing to increase alarm , and Charles Musgrove began , consequently , to feel no necessity for longer confinement . 
Charles Musgrove	agent	meet	His father very much wished him to meet Captain Wentworth , and there being no sufficient reason against it , he ought to go ; and it ended in his making a bold , public declaration , when he came in from shooting , of his meaning to dress directly , and dine at the other house . 
Charles Musgrove	agent	came	His father very much wished him to meet Captain Wentworth , and there being no sufficient reason against it , he ought to go ; and it ended in his making a bold , public declaration , when he came in from shooting , of his meaning to dress directly , and dine at the other house . 
Charles Musgrove	agent	said	""" Nothing can be going on better than the child , "" said he ; "" so I told my father , just now , that I would come , and he thought me quite right . "
Charles Musgrove	agent	told	""" Nothing can be going on better than the child , "" said he ; "" so I told my father , just now , that I would come , and he thought me quite right . "
Charles Musgrove	agent	thought	""" Nothing can be going on better than the child , "" said he ; "" so I told my father , just now , that I would come , and he thought me quite right . "
Charles Musgrove	agent	come	""" Nothing can be going on better than the child , "" said he ; "" so I told my father , just now , that I would come , and he thought me quite right . "
Charles Musgrove	agent	have	Your sister being with you , my love , I have no scruple at all . 
Charles Musgrove	agent	going	Talks of his being going on so well ! 
Charles Musgrove	agent	know	How does he know that he is going on well , or that there may not be a sudden change half an hour hence ? I did not think Charles would have been so unfeeling . 
Charles Musgrove	agent	told	"Jemima is so careful ; and she could send us word every hour how he was . I really think Charles might as well have told his father we would all come . I am not more alarmed about little Charles now than he is . I was dreadfully alarmed yesterday , but the case is very different to - day . "" "" Well , if you do not think it too late to give notice for yourself , suppose you were to go , as well as your husband . Leave little Charles to my care . "
Charles Musgrove	agent	think	"Mr and Mrs Musgrove can not think it wrong while I remain with him . "" "" Are you serious ? "" cried Mary , her eyes brightening . "
Charles Musgrove	agent	minds	You can make little Charles do anything ; he always minds you at a word . 
Charles Musgrove	agent	came	The morning hours of the Cottage were always later than those of the other house , and on the morrow the difference was so great that Mary and Anne were not more than beginning breakfast when Charles came in to say that they were just setting off , that he was come for his dogs , that his sisters were following with Captain Wentworth ; his sisters meaning to visit Mary and the child , and Captain Wentworth proposing also to wait on her for a few minutes if not inconvenient ; and though Charles had answered for the child 's being in no such state as could make it inconvenient , Captain Wentworth would not be satisfied without his running on to give notice . Mary , very much gratified by this attention , was delighted to receive him , while a thousand feelings rushed on Anne , of which this was the most consoling , that it would soon be over . 
Charles Musgrove	agent	answered	The morning hours of the Cottage were always later than those of the other house , and on the morrow the difference was so great that Mary and Anne were not more than beginning breakfast when Charles came in to say that they were just setting off , that he was come for his dogs , that his sisters were following with Captain Wentworth ; his sisters meaning to visit Mary and the child , and Captain Wentworth proposing also to wait on her for a few minutes if not inconvenient ; and though Charles had answered for the child 's being in no such state as could make it inconvenient , Captain Wentworth would not be satisfied without his running on to give notice . Mary , very much gratified by this attention , was delighted to receive him , while a thousand feelings rushed on Anne , of which this was the most consoling , that it would soon be over . 
Charles Musgrove	agent	shewed	"Charles shewed himself at the window , all was ready , their visitor had bowed and was gone , the Miss Musgroves were gone too , suddenly resolving to walk to the end of the village with the sportsmen : the room was cleared , and Anne might finish her breakfast as she could . "" It is over ! "
Charles Musgrove	agent	say	", I dare say he would have been just such another by this time . "" "
Charles Musgrove	agent	suppose	""" And so then , I suppose , "" said Mrs Musgrove , in a low voice , as if thinking aloud , "" so then he went away to the Laconia , and there he met with our poor boy . "
Charles Musgrove	agent	said	""" And so then , I suppose , "" said Mrs Musgrove , in a low voice , as if thinking aloud , "" so then he went away to the Laconia , and there he met with our poor boy . "
Charles Musgrove	agent	beckoning	"Charles , my dear , "" ( beckoning him to her ) , "" do ask Captain Wentworth where it was he first met with your poor brother . "
Charles Musgrove	agent	forgot	I always forgot . 
Charles Musgrove	agent	know	""" "" It was at Gibraltar , mother , I know . "
Charles Musgrove	agent	nodded	Charles , being somewhat more mindful of the probabilities of the case , only nodded in reply , and walked away . 
Charles Musgrove	agent	walked	Charles , being somewhat more mindful of the probabilities of the case , only nodded in reply , and walked away . 
Charles Musgrove	agent	said	""" And I am sure , Sir . "" said Mrs Musgrove , "" it was a lucky day for us , when you were put captain into that ship . "
Charles Musgrove	agent	continued	""" Poor dear fellow ! "" continued Mrs Musgrove ; "" he was grown so steady , and such an excellent correspondent , while he was under your care ! Ah ! "
Charles Musgrove	agent	assure	"I assure you , Captain Wentworth , we are very sorry he ever left you . "" There was a momentary expression in Captain Wentworth 's face at this speech , a certain glance of his bright eye , and curl of his handsome mouth , which convinced Anne , that instead of sharing in Mrs Musgrove 's kind wishes , as to her son , he had probably been at some pains to get rid of him ; but it was too transient an indulgence of self - amusement to be detected by any who understood him less than herself ; in another moment he was perfectly collected and serious , and almost instantly afterwards coming up to the sofa , on which she and Mrs Musgrove were sitting , took a place by the latter , and entered into conversation with her , in a low voice , about her son , doing it with so much sympathy and natural grace , as shewed the kindest consideration for all that was real and unabsurd in the parent 's feelings . They were actually on the same sofa , for Mrs Musgrove had most readily made room for him ; they were divided only by Mrs Musgrove . "
Charles Musgrove	agent	sitting	"I assure you , Captain Wentworth , we are very sorry he ever left you . "" There was a momentary expression in Captain Wentworth 's face at this speech , a certain glance of his bright eye , and curl of his handsome mouth , which convinced Anne , that instead of sharing in Mrs Musgrove 's kind wishes , as to her son , he had probably been at some pains to get rid of him ; but it was too transient an indulgence of self - amusement to be detected by any who understood him less than herself ; in another moment he was perfectly collected and serious , and almost instantly afterwards coming up to the sofa , on which she and Mrs Musgrove were sitting , took a place by the latter , and entered into conversation with her , in a low voice , about her son , doing it with so much sympathy and natural grace , as shewed the kindest consideration for all that was real and unabsurd in the parent 's feelings . They were actually on the same sofa , for Mrs Musgrove had most readily made room for him ; they were divided only by Mrs Musgrove . "
