Character	Role	Event	Context
Elizabeth Bennet	patient	thank	I thank you again and again , for not going to the Lakes . 
Elizabeth Bennet	patient	acquainted	He bore with philosophy the conviction that Elizabeth must now become acquainted with whatever of his ingratitude and falsehood had before been unknown to her ; and , in spite of everything , was not wholly without hope that Darcy might yet be prevailed on to make his fortune . 
Elizabeth Bennet	patient	given	His affection for her soon sunk into indifference : hers lasted a little longer ; and , in spite of her youth and her manners , she retained all the claims to reputation which her marriage had given her . 
Elizabeth Bennet	patient	bringing	Darcy , as well as Elizabeth , really loved them ; and they were both ever sensible of the warmest gratitude towards the persons who , by bringing her into Derbyshire , had been the means of uniting them . 
Elizabeth Bennet	patient	advise	I would advise you merely to put on whatever of your clothes is superior to the rest -- there is no occasion for anything more . 
Elizabeth Bennet	patient	favour	I should be glad to take a turn in it , if you will favour me with your company . ” 
Fitzwilliam Darcy	agent	danced	Mr. Darcy danced only once with Mrs. Hurst and once with Miss Bingley , declined being introduced to any other lady , and spent the rest of the evening in walking about the room , speaking occasionally to one of his own party . 
Fitzwilliam Darcy	agent	declined	Mr. Darcy danced only once with Mrs. Hurst and once with Miss Bingley , declined being introduced to any other lady , and spent the rest of the evening in walking about the room , speaking occasionally to one of his own party . 
Fitzwilliam Darcy	agent	come	He was the proudest , most disagreeable man in the world , and everybody hoped that he would never come there again . 
Fitzwilliam Darcy	agent	sharpened	Amongst the most violent against him was Mrs. Bennet , whose dislike of his general behaviour was sharpened into particular resentment by his having slighted one of her daughters . 
Fitzwilliam Darcy	agent	said	“ Come , Darcy , ” said he , “ I must have you dance . 
Fitzwilliam Darcy	agent	have	“ Come , Darcy , ” said he , “ I must have you dance . 
Fitzwilliam Darcy	agent	dance	“ Come , Darcy , ” said he , “ I must have you dance . 
Fitzwilliam Darcy	agent	hate	I hate to see you standing about by yourself in this stupid manner . 
Fitzwilliam Darcy	agent	had	You had much better dance . ” 
Fitzwilliam Darcy	agent	know	You know how I detest it , unless I am particularly acquainted with my partner . 
Fitzwilliam Darcy	agent	see	Upon my honour , I never met with so many pleasant girls in my life as I have this evening ; and there are several of them , you see , uncommonly pretty . ” 
Fitzwilliam Darcy	agent	dancing	“ _ You _ are dancing with the only handsome girl in the room , ” said Mr. Darcy , looking at the eldest Miss Bennet . 
Fitzwilliam Darcy	agent	said	“ _ You _ are dancing with the only handsome girl in the room , ” said Mr. Darcy , looking at the eldest Miss Bennet . 
Fitzwilliam Darcy	agent	looked	and turning round , he looked for a moment at Elizabeth , till , catching her eye , he withdrew his own , and coldly said , “ She is tolerable : but not handsome enough to tempt _ me _ ; and I am in no humour at present to give consequence to young ladies who are slighted by other men . 
Fitzwilliam Darcy	agent	withdrew	and turning round , he looked for a moment at Elizabeth , till , catching her eye , he withdrew his own , and coldly said , “ She is tolerable : but not handsome enough to tempt _ me _ ; and I am in no humour at present to give consequence to young ladies who are slighted by other men . 
Fitzwilliam Darcy	agent	said	and turning round , he looked for a moment at Elizabeth , till , catching her eye , he withdrew his own , and coldly said , “ She is tolerable : but not handsome enough to tempt _ me _ ; and I am in no humour at present to give consequence to young ladies who are slighted by other men . 
Fitzwilliam Darcy	agent	walked	Mr. Darcy walked off ; and Elizabeth 
Fitzwilliam Darcy	agent	seen	Darcy , on the contrary , had seen a collection of people in whom there was little beauty and no fashion , for none of whom he had felt the smallest interest , and from none received either attention or pleasure . 
Fitzwilliam Darcy	agent	acknowledged	Miss Bennet he acknowledged to be pretty ; but she smiled too much . 
Fitzwilliam Darcy	agent	smiled	Miss Bennet he acknowledged to be pretty ; but she smiled too much . 
Fitzwilliam Darcy	agent	vexed	“ I beg you will not put it into Lizzy ’s head to be vexed by his ill - treatment , for he is such a disagreeable man that it would be quite a misfortune to be liked by him . 
Fitzwilliam Darcy	agent	liked	“ I beg you will not put it into Lizzy ’s head to be vexed by his ill - treatment , for he is such a disagreeable man that it would be quite a misfortune to be liked by him . 
Fitzwilliam Darcy	agent	speaking	“ I certainly saw Mr. Darcy speaking to her . ” 
Fitzwilliam Darcy	agent	liked	“ Ay , because she asked him at last how he liked Netherfield , and he could not help answering her ; but she said he seemed very angry at being spoke to . ” 
Fitzwilliam Darcy	agent	seemed	“ Ay , because she asked him at last how he liked Netherfield , and he could not help answering her ; but she said he seemed very angry at being spoke to . ” 
Fitzwilliam Darcy	agent	speaks	“ Miss Bingley told me , ” said Jane , “ that he never speaks much unless among his intimate acquaintance . 
Fitzwilliam Darcy	agent	talked	If he had been so very agreeable , he would have talked to Mrs. Long . 
Fitzwilliam Darcy	agent	talking	“ I do not mind his not talking to Mrs. Long , ” said Miss Lucas , “ but I wish he had danced with Eliza . ” 
Fitzwilliam Darcy	agent	danced	“ I do not mind his not talking to Mrs. Long , ” said Miss Lucas , “ but I wish he had danced with Eliza . ” 
Fitzwilliam Darcy	agent	has	If I may so express it , he has a _ right _ to be proud . ” 
Fitzwilliam Darcy	agent	mortified	“ That is very true , ” replied Elizabeth , “ and I could easily forgive _ his _ pride , if he had not mortified _ mine _ . ” 
Fitzwilliam Darcy	agent	laugh	“ You make me laugh , Charlotte ; but it is not sound . 
Fitzwilliam Darcy	agent	know	You know it is not sound , and that you would never act in this way yourself . ” Occupied in observing Mr. Bingley ’s attention to her sister , Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend . Mr. Darcy had at first scarcely allowed her to be pretty : he had looked at her without admiration at the ball ; and when they next met , he looked at her only to criticise . 
Fitzwilliam Darcy	agent	act	You know it is not sound , and that you would never act in this way yourself . ” Occupied in observing Mr. Bingley ’s attention to her sister , Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend . Mr. Darcy had at first scarcely allowed her to be pretty : he had looked at her without admiration at the ball ; and when they next met , he looked at her only to criticise . 
Fitzwilliam Darcy	agent	looked	You know it is not sound , and that you would never act in this way yourself . ” Occupied in observing Mr. Bingley ’s attention to her sister , Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend . Mr. Darcy had at first scarcely allowed her to be pretty : he had looked at her without admiration at the ball ; and when they next met , he looked at her only to criticise . 
Fitzwilliam Darcy	agent	looked	You know it is not sound , and that you would never act in this way yourself . ” Occupied in observing Mr. Bingley ’s attention to her sister , Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend . Mr. Darcy had at first scarcely allowed her to be pretty : he had looked at her without admiration at the ball ; and when they next met , he looked at her only to criticise . 
Fitzwilliam Darcy	agent	looked	You know it is not sound , and that you would never act in this way yourself . ” Occupied in observing Mr. Bingley ’s attention to her sister , Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend . Mr. Darcy had at first scarcely allowed her to be pretty : he had looked at her without admiration at the ball ; and when they next met , he looked at her only to criticise . 
Fitzwilliam Darcy	agent	made	But no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face , than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes . 
Fitzwilliam Darcy	agent	began	But no sooner had he made it clear to himself and his friends that she had hardly a good feature in her face , than he began to find it was rendered uncommonly intelligent by the beautiful expression of her dark eyes . 
Fitzwilliam Darcy	agent	asserting	Though he had detected with a critical eye more than one failure of perfect symmetry in her form , he was forced to acknowledge her figure to be light and pleasing ; and in spite of his asserting that her manners were not those of the fashionable world , he was caught by their easy playfulness . 
Fitzwilliam Darcy	agent	began	He began to wish to know more of her ; and , as a step towards conversing with her himself , attended to her conversation with others . 
Fitzwilliam Darcy	agent	attended	He began to wish to know more of her ; and , as a step towards conversing with her himself , attended to her conversation with others . 
Fitzwilliam Darcy	agent	mean	“ What does Mr. Darcy mean , ” said she to Charlotte , “ by listening to my conversation with Colonel Forster ? ” “ That is a question which Mr. Darcy only can answer . ” 
Fitzwilliam Darcy	agent	answer	“ What does Mr. Darcy mean , ” said she to Charlotte , “ by listening to my conversation with Colonel Forster ? ” “ That is a question which Mr. Darcy only can answer . ” 
Fitzwilliam Darcy	agent	does	“ But if he does it any more , I shall certainly let him know that I see what he is about . 
Fitzwilliam Darcy	agent	know	“ But if he does it any more , I shall certainly let him know that I see what he is about . 
Fitzwilliam Darcy	agent	has	He has a very satirical eye , and if I do not begin by being impertinent myself , I shall soon grow afraid of him . ” [ Illustration : “ The entreaties of several ” 
Fitzwilliam Darcy	agent	grow	He has a very satirical eye , and if I do not begin by being impertinent myself , I shall soon grow afraid of him . ” [ Illustration : “ The entreaties of several ” 
Fitzwilliam Darcy	agent	at	And gravely glancing at Mr. Darcy , “ There is a very fine old saying , which everybody here is of course familiar with--‘Keep your breath to cool your porridge,’--and I shall keep mine to swell my song . ” 
Fitzwilliam Darcy	agent	stood	Elizabeth , easy and unaffected , had been listened to with much more pleasure , though not playing half so well ; and Mary , at the end of a long concerto , was glad to purchase praise and gratitude by Scotch and Irish airs , at the request of her younger sisters , who with some of the Lucases , and two or three officers , joined eagerly in dancing at one end of the room . Mr. Darcy stood near them in silent indignation at such a mode of passing the evening , to the exclusion of all conversation , and was too much engrossed by his own thoughts to perceive that Sir William Lucas was his neighbour , till Sir William thus began:-- “ What a charming amusement for young people this is , Mr. Darcy ! 
Fitzwilliam Darcy	agent	engrossed	Elizabeth , easy and unaffected , had been listened to with much more pleasure , though not playing half so well ; and Mary , at the end of a long concerto , was glad to purchase praise and gratitude by Scotch and Irish airs , at the request of her younger sisters , who with some of the Lucases , and two or three officers , joined eagerly in dancing at one end of the room . Mr. Darcy stood near them in silent indignation at such a mode of passing the evening , to the exclusion of all conversation , and was too much engrossed by his own thoughts to perceive that Sir William Lucas was his neighbour , till Sir William thus began:-- “ What a charming amusement for young people this is , Mr. Darcy ! 
Fitzwilliam Darcy	agent	bowed	Mr. Darcy bowed . 
Fitzwilliam Darcy	agent	had	“ I had once some thoughts of fixing in town myself , for I am fond of superior society ; but I did not feel quite certain that the air of London would agree with Lady Lucas . ” 
Fitzwilliam Darcy	agent	feel	“ I had once some thoughts of fixing in town myself , for I am fond of superior society ; but I did not feel quite certain that the air of London would agree with Lady Lucas . ” 
Fitzwilliam Darcy	agent	feel	“ I had once some thoughts of fixing in town myself , for I am fond of superior society ; but I did not feel quite certain that the air of London would agree with Lady Lucas . ” 
Fitzwilliam Darcy	agent	paused	He paused in hopes of an answer : but his companion was not disposed to make any ; and Elizabeth at that instant moving towards them , he was struck with the notion of doing a very gallant thing , and called out to her,-- “ My dear Miss Eliza , why are not you dancing ? 
Fitzwilliam Darcy	agent	disposed	He paused in hopes of an answer : but his companion was not disposed to make any ; and Elizabeth at that instant moving towards them , he was struck with the notion of doing a very gallant thing , and called out to her,-- “ My dear Miss Eliza , why are not you dancing ? 
Fitzwilliam Darcy	agent	dancing	He paused in hopes of an answer : but his companion was not disposed to make any ; and Elizabeth at that instant moving towards them , he was struck with the notion of doing a very gallant thing , and called out to her,-- “ My dear Miss Eliza , why are not you dancing ? 
Fitzwilliam Darcy	agent	present	Mr. Darcy , you must allow me to present this young lady to you as a very desirable partner . 
Fitzwilliam Darcy	agent	given	” And , taking her hand , he would have given it to Mr. Darcy , who , though extremely surprised , was not unwilling to receive it , when she instantly drew back , and said with some discomposure to Sir William,-- “ Indeed , sir , I have not the least intention of dancing . 
Fitzwilliam Darcy	agent	requested	Mr. Darcy , with grave propriety , requested to be allowed the honour of her hand , but in vain . 
Fitzwilliam Darcy	agent	replied	Miss Bingley immediately fixed her eyes on his face , and desired he would tell her what lady had the credit of inspiring such reflections . Mr. Darcy replied , with great intrepidity,-- “ Miss Elizabeth Bennet . ” “ Miss Elizabeth Bennet ! ” repeated Miss Bingley . 
Fitzwilliam Darcy	agent	said	Mr. Darcy said very little , and Mr. Hurst nothing at all . 
Fitzwilliam Darcy	agent	engrossed	Miss Bingley was engrossed by Mr. Darcy , her sister scarcely less so ; and as for Mr. Hurst , by whom Elizabeth sat , he was an indolent man , who lived only to eat , drink , and play at cards , who , when he found her prefer a plain dish to a ragout , had nothing to say to her . 
Fitzwilliam Darcy	agent	wish	“ _ You _ observed it , Mr. Darcy , I am sure , ” said Miss Bingley ; “ and I am inclined to think that you would not wish to see _ your sister _ make such an exhibition . ” 
Fitzwilliam Darcy	agent	say	“ I think I have heard you say that their uncle is an attorney in Meryton ? ” 
Fitzwilliam Darcy	agent	replied	“ But it must very materially lessen their chance of marrying men of any consideration in the world , ” replied Darcy . 
Fitzwilliam Darcy	agent	sell	“ With all my heart : I will buy Pemberley itself , if Darcy will sell it . ” “ I am talking of possibilities , Charles . ” “ Upon my word , Caroline , I should think it more possible to get Pemberley by purchase than by imitation . ” 
Fitzwilliam Darcy	agent	meant	He only meant that there was not such a variety of people to be met with in the country as in town , which you must acknowledge to be true . ” 
Fitzwilliam Darcy	agent	said	“ I have been used to consider poetry as the _ food _ of love , ” said Darcy . 
Fitzwilliam Darcy	agent	smiled	Darcy only smiled ; and the general pause which ensued made Elizabeth tremble lest her mother should be exposing herself again . 
Fitzwilliam Darcy	agent	made	Darcy only smiled ; and the general pause which ensued made Elizabeth tremble lest her mother should be exposing herself again . 
Fitzwilliam Darcy	agent	writing	Mr. Darcy was writing , and Miss Bingley , seated near him , was watching the progress of his letter , and repeatedly calling off his attention by messages to his sister . Mr. Hurst and Mr. Bingley were at piquet , and Mrs. Hurst was observing their game . 
Fitzwilliam Darcy	agent	watching	Mr. Darcy was writing , and Miss Bingley , seated near him , was watching the progress of his letter , and repeatedly calling off his attention by messages to his sister . Mr. Hurst and Mr. Bingley were at piquet , and Mrs. Hurst was observing their game . 
Fitzwilliam Darcy	agent	made	The perpetual commendations of the lady either on his hand - writing , or on the evenness of his lines , or on the length of his letter , with the perfect unconcern with which her praises were received , formed a curious dialogue , and was exactly in unison with her opinion of each . “ How delighted Miss Darcy will be to receive such a letter ! ” He made no answer . 
Fitzwilliam Darcy	agent	write	“ You write uncommonly fast . ” 
Fitzwilliam Darcy	agent	write	“ That will not do for a compliment to Darcy , Caroline , ” cried her brother , “ because he does _ not _ write with ease . 
Fitzwilliam Darcy	agent	studies	He studies too much for words of four syllables . 
Fitzwilliam Darcy	agent	said	“ Nothing is more deceitful , ” said Darcy , “ than the appearance of humility . 
Fitzwilliam Darcy	agent	said	And yet , upon my honour , I believed what I said of myself to be true , and I believe it at this moment . 
Fitzwilliam Darcy	agent	believe	And yet , upon my honour , I believed what I said of myself to be true , and I believe it at this moment . 
Fitzwilliam Darcy	agent	assume	At least , therefore , I did not assume the character of needless precipitance merely to show off before the ladies . ” 
Fitzwilliam Darcy	agent	daresay	“ I daresay you believed it ; but I am by no means convinced that you would be gone with such celerity . 
Fitzwilliam Darcy	agent	convinced	“ I daresay you believed it ; but I am by no means convinced that you would be gone with such celerity . 
Fitzwilliam Darcy	agent	know	Your conduct would be quite as dependent on chance as that of any man I know ; and if , as you were mounting your horse , a friend were to say , ‘ Bingley , you had better stay till next week , ’ you would probably do it -- you would probably not go -- and , at another word , might stay a month . ” 
Fitzwilliam Darcy	agent	consider	“ Would Mr. Darcy then consider the rashness of your original intention as atoned for by your obstinacy in adhering to it ? ” 
Fitzwilliam Darcy	agent	explain	“ Upon my word , I can not exactly explain the matter -- Darcy must speak for himself . ” “ You expect me to account for opinions which you choose to call mine , but which I have never acknowledged . 
Fitzwilliam Darcy	agent	speak	“ Upon my word , I can not exactly explain the matter -- Darcy must speak for himself . ” “ You expect me to account for opinions which you choose to call mine , but which I have never acknowledged . 
Fitzwilliam Darcy	agent	account	“ Upon my word , I can not exactly explain the matter -- Darcy must speak for himself . ” “ You expect me to account for opinions which you choose to call mine , but which I have never acknowledged . 
Fitzwilliam Darcy	agent	acknowledged	“ Upon my word , I can not exactly explain the matter -- Darcy must speak for himself . ” “ You expect me to account for opinions which you choose to call mine , but which I have never acknowledged . 
Fitzwilliam Darcy	agent	speaking	I am not particularly speaking of such a case as you have supposed about Mr. Bingley . 
Fitzwilliam Darcy	agent	has	I declare I do not know a more awful object than Darcy on particular occasions , and in particular places ; at his own house especially , and of a Sunday evening , when he has nothing to do . ” 
Fitzwilliam Darcy	agent	smiled	Mr. Darcy smiled ; but Elizabeth thought she could perceive that he was rather offended , and therefore checked her laugh . 
Fitzwilliam Darcy	agent	thought	Mr. Darcy smiled ; but Elizabeth thought she could perceive that he was rather offended , and therefore checked her laugh . 
Fitzwilliam Darcy	agent	received	Miss Bingley warmly resented the indignity he had received , in an expostulation with her brother for talking such nonsense . 
Fitzwilliam Darcy	agent	dislike	“ You dislike an argument , and want to silence this . ” 
Fitzwilliam Darcy	agent	want	“ You dislike an argument , and want to silence this . ” 
Fitzwilliam Darcy	agent	do	“ Perhaps I do . 
Fitzwilliam Darcy	agent	ask	If you and Miss Bennet will defer yours till I am out of the room , I shall be very thankful ; and then you may say whatever you like of me . ” “ What you ask , ” said Elizabeth , “ is no sacrifice on my side ; and Mr. Darcy had much better finish his letter . ” 
Fitzwilliam Darcy	agent	finish	If you and Miss Bennet will defer yours till I am out of the room , I shall be very thankful ; and then you may say whatever you like of me . ” “ What you ask , ” said Elizabeth , “ is no sacrifice on my side ; and Mr. Darcy had much better finish his letter . ” 
Fitzwilliam Darcy	agent	took	Mr. Darcy took her advice , and did finish his letter . 
Fitzwilliam Darcy	agent	finish	Mr. Darcy took her advice , and did finish his letter . 
Fitzwilliam Darcy	agent	applied	When that business was over , he applied to Miss Bingley and Elizabeth for the indulgence of some music . 
Fitzwilliam Darcy	agent	look	She hardly knew how to suppose that she could be an object of admiration to so great a man , and yet that he should look at her because he disliked her was still more strange . 
Fitzwilliam Darcy	agent	disliked	She hardly knew how to suppose that she could be an object of admiration to so great a man , and yet that he should look at her because he disliked her was still more strange . 
Fitzwilliam Darcy	agent	repeated	He repeated the question , with some surprise at her silence . 
Fitzwilliam Darcy	agent	wanted	You wanted me , I know , to say ‘ Yes , ’ that you might have the pleasure of despising my taste ; but I always delight in overthrowing those kind of schemes , and cheating a person of their premeditated contempt . 
Fitzwilliam Darcy	agent	have	You wanted me , I know , to say ‘ Yes , ’ that you might have the pleasure of despising my taste ; but I always delight in overthrowing those kind of schemes , and cheating a person of their premeditated contempt . 
Fitzwilliam Darcy	agent	give	“ I hope , ” said she , as they were walking together in the shrubbery the next day , “ you will give your mother - in - law a few hints , when this desirable event takes place , as to the advantage of holding her tongue ; and if you can compass it , to cure the younger girls of running after the officers . 
Fitzwilliam Darcy	agent	compass	“ I hope , ” said she , as they were walking together in the shrubbery the next day , “ you will give your mother - in - law a few hints , when this desirable event takes place , as to the advantage of holding her tongue ; and if you can compass it , to cure the younger girls of running after the officers . 
Fitzwilliam Darcy	agent	know	They are in the same profession , you know , only in different lines . 
Fitzwilliam Darcy	agent	attempt	As for your Elizabeth ’s picture , you must not attempt to have it taken , for what painter could do justice to those beautiful eyes ? 
Fitzwilliam Darcy	agent	felt	Mr. Darcy felt their rudeness , and immediately said,-- “ This walk is not wide enough for our party . 
Fitzwilliam Darcy	agent	advanced	They could describe an entertainment with accuracy , relate an anecdote with humour , and laugh at their acquaintance with spirit . But when the gentlemen entered , Jane was no longer the first object ; Miss Bingley ’s eyes were instantly turned towards Darcy , and she had something to say to him before he had advanced many steps . 
Fitzwilliam Darcy	agent	addressed	He addressed himself directly to Miss Bennet with a polite congratulation ; Mr. Hurst also made her a slight bow , and said he was “ very glad ; ” but diffuseness and warmth remained for Bingley ’s salutation . 
Fitzwilliam Darcy	agent	made	He addressed himself directly to Miss Bennet with a polite congratulation ; Mr. Hurst also made her a slight bow , and said he was “ very glad ; ” but diffuseness and warmth remained for Bingley ’s salutation . 
Fitzwilliam Darcy	agent	sat	He then sat down by her , and talked scarcely to anyone else . 
Fitzwilliam Darcy	agent	talked	He then sat down by her , and talked scarcely to anyone else . 
Fitzwilliam Darcy	agent	wish	She had obtained private intelligence that Mr. Darcy did not wish for cards , and Mr. Hurst soon found even his open petition rejected . 
Fitzwilliam Darcy	agent	took	Darcy took up a book . 
Fitzwilliam Darcy	agent	answered	She could not win him , however , to any conversation ; he merely answered her question and read on . 
Fitzwilliam Darcy	agent	read	She could not win him , however , to any conversation ; he merely answered her question and read on . 
Fitzwilliam Darcy	agent	go	“ If you mean Darcy , ” cried her brother , “ he may go to bed , if he chooses , before it begins ; but as for the ball , it is quite a settled thing , and as soon as Nicholls has made white soup enough I shall send round my cards . ” 
Fitzwilliam Darcy	agent	looked	succeeded no less in the real object of her civility : Mr. Darcy looked up . 
Fitzwilliam Darcy	agent	declined	He was directly invited to join their party , but he declined it , observing that he could imagine but two motives for their choosing to walk up and down the room together , with either of which motives his joining them would interfere . 
Fitzwilliam Darcy	agent	imagine	He was directly invited to join their party , but he declined it , observing that he could imagine but two motives for their choosing to walk up and down the room together , with either of which motives his joining them would interfere . 
Fitzwilliam Darcy	agent	mean	What could he mean ? 
Fitzwilliam Darcy	agent	means	“ Not at all , ” was her answer ; “ but , depend upon it , he means to be severe on us , and our surest way of disappointing him will be to ask 
Fitzwilliam Darcy	agent	have	“ I have not the smallest objection to explaining them , ” said he , as soon as she allowed him to speak . 
Fitzwilliam Darcy	agent	said	“ I have not the smallest objection to explaining them , ” said he , as soon as she allowed him to speak . 
Fitzwilliam Darcy	agent	speak	“ I have not the smallest objection to explaining them , ” said he , as soon as she allowed him to speak . 
Fitzwilliam Darcy	agent	admire	“ You either choose this method of passing the evening because you are in each other ’s confidence , and have secret affairs to discuss , or because you are conscious that your figures appear to the greatest advantage in walking : if the first , I should be completely in your way ; and if the second , I can admire you much better as I sit by the fire . ” 
Fitzwilliam Darcy	agent	sit	“ You either choose this method of passing the evening because you are in each other ’s confidence , and have secret affairs to discuss , or because you are conscious that your figures appear to the greatest advantage in walking : if the first , I should be completely in your way ; and if the second , I can admire you much better as I sit by the fire . ” 
Fitzwilliam Darcy	agent	have	How shall we punish him for such a speech ? ” “ Nothing so easy , if you have but the inclination , ” said Elizabeth . 
Fitzwilliam Darcy	agent	know	Intimate as you are , you must know how it is to be done . ” “ But upon my honour I do _ not _ . 
Fitzwilliam Darcy	agent	defy	No , no ; I feel he may defy us there . 
Fitzwilliam Darcy	agent	please	And as to laughter , we will not expose ourselves , if you please , by attempting to laugh without a subject . 
Fitzwilliam Darcy	agent	hug	Mr. Darcy may hug himself . ” “ Mr. Darcy is not to be laughed at ! ” cried Elizabeth . 
Fitzwilliam Darcy	agent	has	“ I am perfectly convinced by it that Mr. Darcy has no defect . 
Fitzwilliam Darcy	agent	owns	He owns it himself without disguise . ” 
Fitzwilliam Darcy	agent	said	“ No , ” said Darcy , “ I have made no such pretension . 
Fitzwilliam Darcy	agent	made	“ No , ” said Darcy , “ I have made no such pretension . 
Fitzwilliam Darcy	agent	have	I have faults enough , but they are not , I hope , of understanding . 
Fitzwilliam Darcy	agent	hope	I have faults enough , but they are not , I hope , of understanding . 
Fitzwilliam Darcy	agent	vouch	My temper I dare not vouch for . 
Fitzwilliam Darcy	agent	believe	It is , I believe , too little yielding ; certainly too little for the convenience of the world . 
Fitzwilliam Darcy	agent	forget	I can not forget the follies and vices of others so soon as I ought , nor their offences against myself . 
Fitzwilliam Darcy	agent	chosen	But you have chosen your fault well . 
Fitzwilliam Darcy	agent	believe	“ There is , I believe , in every disposition a tendency to some particular evil , a natural defect , which not even the best education can overcome . ” “ And _ your _ defect is a propensity to hate everybody . ” 
Fitzwilliam Darcy	agent	began	He began to feel the danger of paying Elizabeth too much attention . 
Fitzwilliam Darcy	agent	liked	She attracted him more than he liked ; and Miss Bingley was uncivil to _ her _ and more teasing than usual to himself . 
Fitzwilliam Darcy	agent	spoke	Steady to his purpose , he scarcely spoke ten words to her through the whole of Saturday : and though they were at one time left by themselves for half an hour , he adhered most conscientiously to his book , and would not even look at her . 
Fitzwilliam Darcy	agent	adhered	Steady to his purpose , he scarcely spoke ten words to her through the whole of Saturday : and though they were at one time left by themselves for half an hour , he adhered most conscientiously to his book , and would not even look at her . 
Fitzwilliam Darcy	agent	adhered	Steady to his purpose , he scarcely spoke ten words to her through the whole of Saturday : and though they were at one time left by themselves for half an hour , he adhered most conscientiously to his book , and would not even look at her . 
Fitzwilliam Darcy	agent	look	Steady to his purpose , he scarcely spoke ten words to her through the whole of Saturday : and though they were at one time left by themselves for half an hour , he adhered most conscientiously to his book , and would not even look at her . 
Fitzwilliam Darcy	agent	corroborated	Mr. Darcy corroborated it with a bow , and was beginning to determine not to fix his eyes on Elizabeth , when they were suddenly arrested by the sight of the stranger ; and Elizabeth happening to see the countenance of both as they looked at each other , was all astonishment at the effect of the meeting . 
Fitzwilliam Darcy	agent	beginning	Mr. Darcy corroborated it with a bow , and was beginning to determine not to fix his eyes on Elizabeth , when they were suddenly arrested by the sight of the stranger ; and Elizabeth happening to see the countenance of both as they looked at each other , was all astonishment at the effect of the meeting . 
Fitzwilliam Darcy	agent	arrested	Mr. Darcy corroborated it with a bow , and was beginning to determine not to fix his eyes on Elizabeth , when they were suddenly arrested by the sight of the stranger ; and Elizabeth happening to see the countenance of both as they looked at each other , was all astonishment at the effect of the meeting . 
Fitzwilliam Darcy	agent	deigned	Mr. Wickham , after a few moments , touched his hat -- a salutation which Mr. Darcy just deigned to return . 
Fitzwilliam Darcy	agent	staying	He inquired how far Netherfield was from Meryton ; and , after receiving her answer , asked in a hesitating manner how long Mr. Darcy had been staying there . 
Fitzwilliam Darcy	agent	spoken	You will not find him more favourably spoken of by anyone . 
Fitzwilliam Darcy	agent	chooses	The world is blinded by his fortune and consequence , or frightened by his high and imposing manners , and sees him only as he chooses to be seen . ” “ I should take him , even on _ my _ slight acquaintance , to be an ill - tempered man . ” Wickham only shook his head . 
Fitzwilliam Darcy	agent	going	“ I do not at all know ; but I _ heard _ nothing of his going away when I was at Netherfield . 
Fitzwilliam Darcy	agent	driven	“ Oh no -- it is not for _ me _ to be driven away by Mr. Darcy . 
Fitzwilliam Darcy	agent	_	If _ he _ wishes to avoid seeing _ me _ he must go . 
Fitzwilliam Darcy	agent	go	If _ he _ wishes to avoid seeing _ me _ he must go . 
Fitzwilliam Darcy	agent	disappointing	His behaviour to myself has been scandalous ; but I verily believe I could forgive him anything and everything , rather than his disappointing the hopes and disgracing the memory of his father . 
Fitzwilliam Darcy	agent	disgracing	His behaviour to myself has been scandalous ; but I verily believe I could forgive him anything and everything , rather than his disappointing the hopes and disgracing the memory of his father . 
Fitzwilliam Darcy	agent	bequeathed	“ Indeed ! ” “ Yes -- the late Mr. Darcy bequeathed me the next presentation of the best living in his gift . 
Fitzwilliam Darcy	agent	meant	He meant to provide for me amply , and thought he had done it ; but when the living fell , it was given elsewhere . 
Fitzwilliam Darcy	agent	thought	He meant to provide for me amply , and thought he had done it ; but when the living fell , it was given elsewhere . 
Fitzwilliam Darcy	agent	given	He meant to provide for me amply , and thought he had done it ; but when the living fell , it was given elsewhere . 
Fitzwilliam Darcy	agent	done	He meant to provide for me amply , and thought he had done it ; but when the living fell , it was given elsewhere . 
Fitzwilliam Darcy	agent	seek	Why did not you seek legal redress ? ” “ There was just such an informality in the terms of the bequest as to give me no hope from law . 
Fitzwilliam Darcy	agent	chose	A man of honour could not have doubted the intention , but Mr. Darcy chose to doubt it -- or to treat it as a merely conditional recommendation , and to assert that I had forfeited all claim to it by extravagance , imprudence , in short , anything or nothing . 
Fitzwilliam Darcy	agent	hates	But the fact is , that we are very different sort of men , and that he hates me . 
Fitzwilliam Darcy	agent	liked	Had the late Mr. Darcy liked me less , his son might have borne with me better ; but his father ’s uncommon attachment to me irritated him , I believe , very early in life . 
Fitzwilliam Darcy	agent	having	After a few minutes ’ reflection , however , she continued , “ I _ do _ remember his boasting one day , at Netherfield , of the implacability of his resentments , of his having an unforgiving temper . 
Fitzwilliam Darcy	agent	esteemed	He was most highly esteemed by Mr. Darcy , a most intimate , confidential friend . 
