Character	Role	Event	Context
Sir Thomas Bertram	agent	mentioned	In the fullness of his belief that such a thing must be , he mentioned its probability to his wife ; and the first time of the subject ’s occurring to her again happening to be when Fanny was present , she calmly observed to her , “ So , Fanny , you are going to leave us , and live with my sister . 
Sir Thomas Bertram	agent	to	I never spoke a syllable about it to Sir Thomas , nor he to me . 
Sir Thomas Bertram	agent	me	I never spoke a syllable about it to Sir Thomas , nor he to me . 
Sir Thomas Bertram	agent	speak	How came Sir Thomas to speak to you about it ? 
Sir Thomas Bertram	agent	thought	I suppose he thought it best . ” 
Sir Thomas Bertram	agent	say	“ But what did he say ? 
Sir Thomas Bertram	agent	say	He could not say he _ wished _ me to take Fanny . 
Sir Thomas Bertram	agent	wished	He could not say he _ wished _ me to take Fanny . 
Sir Thomas Bertram	agent	wish	I am sure in his heart he could not wish me to do it . ” 
Sir Thomas Bertram	agent	said	“ No ; he only said he thought it very likely ; and I thought so too . 
Sir Thomas Bertram	agent	thought	“ No ; he only said he thought it very likely ; and I thought so too . 
Sir Thomas Bertram	agent	thought	“ No ; he only said he thought it very likely ; and I thought so too . 
Sir Thomas Bertram	agent	take	Sir Thomas will take care of that . ” 
Sir Thomas Bertram	agent	writing	Sir Thomas has been writing about it , I know . ” 
Sir Thomas Bertram	agent	speak	“ Well , Lady Bertram , ” said Mrs. Norris , moving to go , “ I can only say that my sole desire is to be of use to your family : and so , if Sir Thomas should ever speak again about my taking Fanny , you will be able to say that my health and spirits put it quite out of the question ; 
Sir Thomas Bertram	agent	found	Sir Thomas found it expedient to go to Antigua himself , for the better arrangement of his affairs , and he took his eldest son with him , in the hope of detaching him from some bad connexions at home . 
Sir Thomas Bertram	agent	took	Sir Thomas found it expedient to go to Antigua himself , for the better arrangement of his affairs , and he took his eldest son with him , in the hope of detaching him from some bad connexions at home . 
Sir Thomas Bertram	agent	took	Sir Thomas found it expedient to go to Antigua himself , for the better arrangement of his affairs , and he took his eldest son with him , in the hope of detaching him from some bad connexions at home . 
Sir Thomas Bertram	agent	had	He could not think Lady Bertram quite equal to supply his place with them , or rather , to perform what should have been her own ; but , in Mrs. Norris ’s watchful attention , and in Edmund ’s judgment , he had sufficient confidence to make him go without fears for their conduct . 
Sir Thomas Bertram	agent	go	He could not think Lady Bertram quite equal to supply his place with them , or rather , to perform what should have been her own ; but , in Mrs. Norris ’s watchful attention , and in Edmund ’s judgment , he had sufficient confidence to make him go without fears for their conduct . 
Sir Thomas Bertram	agent	forbidden	They were relieved by it from all restraint ; and without aiming at one gratification that would probably have been forbidden by Sir Thomas , they felt themselves immediately at their own disposal , and to have every indulgence within their reach . 
Sir Thomas Bertram	agent	go	Sir Thomas , who had done so much for her and her brothers , and who was gone perhaps never to return ! that she should see him go without a tear ! 
Sir Thomas Bertram	agent	said	He had said to her , moreover , on the very last morning , that he hoped she might see William again in the course of the ensuing winter , and had charged her to write and invite him to Mansfield as soon as the squadron to which he belonged should be known to be in England . “ This was so thoughtful and kind ! ” and would he only have smiled upon her , and called her “ my dear Fanny , ” 
Sir Thomas Bertram	agent	charged	He had said to her , moreover , on the very last morning , that he hoped she might see William again in the course of the ensuing winter , and had charged her to write and invite him to Mansfield as soon as the squadron to which he belonged should be known to be in England . “ This was so thoughtful and kind ! ” and would he only have smiled upon her , and called her “ my dear Fanny , ” 
Sir Thomas Bertram	agent	smiled	He had said to her , moreover , on the very last morning , that he hoped she might see William again in the course of the ensuing winter , and had charged her to write and invite him to Mansfield as soon as the squadron to which he belonged should be known to be in England . “ This was so thoughtful and kind ! ” and would he only have smiled upon her , and called her “ my dear Fanny , ” 
Sir Thomas Bertram	agent	hoped	He had said to her , moreover , on the very last morning , that he hoped she might see William again in the course of the ensuing winter , and had charged her to write and invite him to Mansfield as soon as the squadron to which he belonged should be known to be in England . “ This was so thoughtful and kind ! ” and would he only have smiled upon her , and called her “ my dear Fanny , ” 
Sir Thomas Bertram	agent	belonged	He had said to her , moreover , on the very last morning , that he hoped she might see William again in the course of the ensuing winter , and had charged her to write and invite him to Mansfield as soon as the squadron to which he belonged should be known to be in England . “ This was so thoughtful and kind ! ” and would he only have smiled upon her , and called her “ my dear Fanny , ” 
Sir Thomas Bertram	agent	ended	But he had ended his speech in a way to sink her in sad mortification , by adding , “ If William does come to Mansfield , I hope you may be able to convince him that the many years which have passed since you parted have not been spent on your side entirely without improvement ; though , I fear , he must find his sister at sixteen in some respects too much like his sister at ten . ” 
Sir Thomas Bertram	agent	hope	But he had ended his speech in a way to sink her in sad mortification , by adding , “ If William does come to Mansfield , I hope you may be able to convince him that the many years which have passed since you parted have not been spent on your side entirely without improvement ; though , I fear , he must find his sister at sixteen in some respects too much like his sister at ten . ” 
Sir Thomas Bertram	agent	fear	But he had ended his speech in a way to sink her in sad mortification , by adding , “ If William does come to Mansfield , I hope you may be able to convince him that the many years which have passed since you parted have not been spent on your side entirely without improvement ; though , I fear , he must find his sister at sixteen in some respects too much like his sister at ten . ” 
Sir Thomas Bertram	agent	spent	Tom Bertram had of late spent so little of his time at home that he could be only nominally missed ; and Lady Bertram was soon astonished to find how very well they did even without his father , how well Edmund could supply his place in carving , talking to the steward , writing to the attorney , settling with the servants , and equally saving her from all possible fatigue or exertion in every particular but that of directing her letters . 
Sir Thomas Bertram	agent	astonished	Tom Bertram had of late spent so little of his time at home that he could be only nominally missed ; and Lady Bertram was soon astonished to find how very well they did even without his father , how well Edmund could supply his place in carving , talking to the steward , writing to the attorney , settling with the servants , and equally saving her from all possible fatigue or exertion in every particular but that of directing her letters . 
Sir Thomas Bertram	agent	intended	was sure Sir Thomas had never intended it : and she must say that , to be making such a purchase in his absence , and adding to the great expenses of his stable , at a time when a large part of his income was unsettled , seemed to her very unjustifiable . 
Sir Thomas Bertram	agent	settle	Lady Bertram did : she entirely agreed with her son as to the necessity of it , and as to its being considered necessary by his father ; she only pleaded against there being any hurry ; she only wanted him to wait till Sir Thomas ’s return , and then Sir Thomas might settle it all himself . 
Sir Thomas Bertram	agent	beginning	Unfavourable circumstances had suddenly arisen at a moment when he was beginning to turn all his thoughts towards England ; and the very great uncertainty in which everything was then involved determined him on sending home his son , and waiting the final arrangement by himself . 
Sir Thomas Bertram	agent	arrived	Tom arrived safely , bringing an excellent account of his father ’s health ; but to very little purpose , as far as Mrs. Norris was concerned . 
Sir Thomas Bertram	agent	heard	Sir Thomas , however , was truly happy in the prospect of an alliance so unquestionably advantageous , and of which he heard nothing but the perfectly good and agreeable . 
Sir Thomas Bertram	agent	conditioned	He only conditioned that the marriage should not take place before his return , which he was again looking eagerly forward to . 
Sir Thomas Bertram	agent	wrote	He wrote in April , and had strong hopes of settling everything to his entire satisfaction , and leaving Antigua before the end of the summer . 
Sir Thomas Bertram	agent	had	He wrote in April , and had strong hopes of settling everything to his entire satisfaction , and leaving Antigua before the end of the summer . 
Sir Thomas Bertram	agent	had	Tom Bertram must have been thought pleasant , indeed , at any rate ; he was the sort of young man to be generally liked , his agreeableness was of the kind to be oftener found agreeable than some endowments of a higher stamp , for he had easy manners , excellent spirits , a large acquaintance , and a great deal to say ; and the reversion of Mansfield Park , and a baronetcy , did no harm to all this . 
Sir Thomas Bertram	agent	do	Miss Crawford soon felt that he and his situation might do . 
Sir Thomas Bertram	agent	had	It might do very well ; she believed she should accept him ; and she began accordingly to interest herself a little about the horse which he had to run at the B — — races . 
Sir Thomas Bertram	agent	tell	You young ones do not remember much about it , perhaps ; but if dear Sir Thomas were here , he could tell you what improvements we made : and a great deal more would have been done , but for poor Mr. Norris ’s sad state of health . 
Sir Thomas Bertram	agent	done	You young ones do not remember much about it , perhaps ; but if dear Sir Thomas were here , he could tell you what improvements we made : and a great deal more would have been done , but for poor Mr. Norris ’s sad state of health . 
Sir Thomas Bertram	agent	used	He could hardly ever get out , poor man , to enjoy anything , and _ that _ disheartened me from doing several things that Sir Thomas and I used to talk of . 
Sir Thomas Bertram	agent	had	how you did tremble when Sir Thomas first had you put on ! ” 
Sir Thomas Bertram	agent	wrote	Sir Thomas wrote of it with as much decision as experience and anxiety could authorise . 
Sir Thomas Bertram	agent	looked	His business was so nearly concluded as to justify him in proposing to take his passage in the September packet , and he consequently looked forward with the hope of being with his beloved family again early in November . 
Sir Thomas Bertram	agent	dancing	“ My dear Tom , ” cried his aunt soon afterwards , “ as you are not dancing , I dare say you will have no objection to join us in a rubber ; shall you ? ” 
Sir Thomas Bertram	agent	have	“ My dear Tom , ” cried his aunt soon afterwards , “ as you are not dancing , I dare say you will have no objection to join us in a rubber ; shall you ? ” 
Sir Thomas Bertram	agent	know	will just do ; and though _ we _ play but half - crowns , you know , you may bet half - guineas with _ him _ . 
Sir Thomas Bertram	agent	said	“ We must have a curtain , ” said Tom Bertram ; “ a few yards of green baize for a curtain , and perhaps that may be enough . ” “ Oh , quite enough , ” cried Mr. Yates , “ with only just a side wing or two run up , doors in flat , and three or four scenes to be let down ; nothing 
Sir Thomas Bertram	agent	prefer	“ True , to see real acting , good hardened real acting ; but I would hardly walk from this room to the next to look at the raw efforts of those who have not been bred to the trade : a set of gentlemen and ladies , who have all the disadvantages of education and decorum to struggle through . ” After a short pause , however , the subject still continued , and was discussed with unabated eagerness , every one ’s inclination increasing by the discussion , and a knowledge of the inclination of the rest ; and though nothing was settled but that Tom Bertram would prefer a comedy , and his sisters and Henry Crawford a tragedy , and that nothing in the world could be easier than to find a piece which would please them all , the resolution to act something or other seemed so decided as to make Edmund quite uncomfortable . 
Sir Thomas Bertram	agent	began	Tom , returning from them into the drawing - room , where Edmund was standing thoughtfully by the fire , while Lady Bertram was on the sofa at a little distance , and Fanny close beside her arranging her work , thus began as he entered—“Such a horribly vile billiard - table as ours is not to be met with , I believe , above ground . 
Sir Thomas Bertram	agent	cried	this wo n’t do , ” cried Tom , throwing himself into a chair with a hearty laugh . 
Sir Thomas Bertram	agent	know	“ I know all that , ” said Tom , displeased . 
Sir Thomas Bertram	agent	said	“ I know all that , ” said Tom , displeased . 
Sir Thomas Bertram	agent	know	“ I know my father as well as you do ; and I ’ll take care that his daughters do nothing to distress him . 
Sir Thomas Bertram	agent	take	“ I know my father as well as you do ; and I ’ll take care that his daughters do nothing to distress him . 
Sir Thomas Bertram	agent	take	“ I know my father as well as you do ; and I ’ll take care that his daughters do nothing to distress him . 
Sir Thomas Bertram	agent	take	Manage your own concerns , Edmund , and I ’ll take care of the rest of the family . 
Sir Thomas Bertram	agent	said	” “ For everything of that nature I will be answerable , ” said Tom , in a decided tone . 
Sir Thomas Bertram	agent	have	I have quite as great an interest in being careful of his house as you can have ; and as to such alterations as I was suggesting just now , such as moving a bookcase , or unlocking a door , or even as using the billiard - room for the space of a week without playing at billiards in it , you might just as well suppose he would object to our sitting more in this room , and less in the breakfast - room , than we did before he went away , or to my sister ’s pianoforte being moved from one side of the room to the other . 
Sir Thomas Bertram	agent	unlocking	I have quite as great an interest in being careful of his house as you can have ; and as to such alterations as I was suggesting just now , such as moving a bookcase , or unlocking a door , or even as using the billiard - room for the space of a week without playing at billiards in it , you might just as well suppose he would object to our sitting more in this room , and less in the breakfast - room , than we did before he went away , or to my sister ’s pianoforte being moved from one side of the room to the other . 
Sir Thomas Bertram	agent	suggesting	I have quite as great an interest in being careful of his house as you can have ; and as to such alterations as I was suggesting just now , such as moving a bookcase , or unlocking a door , or even as using the billiard - room for the space of a week without playing at billiards in it , you might just as well suppose he would object to our sitting more in this room , and less in the breakfast - room , than we did before he went away , or to my sister ’s pianoforte being moved from one side of the room to the other . 
Sir Thomas Bertram	agent	walked	Tom walked out of the room as he said it , and Edmund was left to sit down and stir the fire in thoughtful vexation . 
Sir Thomas Bertram	agent	left	Tom walked out of the room as he said it , and Edmund was left to sit down and stir the fire in thoughtful vexation . 
Sir Thomas Bertram	agent	said	Tom walked out of the room as he said it , and Edmund was left to sit down and stir the fire in thoughtful vexation . 
Sir Thomas Bertram	agent	said	“ This will never do , ” said Tom Bertram at last . 
Sir Thomas Bertram	agent	make	From this moment I make no difficulties . 
Sir Thomas Bertram	agent	take	I take any part you chuse to give me , so as it be comic . 
Sir Thomas Bertram	agent	condition	Let it but be comic , I condition for nothing more . ” For about the fifth time he then proposed the Heir at Law , doubting only whether to prefer Lord Duberley or Dr. Pangloss for himself ; and very earnestly , but very unsuccessfully , trying to persuade the others that there were some fine tragic parts in the rest of the Dramatis Personæ . The pause which followed this fruitless effort was ended by the same speaker , who , taking up one of the many volumes of plays that lay on the table , and turning it over , suddenly exclaimed—“Lovers ’ Vows ! 
Sir Thomas Bertram	agent	proposed	Let it but be comic , I condition for nothing more . ” For about the fifth time he then proposed the Heir at Law , doubting only whether to prefer Lord Duberley or Dr. Pangloss for himself ; and very earnestly , but very unsuccessfully , trying to persuade the others that there were some fine tragic parts in the rest of the Dramatis Personæ . The pause which followed this fruitless effort was ended by the same speaker , who , taking up one of the many volumes of plays that lay on the table , and turning it over , suddenly exclaimed—“Lovers ’ Vows ! 
Sir Thomas Bertram	agent	opposed	But this was immediately opposed by Tom Bertram , who asserted the part of Amelia to be in every respect the property of Miss Crawford , if she would accept it . 
Sir Thomas Bertram	agent	entreat	“ I must entreat Miss _ Julia _ Bertram , ” said he , “ not to engage in the part of Agatha , or it will be the ruin of all my solemnity . 
Sir Thomas Bertram	agent	said	“ I must entreat Miss _ Julia _ Bertram , ” said he , “ not to engage in the part of Agatha , or it will be the ruin of all my solemnity . 
Sir Thomas Bertram	agent	stand	“ I could not stand your countenance dressed up in woe and paleness . 
Sir Thomas Bertram	agent	began	Tom Bertram began again — “ Miss Crawford must be Amelia . 
Sir Thomas Bertram	agent	walking	When this had lasted some time , the division of the party was completed by Tom Bertram and Mr. Yates walking off together to consult farther in the room now beginning to be called _ the _ _ Theatre _ , and Miss Bertram ’s resolving to go down to the Parsonage herself with the offer of Amelia to Miss Crawford ; and Fanny remained alone . 
Sir Thomas Bertram	agent	known	I only wish Tom had known his own mind when the carpenters began , for there was the loss of half a day ’s work about those side - doors . 
Sir Thomas Bertram	agent	cried	Such a forward young lady may well frighten the men . ” “ I should be but too happy in taking the part , if it were possible , ” cried Tom ; “ but , unluckily , the Butler and Anhalt are in together . 
Sir Thomas Bertram	agent	try	I will not entirely give it up , however ; I will try what can be done — I will look it over again . ” 
Sir Thomas Bertram	agent	ask	“ Do not you think he would ? ” “ _ I _ shall not ask him , ” replied Tom , in a cold , determined manner . 
Sir Thomas Bertram	agent	replied	“ Do not you think he would ? ” “ _ I _ shall not ask him , ” replied Tom , in a cold , determined manner . 
Sir Thomas Bertram	agent	cried	“ Fanny , ” cried Tom Bertram , from the other table , where the conference was eagerly carrying on , and the conversation incessant , “ we want your services . ” 
Sir Thomas Bertram	agent	put	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Sir Thomas Bertram	agent	push	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Sir Thomas Bertram	agent	do	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Sir Thomas Bertram	agent	answer	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Sir Thomas Bertram	agent	said	Her entreaty had no effect on Tom : he only said again what he had said before ; and it was not merely Tom , for the requisition was now backed by Maria , and Mr. Crawford , and Mr. Yates , with an urgency which differed from his but in being more gentle or more ceremonious , and which altogether was quite overpowering to Fanny ; and before she could breathe after it , Mrs. Norris completed the whole by thus addressing her in a whisper at once angry and audible—“What a piece of work here is about nothing : I am quite ashamed of you , Fanny , to make such a difficulty of obliging your cousins in a trifle of this sort — so kind as they are to you ! 
Sir Thomas Bertram	agent	said	Her entreaty had no effect on Tom : he only said again what he had said before ; and it was not merely Tom , for the requisition was now backed by Maria , and Mr. Crawford , and Mr. Yates , with an urgency which differed from his but in being more gentle or more ceremonious , and which altogether was quite overpowering to Fanny ; and before she could breathe after it , Mrs. Norris completed the whole by thus addressing her in a whisper at once angry and audible—“What a piece of work here is about nothing : I am quite ashamed of you , Fanny , to make such a difficulty of obliging your cousins in a trifle of this sort — so kind as they are to you ! 
Sir Thomas Bertram	agent	telling	The consultation upon the play still went on , and Miss Crawford ’s attention was first called from Fanny by Tom Bertram ’s telling her , with infinite regret , that he found it absolutely impossible for him to undertake the part of Anhalt in addition to the Butler : he had been most anxiously trying to make it out to be feasible , but it would not do ; he must give it up . 
Sir Thomas Bertram	agent	found	The consultation upon the play still went on , and Miss Crawford ’s attention was first called from Fanny by Tom Bertram ’s telling her , with infinite regret , that he found it absolutely impossible for him to undertake the part of Anhalt in addition to the Butler : he had been most anxiously trying to make it out to be feasible , but it would not do ; he must give it up . 
Sir Thomas Bertram	agent	give	The consultation upon the play still went on , and Miss Crawford ’s attention was first called from Fanny by Tom Bertram ’s telling her , with infinite regret , that he found it absolutely impossible for him to undertake the part of Anhalt in addition to the Butler : he had been most anxiously trying to make it out to be feasible , but it would not do ; he must give it up . 
Sir Thomas Bertram	agent	added	“ But there will not be the smallest difficulty in filling it , ” he added . 
Sir Thomas Bertram	agent	name	I could name , at this moment , at least six young men within six miles of us , who are wild to be admitted into our company , and there are one or two that would not disgrace us : I should not be afraid to trust either of the Olivers or Charles Maddox . 
Sir Thomas Bertram	agent	take	Tom Oliver is a very clever fellow , and Charles Maddox is as gentlemanlike a man as you will see anywhere , so I will take my horse early to - morrow morning and ride over to Stoke , and settle with one of them . 
Sir Thomas Bertram	agent	ride	Tom Oliver is a very clever fellow , and Charles Maddox is as gentlemanlike a man as you will see anywhere , so I will take my horse early to - morrow morning and ride over to Stoke , and settle with one of them . 
Sir Thomas Bertram	agent	given	The table between the windows was covered with work - boxes and netting - boxes which had been given her at different times , principally by Tom ; and she grew bewildered as to the amount of the debt which all these kind remembrances produced . 
Sir Thomas Bertram	agent	go	“ Oh , cousin ! ” “ If you are against me , I ought to distrust myself , and yet — But it is absolutely impossible to let Tom go on in this way , riding about the country in quest of anybody who can be persuaded to act — no matter whom : the look of a gentleman is to be enough . 
Sir Thomas Bertram	agent	said	“ Perhaps , ” said Tom , “ Fanny may be more disposed to oblige us now . 
Sir Thomas Bertram	agent	comes	When Sir Thomas comes , I dare say he will be in for some borough , but there has been nobody to put him in the way of doing anything yet . 
Sir Thomas Bertram	agent	has	He has a fine dignified manner , which suits the head of such a house , and keeps everybody in their place . 
Sir Thomas Bertram	agent	keeps	He has a fine dignified manner , which suits the head of such a house , and keeps everybody in their place . 
Sir Thomas Bertram	agent	give	, I think she likes Sotherton too well to be inconstant . ” “ I would not give much for Mr. Rushworth ’s chance if Henry stept in before the articles were signed . ” “ If you have such a suspicion , something must be done ; and as soon as the play is all over , we will talk to him seriously and make him know his own mind ; and if he means nothing , we will send him off , though he is Henry , for a time . ” 
Sir Thomas Bertram	agent	began	Entirely against _ his _ judgment , a scene - painter arrived from town , and was at work , much to the increase of the expenses , and , what was worse , of the eclat of their proceedings ; and his brother , instead of being really guided by him as to the privacy of the representation , was giving an invitation to every family who came in his way . Tom himself began to fret over the scene - painter ’s slow progress , and to feel the miseries of waiting . 
Sir Thomas Bertram	agent	spoke	_ She _ knew that Mr. Yates was in general thought to rant dreadfully ; that Mr. Yates was disappointed in Henry Crawford ; that Tom Bertram spoke so quick he would be unintelligible ; that Mrs. Grant spoiled everything by laughing ; that Edmund was behindhand with his part , and that it was misery to have anything to do with Mr. Rushworth , who was wanting a prompter through every speech . 
Sir Thomas Bertram	agent	spoiled	_ She _ knew that Mr. Yates was in general thought to rant dreadfully ; that Mr. Yates was disappointed in Henry Crawford ; that Tom Bertram spoke so quick he would be unintelligible ; that Mrs. Grant spoiled everything by laughing ; that Edmund was behindhand with his part , and that it was misery to have anything to do with Mr. Rushworth , who was wanting a prompter through every speech . 
Sir Thomas Bertram	agent	look	Could Sir Thomas look in upon us just now , he would bless himself , for we are rehearsing all over the house . 
Sir Thomas Bertram	agent	bless	Could Sir Thomas look in upon us just now , he would bless himself , for we are rehearsing all over the house . 
Sir Thomas Bertram	agent	enjoying	Tom was enjoying such an advance towards the end ; Edmund was in spirits from the morning ’s rehearsal , and little vexations seemed everywhere smoothed away . 
Sir Thomas Bertram	agent	looking	Sir Thomas was at that moment looking round him , and saying , “ But where is Fanny ? 
Sir Thomas Bertram	agent	saying	Sir Thomas was at that moment looking round him , and saying , “ But where is Fanny ? 
Sir Thomas Bertram	agent	see	Why do not I see my little Fanny?”—and on perceiving her , came forward with a kindness which astonished and penetrated her , calling her his dear Fanny , kissing her affectionately , and observing with decided pleasure how much she was grown ! 
Sir Thomas Bertram	agent	came	Why do not I see my little Fanny?”—and on perceiving her , came forward with a kindness which astonished and penetrated her , calling her his dear Fanny , kissing her affectionately , and observing with decided pleasure how much she was grown ! 
Sir Thomas Bertram	agent	led	He led her nearer the light and looked at her again — inquired particularly after her health , and then , correcting himself , observed that he need not inquire , 
Sir Thomas Bertram	agent	looked	He led her nearer the light and looked at her again — inquired particularly after her health , and then , correcting himself , observed that he need not inquire , 
Sir Thomas Bertram	agent	inquired	He led her nearer the light and looked at her again — inquired particularly after her health , and then , correcting himself , observed that he need not inquire , 
Sir Thomas Bertram	agent	observed	He led her nearer the light and looked at her again — inquired particularly after her health , and then , correcting himself , observed that he need not inquire , 
Sir Thomas Bertram	agent	inquire	He led her nearer the light and looked at her again — inquired particularly after her health , and then , correcting himself , observed that he need not inquire , 
Sir Thomas Bertram	agent	inquired	He inquired next after her family , especially William : and his kindness altogether was such as made her reproach herself for loving him so little , and thinking his return a misfortune ; and when , on having courage to lift her eyes to his face , she saw that he was grown thinner , and had the burnt , fagged , worn look of fatigue and a hot climate , every tender feeling was increased , and she was miserable in considering how much unsuspected vexation was probably ready to burst on him . 
Sir Thomas Bertram	agent	had	He had the best right to be the talker ; and the delight of his sensations in being again in his own house , in the centre of his family , after such a separation , made him communicative and chatty in a very unusual degree ; and he was ready to give every information as to his voyage , and answer every question of his two sons almost before it was put . 
Sir Thomas Bertram	agent	came	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	delivered	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	sat	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	looked	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	did	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	wished	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	depend	His business in Antigua had latterly been prosperously rapid , and he came directly from Liverpool , having had an opportunity of making his passage thither in a private vessel , instead of waiting for the packet ; and all the little particulars of his proceedings and events , his arrivals and departures , were most promptly delivered , as he sat by Lady Bertram and looked with heartfelt satisfaction on the faces around him — interrupting himself more than once , however , to remark on his good fortune in finding them all at home — coming unexpectedly as he did — all collected together exactly as he could have wished , but dared not depend on . 
Sir Thomas Bertram	agent	liking	There was nothing disagreeable in Mr. Rushworth ’s appearance , and Sir Thomas was liking him already . 
Sir Thomas Bertram	agent	talk	It was so agreeable to her to see him again , and hear him talk , to have her ear amused and her whole comprehension filled by his narratives , that she began particularly to feel how dreadfully she must have missed him , and how impossible it would have been for her to bear a lengthened absence . 
Sir Thomas Bertram	agent	declined	Would Sir Thomas have consented to eat , she might have gone to the housekeeper with troublesome directions , and insulted the footmen with injunctions of despatch ; but Sir Thomas resolutely declined all dinner : he would take nothing , nothing till tea came — he would rather wait for tea . 
Sir Thomas Bertram	agent	take	Would Sir Thomas have consented to eat , she might have gone to the housekeeper with troublesome directions , and insulted the footmen with injunctions of despatch ; but Sir Thomas resolutely declined all dinner : he would take nothing , nothing till tea came — he would rather wait for tea . 
Sir Thomas Bertram	agent	wait	Would Sir Thomas have consented to eat , she might have gone to the housekeeper with troublesome directions , and insulted the footmen with injunctions of despatch ; but Sir Thomas resolutely declined all dinner : he would take nothing , nothing till tea came — he would rather wait for tea . 
Sir Thomas Bertram	agent	have	“ But indeed I would rather have nothing but tea . ” 
Sir Thomas Bertram	agent	seems	“ Well , then , Lady Bertram , suppose you speak for tea directly ; suppose you hurry Baddeley a little ; he seems behindhand to - night . ” 
Sir Thomas Bertram	agent	think	His immediate communications were exhausted , and it seemed enough to be looking joyfully around him , now at one , now at another of the beloved circle ; but the pause was not long : in the elation of her spirits Lady Bertram became talkative , and what were the sensations of her children upon hearing her say , “ How do you think the young people have been amusing themselves lately , Sir 
Sir Thomas Bertram	agent	acting	“ Indeed ! and what have you been acting ? ” 
Sir Thomas Bertram	agent	cried	“ The _ all _ will soon be told , ” cried Tom hastily , and with affected unconcern ; “ but it is not worth while to bore my father with it now . 
Sir Thomas Bertram	agent	hear	You will hear enough of it to - morrow , sir . 
Sir Thomas Bertram	agent	taken	I have hardly taken out a gun since the 3rd . 
Sir Thomas Bertram	agent	went	The first day I went over Mansfield Wood , and Edmund took the copses beyond Easton , and we brought home six brace between us , and might each have killed six times as many , but 
Sir Thomas Bertram	agent	took	The first day I went over Mansfield Wood , and Edmund took the copses beyond Easton , and we brought home six brace between us , and might each have killed six times as many , but 
Sir Thomas Bertram	agent	assure	we respect your pheasants , sir , I assure you , as much as you could desire . 
Sir Thomas Bertram	agent	think	I do not think you will find your woods by any means worse stocked than they were . 
Sir Thomas Bertram	agent	saw	_ I _ never saw Mansfield Wood so full of pheasants in my life as this year . 
Sir Thomas Bertram	agent	hope	I hope you will take a day ’s sport there yourself , sir , soon . 
Sir Thomas Bertram	agent	found	For the present the danger was over , and Fanny ’s sick feelings subsided ; but when tea was soon afterwards brought in , and Sir Thomas , getting up , said that he found that he could not be any longer in the house without just looking into his own dear room 
