Character	Role	Event	Context
Marianne Dashwood	patient	astonished	""" Marianne was astonished to find how much the imagination of her mother and herself had outstripped the truth . "
Marianne Dashwood	patient	discovered	In the evening , as Marianne was discovered to be musical , she was invited to play . The instrument was unlocked , every body prepared to be charmed , and Marianne , who sang very well , at their request went through the chief of the songs which Lady Middleton had brought into the family on her marriage , and which perhaps had lain ever since in the same position on the pianoforte , for her ladyship had celebrated that event by giving up music , although by her mother 's account , she had played extremely well , and by her own was very fond of it . 
Marianne Dashwood	patient	invited	In the evening , as Marianne was discovered to be musical , she was invited to play . The instrument was unlocked , every body prepared to be charmed , and Marianne , who sang very well , at their request went through the chief of the songs which Lady Middleton had brought into the family on her marriage , and which perhaps had lain ever since in the same position on the pianoforte , for her ladyship had celebrated that event by giving up music , although by her mother 's account , she had played extremely well , and by her own was very fond of it . 
Marianne Dashwood	patient	asked	Lady Middleton frequently called him to order , wondered how any one 's attention could be diverted from music for a moment , and asked Marianne to sing a particular song which Marianne had just finished . 
Marianne Dashwood	patient	heard	Colonel Brandon alone , of all the party , heard her without being in raptures . 
Marianne Dashwood	patient	convince	""" "" It would be impossible , I know , "" replied Elinor , "" to convince you that a woman of seven and twenty could feel for a man of thirty - five anything near enough to love , to make him a desirable companion to her . "
Marianne Dashwood	patient	follow	and each time did he most unaccountably follow me out of the room . And Elinor , in quitting Norland and Edward , cried not as I did . Even now her self - command is invariable . 
Marianne Dashwood	patient	brought	Marianne had at first the advantage , but a false step brought her suddenly to the ground ; and Margaret , unable to stop herself to assist her , was involuntarily hurried along , and reached the bottom in safety . A gentleman carrying a gun , with two pointers playing round him , was passing up the hill and within a few yards of Marianne , when her accident happened . 
Marianne Dashwood	patient	assist	Marianne had at first the advantage , but a false step brought her suddenly to the ground ; and Margaret , unable to stop herself to assist her , was involuntarily hurried along , and reached the bottom in safety . A gentleman carrying a gun , with two pointers playing round him , was passing up the hill and within a few yards of Marianne , when her accident happened . 
Marianne Dashwood	patient	raised	He put down his gun and ran to her assistance . She had raised herself from the ground , but her foot had been twisted in her fall , and she was scarcely able to stand . 
Marianne Dashwood	patient	took	The gentleman offered his services ; and perceiving that her modesty declined what her situation rendered necessary , took her up in his arms without farther delay , and carried her down the hill . Then passing through the garden , the gate of which had been left open by Margaret , he bore her directly into the house , whither Margaret was just arrived , and quitted not his hold till he had seated her in a chair in the parlour . Elinor and her mother rose up in amazement at their entrance , and while the eyes of both were fixed on him with an evident wonder and a secret admiration which equally sprung from his appearance , he apologized for his intrusion by relating its cause , in a manner so frank and so graceful that his person , which was uncommonly handsome , received additional charms from his voice and expression . 
Marianne Dashwood	patient	carried	The gentleman offered his services ; and perceiving that her modesty declined what her situation rendered necessary , took her up in his arms without farther delay , and carried her down the hill . Then passing through the garden , the gate of which had been left open by Margaret , he bore her directly into the house , whither Margaret was just arrived , and quitted not his hold till he had seated her in a chair in the parlour . Elinor and her mother rose up in amazement at their entrance , and while the eyes of both were fixed on him with an evident wonder and a secret admiration which equally sprung from his appearance , he apologized for his intrusion by relating its cause , in a manner so frank and so graceful that his person , which was uncommonly handsome , received additional charms from his voice and expression . 
Marianne Dashwood	patient	bore	The gentleman offered his services ; and perceiving that her modesty declined what her situation rendered necessary , took her up in his arms without farther delay , and carried her down the hill . Then passing through the garden , the gate of which had been left open by Margaret , he bore her directly into the house , whither Margaret was just arrived , and quitted not his hold till he had seated her in a chair in the parlour . Elinor and her mother rose up in amazement at their entrance , and while the eyes of both were fixed on him with an evident wonder and a secret admiration which equally sprung from his appearance , he apologized for his intrusion by relating its cause , in a manner so frank and so graceful that his person , which was uncommonly handsome , received additional charms from his voice and expression . 
Marianne Dashwood	patient	seated	The gentleman offered his services ; and perceiving that her modesty declined what her situation rendered necessary , took her up in his arms without farther delay , and carried her down the hill . Then passing through the garden , the gate of which had been left open by Margaret , he bore her directly into the house , whither Margaret was just arrived , and quitted not his hold till he had seated her in a chair in the parlour . Elinor and her mother rose up in amazement at their entrance , and while the eyes of both were fixed on him with an evident wonder and a secret admiration which equally sprung from his appearance , he apologized for his intrusion by relating its cause , in a manner so frank and so graceful that his person , which was uncommonly handsome , received additional charms from his voice and expression . 
Marianne Dashwood	patient	lifting	The honour was readily granted , and he then departed , to make himself still more interesting , in the midst of a heavy rain . His manly beauty and more than common gracefulness were instantly the theme of general admiration , and the laugh which his gallantry raised against Marianne received particular spirit from his exterior attractions.-- Marianne herself had seen less of his person that the rest , for the confusion which crimsoned over her face , on his lifting her up , had robbed her of the power of regarding him after their entering the house . But she had seen enough of him to join in all the admiration of the others , and with an energy which always adorned her praise . His person and air were equal to what her fancy had ever drawn for the hero of a favourite story ; and in his carrying her into the house with so little previous formality , there was a rapidity of thought which particularly recommended the action to her . 
Marianne Dashwood	patient	robbed	The honour was readily granted , and he then departed , to make himself still more interesting , in the midst of a heavy rain . His manly beauty and more than common gracefulness were instantly the theme of general admiration , and the laugh which his gallantry raised against Marianne received particular spirit from his exterior attractions.-- Marianne herself had seen less of his person that the rest , for the confusion which crimsoned over her face , on his lifting her up , had robbed her of the power of regarding him after their entering the house . But she had seen enough of him to join in all the admiration of the others , and with an energy which always adorned her praise . His person and air were equal to what her fancy had ever drawn for the hero of a favourite story ; and in his carrying her into the house with so little previous formality , there was a rapidity of thought which particularly recommended the action to her . 
Marianne Dashwood	patient	carrying	The honour was readily granted , and he then departed , to make himself still more interesting , in the midst of a heavy rain . His manly beauty and more than common gracefulness were instantly the theme of general admiration , and the laugh which his gallantry raised against Marianne received particular spirit from his exterior attractions.-- Marianne herself had seen less of his person that the rest , for the confusion which crimsoned over her face , on his lifting her up , had robbed her of the power of regarding him after their entering the house . But she had seen enough of him to join in all the admiration of the others , and with an energy which always adorned her praise . His person and air were equal to what her fancy had ever drawn for the hero of a favourite story ; and in his carrying her into the house with so little previous formality , there was a rapidity of thought which particularly recommended the action to her . 
Marianne Dashwood	patient	tell	he is quite smitten already , and he is very well worth setting your cap at , I can tell you , in spite of all this tumbling about and spraining of ankles . 
Marianne Dashwood	patient	called	Her form , though not so correct as her sister 's , in having the advantage of height , was more striking ; and her face was so lovely , that when in the common ca nt of praise , she was called a beautiful girl , truth was less violently outraged than usually happens . 
Marianne Dashwood	patient	engage	It was only necessary to mention any favourite amusement to engage her to talk . 
Marianne Dashwood	patient	softened	"""-- Marianne was softened in a moment . "
Marianne Dashwood	patient	confined	To enquire after Marianne was at first his excuse ; but the encouragement of his reception , to which every day gave greater kindness , made such an excuse unnecessary before it had ceased to be possible , by Marianne 's perfect recovery . She was confined for some days to the house ; but never had any confinement been less irksome . 
Marianne Dashwood	patient	seized	Marianne began now to perceive that the desperation which had seized her at sixteen and a half , of ever seeing a man who could satisfy her ideas of perfection , had been rash and unjustifiable . 
Marianne Dashwood	patient	attaching	Willoughby was all that her fancy had delineated in that unhappy hour and in every brighter period , as capable of attaching her ; and his behaviour declared his wishes to be in that respect as earnest , as his abilities were strong . 
Marianne Dashwood	patient	recovered	When Marianne was recovered , the schemes of amusement at home and abroad , which Sir John had been previously forming , were put into execution . 
Marianne Dashwood	patient	heard	""" "" Upon my word , I am not acquainted with the minutiae of her principles . I only know that I never yet heard her admit any instance of a second attachment 's being pardonable . "
Marianne Dashwood	patient	subdued	Marianne was shortly subdued ; and she promised not to tempt her mother to such imprudent kindness by mentioning the offer , and to tell Willoughby when she saw him next , that it must be declined . 
Marianne Dashwood	patient	receive	"When you leave Barton to form your own establishment in a more lasting home , Queen Mab shall receive you . "" "
Marianne Dashwood	patient	married	I am sure she will be married to Mr. Willoughby very soon . 
Marianne Dashwood	patient	asked	Willoughby opened the piano - forte , and asked Marianne to sit down to it ; and thus amidst the various endeavours of different people to quit the topic , it fell to the ground . But not so easily did Elinor recover from the alarm into which it had thrown her . A party was formed this evening for going on the following day to see a very fine place about twelve miles from Barton , belonging to a brother - in - law of Colonel Brandon , without whose interest it could not be seen , as the proprietor , who was then abroad , had left strict orders on that head . 
Marianne Dashwood	patient	found	"Mrs. Jennings sat on Elinor 's right hand ; and they had not been long seated , before she leant behind her and Willoughby , and said to Marianne , loud enough for them both to hear , "" I have found you out in spite of all your tricks . "
Marianne Dashwood	patient	see	"I know where you spent the morning . "" Marianne coloured , and replied very hastily , "" Where , pray?""-- "" Did not you know , "" said Willoughby , "" that we had been out in my curricle ? "" "" Yes , yes , Mr. Impudence , I know that very well , and I was determined to find out WHERE you had been to.-- I hope you like your house , Miss Marianne . It is a very large one , I know ; and when I come to see you , I hope you will have new - furnished it , for it wanted it very much when I was there six years ago . "" Marianne turned away in great confusion . "
Marianne Dashwood	patient	exposed	""" But , my dear Marianne , as it has already exposed you to some very impertinent remarks , do you not now begin to doubt the discretion of your own conduct ? "
Marianne Dashwood	patient	excused	CHAPTER 15 Mrs. Dashwood 's visit to Lady Middleton took place the next day , and two of her daughters went with her ; but Marianne excused herself from being of the party , under some trifling pretext of employment ; and her mother , who concluded that a promise had been made by Willoughby the night before of calling on her while they were absent , was perfectly satisfied with her remaining at home . On their return from the park they found Willoughby 's curricle and servant in waiting at the cottage , and Mrs. Dashwood was convinced that her conjecture had been just . 
Marianne Dashwood	patient	powered	"Surprised and alarmed they proceeded directly into the room she had just quitted , where they found only Willoughby , who was leaning against the mantel - piece with his back towards them . He turned round on their coming in , and his countenance shewed that he strongly partook of the emotion which over - powered Marianne . "" Is anything the matter with her ? "" cried Mrs. Dashwood as she entered--""is she ill ? "" "" I hope not , "" he replied , trying to look cheerful ; and with a forced smile presently added , "" It is I who may rather expect to be ill -- for I am now suffering under a very heavy disappointment ! "" "" Disappointment ? "" "" Yes , for I am unable to keep my engagement with you . Mrs. Smith has this morning exercised the privilege of riches upon a poor dependent cousin , by sending me on business to London . I have just received my dispatches , and taken my farewell of Allenham ; and by way of exhilaration I am now come to take my farewell of you . "" "" To London!--and are you going this morning ? "" "" Almost this moment . "" "" This is very unfortunate . "
Marianne Dashwood	patient	accuse	my dear child , do you accuse Willoughby and Marianne of concealment ? 
Marianne Dashwood	patient	considered	Has not his behaviour to Marianne and to all of us , for at least the last fortnight , declared that he loved and considered her as his future wife , and that he felt for us the attachment of the nearest relation ? Have we not perfectly understood each other ? 
Marianne Dashwood	patient	overpowered	The slightest mention of anything relative to Willoughby overpowered her in an instant ; and though her family were most anxiously attentive to her comfort , it was impossible for them , if they spoke at all , to keep clear of every subject which her feelings connected with him . 
Marianne Dashwood	patient	left	But the feelings which made such composure a disgrace , left her in no danger of incurring it . 
Marianne Dashwood	patient	used	She played over every favourite song that she had been used to play to Willoughby , every air in which their voices had been oftenest joined , and sat at the instrument gazing on every line of music that he had written out for her , till her heart was so heavy that no farther sadness could be gained ; and this nourishment of grief was every day applied . 
Marianne Dashwood	patient	ask	""" Why do you not ask Marianne at once , "" said she , "" whether she is or she is not engaged to Willoughby ? "
Marianne Dashwood	patient	engaged	""" Why do you not ask Marianne at once , "" said she , "" whether she is or she is not engaged to Willoughby ? "
Marianne Dashwood	patient	prevailed	One morning , about a week after his leaving the country , Marianne was prevailed on to join her sisters in their usual walk , instead of wandering away by herself . 
Marianne Dashwood	patient	secured	But at length she was secured by the exertions of Elinor , who greatly disapproved such continual seclusion . They walked along the road through the valley , and chiefly in silence , for Marianne 's MIND could not be controlled , and Elinor , satisfied with gaining one point , would not then attempt more . 
Marianne Dashwood	patient	screen	"I knew how soon he would come . "" She walked eagerly on as she spoke ; and Elinor , to screen Marianne from particularity , as she felt almost certain of its not being Willoughby , quickened her pace and kept up with her . "
Marianne Dashwood	patient	detain	Marianne looked again ; her heart sunk within her ; and abruptly turning round , she was hurrying back , when the voices of both her sisters were raised to detain her ; a third , almost as well known as Willoughby 's , joined them in begging her to stop , and she turned round with surprise to see and welcome Edward Ferrars . 
Marianne Dashwood	patient	begging	Marianne looked again ; her heart sunk within her ; and abruptly turning round , she was hurrying back , when the voices of both her sisters were raised to detain her ; a third , almost as well known as Willoughby 's , joined them in begging her to stop , and she turned round with surprise to see and welcome Edward Ferrars . 
Marianne Dashwood	patient	carrying	She began almost to feel a dislike of Edward ; and it ended , as every feeling must end with her , by carrying back her thoughts to Willoughby , whose manners formed a contrast sufficiently striking to those of his brother elect . 
Marianne Dashwood	patient	seeing	""" A fortnight ! "" she repeated , surprised at his being so long in the same county with Elinor without seeing her before . "
Marianne Dashwood	patient	forced	I can not be forced into genius and eloquence . 
Marianne Dashwood	patient	content	You , Miss Dashwood , would give a general commission for every new print of merit to be sent you -- and as for Marianne , I know her greatness of soul , there would not be music enough in London to content her . 
Marianne Dashwood	patient	tells	And books!--Thomson , Cowper , Scott -- she would buy them all over and over again : she would buy up every copy , I believe , to prevent their falling into unworthy hands ; and she would have every book that tells her how to admire an old twisted tree . 
Marianne Dashwood	patient	altered	"It is not likely that I should now see or hear any thing to change them . "" "" Marianne is as steadfast as ever , you see , "" said Elinor , "" she is not at all altered . "
Marianne Dashwood	patient	grown	""" She is only grown a little more grave than she was . "" "" Nay , Edward , "" said Marianne , "" you need not reproach me . "
Marianne Dashwood	patient	reproach	""" She is only grown a little more grave than she was . "" "" Nay , Edward , "" said Marianne , "" you need not reproach me . "
Marianne Dashwood	patient	call	""" But gaiety never was a part of MY character . "" "" Nor do I think it a part of Marianne 's , "" said Elinor ; "" I should hardly call her a lively girl -- she is very earnest , very eager in all she does -- sometimes talks a great deal and always with animation -- but she is not often really merry . "" "" I believe you are right , "" he replied , "" and yet I have always set her down as a lively girl . "" "
Marianne Dashwood	patient	set	""" But gaiety never was a part of MY character . "" "" Nor do I think it a part of Marianne 's , "" said Elinor ; "" I should hardly call her a lively girl -- she is very earnest , very eager in all she does -- sometimes talks a great deal and always with animation -- but she is not often really merry . "" "" I believe you are right , "" he replied , "" and yet I have always set her down as a lively girl . "" "
Marianne Dashwood	patient	advised	I am guilty , I confess , of having often wished you to treat our acquaintance in general with greater attention ; but when have I advised you to adopt their sentiments or to conform to their judgment in serious matters ? 
Marianne Dashwood	patient	understand	""" I do not understand you , "" replied he , colouring . "
Marianne Dashwood	patient	tell	""" Reserved!--how , in what manner ? What am I to tell you ? "
Marianne Dashwood	patient	joined	He joined her and Marianne in the breakfast - room the next morning before the others were down ; and Marianne , who was always eager to promote their happiness as far as she could , soon left them to themselves . 
Marianne Dashwood	patient	interrupted	"This was a subject which ensured Marianne 's attention , and she was beginning to describe her own admiration of these scenes , and to question him more minutely on the objects that had particularly struck him , when Edward interrupted her by saying , "" You must not enquire too far , Marianne -- remember I have no knowledge in the picturesque , and I shall offend you by my ignorance and want of taste if we come to particulars . "
Marianne Dashwood	patient	offend	"This was a subject which ensured Marianne 's attention , and she was beginning to describe her own admiration of these scenes , and to question him more minutely on the objects that had particularly struck him , when Edward interrupted her by saying , "" You must not enquire too far , Marianne -- remember I have no knowledge in the picturesque , and I shall offend you by my ignorance and want of taste if we come to particulars . "
Marianne Dashwood	patient	satisfying	She was not in a humour , however , to regard it as an affront , and affecting to take no notice of what passed , by instantly talking of something else , she internally resolved henceforward to catch every opportunity of eyeing the hair and of satisfying herself , beyond all doubt , that it was exactly the shade of her own . Edward 's embarrassment lasted some time , and it ended in an absence of mind still more settled . He was particularly grave the whole morning . 
Marianne Dashwood	patient	censured	Marianne severely censured herself for what she had said ; but her own forgiveness might have been more speedy , had she known how little offence it had given her sister . 
Marianne Dashwood	patient	tempt	""" And that will tempt YOU , Miss Marianne . "" "
Marianne Dashwood	patient	tell	"Shall I tell you my guess ? "" "
Marianne Dashwood	patient	tell	""" What do you mean ? "" "" Shall I tell you . "" "
Marianne Dashwood	patient	assure	"Oh , do n't be so sly before us , "" said Mrs. Palmer ; "" for we know all about it , I assure you ; and I admire your taste very much , for I think he is extremely handsome . "
Marianne Dashwood	patient	admire	"Oh , do n't be so sly before us , "" said Mrs. Palmer ; "" for we know all about it , I assure you ; and I admire your taste very much , for I think he is extremely handsome . "
Marianne Dashwood	patient	did	She did her best when thus called on , by speaking of Lady Middleton with more warmth than she felt , though with far less than Miss Lucy . 
Marianne Dashwood	patient	have	One or two meetings of this kind had taken place , without affording Elinor any chance of engaging Lucy in private , when Sir John called at the cottage one morning , to beg , in the name of charity , that they would all dine with Lady Middleton that day , as he was obliged to attend the club at Exeter , and she would otherwise be quite alone , except her mother and the two Miss Steeles . Elinor , who foresaw a fairer opening for the point she had in view , in such a party as this was likely to be , more at liberty among themselves under the tranquil and well - bred direction of Lady Middleton than when her husband united them together in one noisy purpose , immediately accepted the invitation ; Margaret , with her mother 's permission , was equally compliant , and Marianne , though always unwilling to join any of their parties , was persuaded by her mother , who could not bear to have her seclude herself from any chance of amusement , to go likewise . 
Marianne Dashwood	patient	seclude	One or two meetings of this kind had taken place , without affording Elinor any chance of engaging Lucy in private , when Sir John called at the cottage one morning , to beg , in the name of charity , that they would all dine with Lady Middleton that day , as he was obliged to attend the club at Exeter , and she would otherwise be quite alone , except her mother and the two Miss Steeles . Elinor , who foresaw a fairer opening for the point she had in view , in such a party as this was likely to be , more at liberty among themselves under the tranquil and well - bred direction of Lady Middleton than when her husband united them together in one noisy purpose , immediately accepted the invitation ; Margaret , with her mother 's permission , was equally compliant , and Marianne , though always unwilling to join any of their parties , was persuaded by her mother , who could not bear to have her seclude herself from any chance of amusement , to go likewise . 
Marianne Dashwood	patient	excuse	"No one made any objection but Marianne , who with her usual inattention to the forms of general civility , exclaimed , "" Your Ladyship will have the goodness to excuse ME -- you know I detest cards . "
Marianne Dashwood	patient	bound	"Lucy first put an end to it by saying in a lower tone , though Marianne was then giving them the powerful protection of a very magnificent concerto-- "" I will honestly tell you of one scheme which has lately come into my head , for bringing matters to bear ; indeed I am bound to let you into the secret , for you are a party concerned . I dare say you have seen enough of Edward to know that he would prefer the church to every other profession ; now my plan is that he should take orders as soon as he can , and then through your interest , which I am sure you would be kind enough to use out of friendship for him , and I hope out of some regard to me , your brother might be persuaded to give him Norland living ; which I understand is a very good one , and the present incumbent not likely to live a great while . "
Marianne Dashwood	patient	tempt	no , nothing should tempt me to leave her . 
Marianne Dashwood	patient	persuading	"I have no such scruples , and I am sure I could put up with every unpleasantness of that kind with very little effort . "" Elinor could not help smiling at this display of indifference towards the manners of a person , to whom she had often had difficulty in persuading Marianne to behave with tolerable politeness ; and resolved within herself , that if her sister persisted in going , she would go likewise , as she did not think it proper that Marianne should be left to the sole guidance of her own judgment , or that Mrs. Jennings should be abandoned to the mercy of Marianne for all the comfort of her domestic hours . To this determination she was the more easily reconciled , by recollecting that Edward Ferrars , by Lucy 's account , was not to be in town before February ; and that their visit , without any unreasonable abridgement , might be previously finished . "" I will have you BOTH go , "" said Mrs. Dashwood ; "" these objections are nonsensical . "
Marianne Dashwood	patient	quit	Her unwillingness to quit her mother was her only restorative to calmness ; and at the moment of parting her grief on that score was excessive . 
Marianne Dashwood	patient	disappointed	The tea things were brought in , and already had Marianne been disappointed more than once by a rap at a neighbouring door , when a loud one was suddenly heard which could not be mistaken for one at any other house , Elinor felt secure of its announcing Willoughby 's approach , and Marianne , starting up , moved towards the door . 
Marianne Dashwood	patient	throw	"Every thing was silent ; this could not be borne many seconds ; she opened the door , advanced a few steps towards the stairs , and after listening half a minute , returned into the room in all the agitation which a conviction of having heard him would naturally produce ; in the ecstasy of her feelings at that instant she could not help exclaiming , "" Oh , Elinor , it is Willoughby , indeed it is ! "" and seemed almost ready to throw herself into his arms , when Colonel Brandon appeared . "
Marianne Dashwood	patient	observed	Elinor was disappointed too ; but at the same time her regard for Colonel Brandon ensured his welcome with her ; and she felt particularly hurt that a man so partial to her sister should perceive that she experienced nothing but grief and disappointment in seeing him . She instantly saw that it was not unnoticed by him , that he even observed Marianne as she quitted the room , with such astonishment and concern , as hardly left him the recollection of what civility demanded towards herself . 
Marianne Dashwood	patient	induced	After an hour or two spent in what her mother called comfortable chat , or in other words , in every variety of inquiry concerning all their acquaintance on Mrs. Jennings 's side , and in laughter without cause on Mrs. Palmer 's , it was proposed by the latter that they should all accompany her to some shops where she had business that morning , to which Mrs. Jennings and Elinor readily consented , as having likewise some purchases to make themselves ; and Marianne , though declining it at first was induced to go likewise . Wherever they went , she was evidently always on the watch . 
Marianne Dashwood	patient	dawdled	Restless and dissatisfied every where , her sister could never obtain her opinion of any article of purchase , however it might equally concern them both : she received no pleasure from anything ; was only impatient to be at home again , and could with difficulty govern her vexation at the tediousness of Mrs. Palmer , whose eye was caught by every thing pretty , expensive , or new ; who was wild to buy all , could determine on none , and dawdled away her time in rapture and indecision . It was late in the morning before they returned home ; and no sooner had they entered the house than Marianne flew eagerly up stairs , and when Elinor followed , she found her turning from the table with a sorrowful countenance , which declared that no Willoughby had been there . 
Marianne Dashwood	patient	saw	""" But if she DID , the letter was written and sent away with a privacy which eluded all her watchfulness to ascertain the fact . Whatever the truth of it might be , and far as Elinor was from feeling thorough contentment about it , yet while she saw Marianne in spirits , she could not be very uncomfortable herself . And Marianne was in spirits ; happy in the mildness of the weather , and still happier in her expectation of a frost . "
Marianne Dashwood	patient	amuse	Every thing in her household arrangements was conducted on the most liberal plan , and excepting a few old city friends , whom , to Lady Middleton 's regret , she had never dropped , she visited no one to whom an introduction could at all discompose the feelings of her young companions . Pleased to find herself more comfortably situated in that particular than she had expected , Elinor was very willing to compound for the want of much real enjoyment from any of their evening parties , which , whether at home or abroad , formed only for cards , could have little to amuse her . 
Marianne Dashwood	patient	watched	It grieved her to see the earnestness with which he often watched Marianne , and his spirits were certainly worse than when at Barton . 
Marianne Dashwood	patient	have	"We have neither of us any thing to tell ; you , because you do not communicate , and I , because I conceal nothing . "" "
Marianne Dashwood	patient	given	Elinor , distressed by this charge of reserve in herself , which she was not at liberty to do away , knew not how , under such circumstances , to press for greater openness in Marianne . Mrs. Jennings soon appeared , and the note being given her , she read it aloud . 
Marianne Dashwood	patient	told	""" So my daughter Middleton told me , for it seems Sir John met him somewhere in the street this morning . "" Marianne said no more , but looked exceedingly hurt . Impatient in this situation to be doing something that might lead to her sister 's relief , Elinor resolved to write the next morning to her mother , and hoped by awakening her fears for the health of Marianne , to procure those inquiries which had been so long delayed ; and she was still more eagerly bent on this measure by perceiving after breakfast on the morrow , that Marianne was again writing to Willoughby , for she could not suppose it to be to any other person . About the middle of the day , Mrs. Jennings went out by herself on business , and Elinor began her letter directly , while Marianne , too restless for employment , too anxious for conversation , walked from one window to the other , or sat down by the fire in melancholy meditation . "
Marianne Dashwood	patient	tell	He looked more than usually grave , and though expressing satisfaction at finding Miss Dashwood alone , as if he had somewhat in particular to tell her , sat for some time without saying a word . 
Marianne Dashwood	patient	approach	She soon caught his eye , and he immediately bowed , but without attempting to speak to her , or to approach Marianne , though he could not but see her ; and then continued his discourse with the same lady . Elinor turned involuntarily to Marianne , to see whether it could be unobserved by her . At that moment she first perceived him , and her whole countenance glowing with sudden delight , she would have moved towards him instantly , had not her sister caught hold of her . 
Marianne Dashwood	patient	observed	"Perhaps he has not observed you yet . "" This however was more than she could believe herself ; and to be composed at such a moment was not only beyond the reach of Marianne , it was beyond her wish . She sat in an agony of impatience which affected every feature . At last he turned round again , and regarded them both ; she started up , and pronouncing his name in a tone of affection , held out her hand to him . He approached , and addressing himself rather to Elinor than Marianne , as if wishing to avoid her eye , and determined not to observe her attitude , inquired in a hurried manner after Mrs. Dashwood , and asked how long they had been in town . "
Marianne Dashwood	patient	Tell	"Tell me , Willoughby ; for heaven 's sake tell me , what is the matter ? "" "
Marianne Dashwood	patient	tell	"Tell me , Willoughby ; for heaven 's sake tell me , what is the matter ? "" "
Marianne Dashwood	patient	screen	Marianne , now looking dreadfully white , and unable to stand , sunk into her chair , and Elinor , expecting every moment to see her faint , tried to screen her from the observation of others , while reviving her with lavender water . 
Marianne Dashwood	patient	reviving	Marianne , now looking dreadfully white , and unable to stand , sunk into her chair , and Elinor , expecting every moment to see her faint , tried to screen her from the observation of others , while reviving her with lavender water . 
Marianne Dashwood	patient	prevent	"Wait only till tomorrow . "" With difficulty however could she prevent her from following him herself ; and to persuade her to check her agitation , to wait , at least , with the appearance of composure , till she might speak to him with more privacy and more effect , was impossible ; for Marianne continued incessantly to give way in a low voice to the misery of her feelings , by exclamations of wretchedness . In a short time Elinor saw Willoughby quit the room by the door towards the staircase , and telling Marianne that he was gone , urged the impossibility of speaking to him again that evening , as a fresh argument for her to be calm . She instantly begged her sister would entreat Lady Middleton to take them home , as she was too miserable to stay a minute longer . "
Marianne Dashwood	patient	persuade	"Wait only till tomorrow . "" With difficulty however could she prevent her from following him herself ; and to persuade her to check her agitation , to wait , at least , with the appearance of composure , till she might speak to him with more privacy and more effect , was impossible ; for Marianne continued incessantly to give way in a low voice to the misery of her feelings , by exclamations of wretchedness . In a short time Elinor saw Willoughby quit the room by the door towards the staircase , and telling Marianne that he was gone , urged the impossibility of speaking to him again that evening , as a fresh argument for her to be calm . She instantly begged her sister would entreat Lady Middleton to take them home , as she was too miserable to stay a minute longer . "
Marianne Dashwood	patient	telling	"Wait only till tomorrow . "" With difficulty however could she prevent her from following him herself ; and to persuade her to check her agitation , to wait , at least , with the appearance of composure , till she might speak to him with more privacy and more effect , was impossible ; for Marianne continued incessantly to give way in a low voice to the misery of her feelings , by exclamations of wretchedness . In a short time Elinor saw Willoughby quit the room by the door towards the staircase , and telling Marianne that he was gone , urged the impossibility of speaking to him again that evening , as a fresh argument for her to be calm . She instantly begged her sister would entreat Lady Middleton to take them home , as she was too miserable to stay a minute longer . "
Marianne Dashwood	patient	restored	Marianne was in a silent agony , too much oppressed even for tears ; but as Mrs. Jennings was luckily not come home , they could go directly to their own room , where hartshorn restored her a little to herself . 
Marianne Dashwood	patient	undressed	She was soon undressed and in bed , and as she seemed desirous of being alone , her sister then left her , and while she waited the return of Mrs. Jennings , had leisure enough for thinking over the past . 
Marianne Dashwood	patient	left	She was soon undressed and in bed , and as she seemed desirous of being alone , her sister then left her , and while she waited the return of Mrs. Jennings , had leisure enough for thinking over the past . 
Marianne Dashwood	patient	prevented	Her indignation would have been still stronger than it was , had she not witnessed that embarrassment which seemed to speak a consciousness of his own misconduct , and prevented her from believing him so unprincipled as to have been sporting with the affections of her sister from the first , without any design that would bear investigation . 
Marianne Dashwood	patient	bring	Absence might have weakened his regard , and convenience might have determined him to overcome it , but that such a regard had formerly existed she could not bring herself to doubt . 
Marianne Dashwood	patient	given	As for Marianne , on the pangs which so unhappy a meeting must already have given her , and on those still more severe which might await her in its probable consequence 
Marianne Dashwood	patient	await	As for Marianne , on the pangs which so unhappy a meeting must already have given her , and on those still more severe which might await her in its probable consequence 
Marianne Dashwood	patient	permit	CHAPTER 29 Before the house - maid had lit their fire the next day , or the sun gained any power over a cold , gloomy morning in January , Marianne , only half dressed , was kneeling against one of the window - seats for the sake of all the little light she could command from it , and writing as fast as a continual flow of tears would permit her . 
Marianne Dashwood	patient	perceived	"In this situation , Elinor , roused from sleep by her agitation and sobs , first perceived her ; and after observing her for a few moments with silent anxiety , said , in a tone of the most considerate gentleness , "" Marianne , may I ask- ? "
Marianne Dashwood	patient	observing	"In this situation , Elinor , roused from sleep by her agitation and sobs , first perceived her ; and after observing her for a few moments with silent anxiety , said , in a tone of the most considerate gentleness , "" Marianne , may I ask- ? "
Marianne Dashwood	patient	prevented	In such circumstances , it was better for both that they should not be long together ; and the restless state of Marianne 's mind not only prevented her from remaining in the room a moment after she was dressed , but requiring at once solitude and continual change of place , made her wander about the house till breakfast time , avoiding 
Marianne Dashwood	patient	dressed	In such circumstances , it was better for both that they should not be long together ; and the restless state of Marianne 's mind not only prevented her from remaining in the room a moment after she was dressed , but requiring at once solitude and continual change of place , made her wander about the house till breakfast time , avoiding 
