Character	Role	Event	Context
George Knightley	agent	know	""" John enters like a brother into my happiness , "" continued Mr. Knightley , "" but he is no complimenter ; and though I well know him to have , likewise , a most brotherly affection for you , he is so far from making flourishes , that any other young woman might think him rather cool in her praise . But I am not afraid of your seeing what he writes . "
George Knightley	agent	have	""" John enters like a brother into my happiness , "" continued Mr. Knightley , "" but he is no complimenter ; and though I well know him to have , likewise , a most brotherly affection for you , he is so far from making flourishes , that any other young woman might think him rather cool in her praise . But I am not afraid of your seeing what he writes . "
George Knightley	agent	think	""" John enters like a brother into my happiness , "" continued Mr. Knightley , "" but he is no complimenter ; and though I well know him to have , likewise , a most brotherly affection for you , he is so far from making flourishes , that any other young woman might think him rather cool in her praise . But I am not afraid of your seeing what he writes . "
George Knightley	agent	writes	""" John enters like a brother into my happiness , "" continued Mr. Knightley , "" but he is no complimenter ; and though I well know him to have , likewise , a most brotherly affection for you , he is so far from making flourishes , that any other young woman might think him rather cool in her praise . But I am not afraid of your seeing what he writes . "
George Knightley	agent	writes	""" He writes like a sensible man , "" replied Emma , when she had read the letter . "
George Knightley	agent	said	"It is very plain that he considers the good fortune of the engagement as all on my side , but that he is not without hope of my growing , in time , as worthy of your affection , as you think me already . Had he said any thing to bear a different construction , I should not have believed him . "" "" "
George Knightley	agent	means	My Emma , he means no such thing . 
George Knightley	agent	means--	"He only means-- "" "" He and I should differ very little in our estimation of the two , "" interrupted she , with a sort of serious smile--""much less , perhaps , than he is aware of , if we could enter without ceremony or reserve on the subject . "
George Knightley	agent	differ	"He only means-- "" "" He and I should differ very little in our estimation of the two , "" interrupted she , with a sort of serious smile--""much less , perhaps , than he is aware of , if we could enter without ceremony or reserve on the subject . "
George Knightley	agent	think	He will think all the happiness , all the advantage , on your side of the question ; all the merit on mine . 
George Knightley	agent	says	I am amused by one part of John 's letter-- did you notice it?--where he says , that my information did not take him wholly by surprize , that he was rather in expectation of hearing something of the kind . 
George Knightley	agent	meant	She must not appear to think it a misfortune.--With all the spirits she could command , she prepared him first for something strange , and then , in a few words , said , that if his consent and approbation could be obtained -- which , she trusted , would be attended with no difficulty , since it was a plan to promote the happiness of all-- she and Mr. Knightley meant to marry ; by which means Hartfield would receive the constant addition of that person 's company whom she knew he loved , next to his daughters and Mrs. Weston , best in the world . Poor man!--it was at first a considerable shock to him , and he tried earnestly to dissuade her from it . 
George Knightley	agent	loved	She must not appear to think it a misfortune.--With all the spirits she could command , she prepared him first for something strange , and then , in a few words , said , that if his consent and approbation could be obtained -- which , she trusted , would be attended with no difficulty , since it was a plan to promote the happiness of all-- she and Mr. Knightley meant to marry ; by which means Hartfield would receive the constant addition of that person 's company whom she knew he loved , next to his daughters and Mrs. Weston , best in the world . Poor man!--it was at first a considerable shock to him , and he tried earnestly to dissuade her from it . 
George Knightley	agent	tried	She must not appear to think it a misfortune.--With all the spirits she could command , she prepared him first for something strange , and then , in a few words , said , that if his consent and approbation could be obtained -- which , she trusted , would be attended with no difficulty , since it was a plan to promote the happiness of all-- she and Mr. Knightley meant to marry ; by which means Hartfield would receive the constant addition of that person 's company whom she knew he loved , next to his daughters and Mrs. Weston , best in the world . Poor man!--it was at first a considerable shock to him , and he tried earnestly to dissuade her from it . 
George Knightley	agent	class	Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the idea.--Did he not love Mr. Knightley very much?-- He would not deny that he did , she was sure.--Whom did he ever want to consult on business but Mr. Knightley?--Who was so useful to him , who so ready to write his letters , who so glad to assist him?-- Who so cheerful , so attentive , so attached to him?--Would not he like to have him always on the spot?--Yes 
George Knightley	agent	love	Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the idea.--Did he not love Mr. Knightley very much?-- He would not deny that he did , she was sure.--Whom did he ever want to consult on business but Mr. Knightley?--Who was so useful to him , who so ready to write his letters , who so glad to assist him?-- Who so cheerful , so attentive , so attached to him?--Would not he like to have him always on the spot?--Yes 
George Knightley	agent	deny	Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the idea.--Did he not love Mr. Knightley very much?-- He would not deny that he did , she was sure.--Whom did he ever want to consult on business but Mr. Knightley?--Who was so useful to him , who so ready to write his letters , who so glad to assist him?-- Who so cheerful , so attentive , so attached to him?--Would not he like to have him always on the spot?--Yes 
George Knightley	agent	did	Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the idea.--Did he not love Mr. Knightley very much?-- He would not deny that he did , she was sure.--Whom did he ever want to consult on business but Mr. Knightley?--Who was so useful to him , who so ready to write his letters , who so glad to assist him?-- Who so cheerful , so attentive , so attached to him?--Would not he like to have him always on the spot?--Yes 
George Knightley	agent	want	Emma hung about him affectionately , and smiled , and said it must be so ; and that he must not class her with Isabella and Mrs. Weston , whose marriages taking them from Hartfield , had , indeed , made a melancholy change : but she was not going from Hartfield ; she should be always there ; she was introducing no change in their numbers or their comforts but for the better ; and she was very sure that he would be a great deal the happier for having Mr. Knightley always at hand , when he were once got used to the idea.--Did he not love Mr. Knightley very much?-- He would not deny that he did , she was sure.--Whom did he ever want to consult on business but Mr. Knightley?--Who was so useful to him , who so ready to write his letters , who so glad to assist him?-- Who so cheerful , so attentive , so attached to him?--Would not he like to have him always on the spot?--Yes 
George Knightley	agent	began	well aware of the nearly equal importance of the two recommendations to Mr. Woodhouse 's mind.--It was agreed upon , as what was to be ; and every body by whom he was used to be guided assuring him that it would be for his happiness ; and having some feelings himself which almost admitted it , he began to think that some time or other-- in another year or two , perhaps -- it might not be so very bad if the marriage did take place . Mrs. Weston was acting no part , feigning no feelings in all that she said to him in favour of the event.--She had been extremely surprized , never more so , than when Emma first opened the affair to her ; but she saw in it only increase of happiness to all , and had no scruple in urging him to the utmost.--She had such a regard for Mr. Knightley , as to think he deserved even her dearest Emma ; and it was in every respect so proper , suitable , and unexceptionable a connexion , and in one respect , one point of the highest importance , so peculiarly eligible , so singularly fortunate , that now it seemed as if Emma could not safely have attached herself to any other creature , and that she had herself been the stupidest of beings in not having thought of it , and wished it long ago.--How very few of those men in a rank of life to address Emma would have renounced their own home for Hartfield ! And who but Mr. Knightley could know and bear with Mr. Woodhouse , so as to make such an arrangement desirable!-- The difficulty of disposing of poor Mr. Woodhouse had been always felt in her husband 's plans and her own , for a marriage between Frank and Emma . 
George Knightley	agent	deserved	well aware of the nearly equal importance of the two recommendations to Mr. Woodhouse 's mind.--It was agreed upon , as what was to be ; and every body by whom he was used to be guided assuring him that it would be for his happiness ; and having some feelings himself which almost admitted it , he began to think that some time or other-- in another year or two , perhaps -- it might not be so very bad if the marriage did take place . Mrs. Weston was acting no part , feigning no feelings in all that she said to him in favour of the event.--She had been extremely surprized , never more so , than when Emma first opened the affair to her ; but she saw in it only increase of happiness to all , and had no scruple in urging him to the utmost.--She had such a regard for Mr. Knightley , as to think he deserved even her dearest Emma ; and it was in every respect so proper , suitable , and unexceptionable a connexion , and in one respect , one point of the highest importance , so peculiarly eligible , so singularly fortunate , that now it seemed as if Emma could not safely have attached herself to any other creature , and that she had herself been the stupidest of beings in not having thought of it , and wished it long ago.--How very few of those men in a rank of life to address Emma would have renounced their own home for Hartfield ! And who but Mr. Knightley could know and bear with Mr. Woodhouse , so as to make such an arrangement desirable!-- The difficulty of disposing of poor Mr. Woodhouse had been always felt in her husband 's plans and her own , for a marriage between Frank and Emma . 
George Knightley	agent	had	was extremely concerned ; for , though very eccentric , he had a thousand good qualities.-- 
George Knightley	agent	came	It was an alarming change ; and Emma was thinking of it one morning , as what must bring a great deal to agitate and grieve her , when Mr. Knightley came in , and distressing thoughts were put by . 
George Knightley	agent	know	""" I do not know which it ought to be called . "" "" Oh ! "
George Knightley	agent	trying	You are trying not to smile . 
George Knightley	agent	said	""" I am afraid , "" said he , composing his features , "" I am very much afraid , my dear Emma , that you will not smile when you hear it . "" "
George Knightley	agent	imagine	but why so?--I can hardly imagine that any thing which pleases or amuses you , should not please and amuse me too . 
George Knightley	agent	replied	""" There is one subject , "" he replied , "" I hope but one , on which we do not think alike . "" "
George Knightley	agent	hope	""" There is one subject , "" he replied , "" I hope but one , on which we do not think alike . "" "
George Knightley	agent	paused	He paused a moment , again smiling , with his eyes fixed on her face . 
George Knightley	agent	cried	cried he . 
George Knightley	agent	believe	""" You have , I believe , and know the whole . "
George Knightley	agent	know	""" You have , I believe , and know the whole . "
George Knightley	agent	see	""" You are prepared for the worst , I see -- and very bad it is . "
George Knightley	agent	continued	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	have	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	left	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	looking	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	like	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	wish	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	make	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	talk	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	like	""" It is so , indeed , "" continued Mr. Knightley ; "" I have it from Robert Martin himself . He left me not half an hour ago . "" She was still looking at him with the most speaking amazement . "" You like it , my Emma , as little as I feared.--I wish our opinions were the same . But in time they will . Time , you may be sure , will make one or the other of us think differently ; and , in the meanwhile , we need not talk much on the subject . "
George Knightley	agent	mistake	""" You mistake me , you quite mistake me , "" she replied , exerting herself . "
George Knightley	agent	mistake	""" You mistake me , you quite mistake me , "" she replied , exerting herself . "
George Knightley	agent	mean	"You only mean , that he intends it . "" "" "
George Knightley	agent	mean	"I mean that he has done it , "" answered Mr. Knightley , with smiling but determined decision , "" and been accepted . "
George Knightley	agent	accepted	"I mean that he has done it , "" answered Mr. Knightley , with smiling but determined decision , "" and been accepted . "
George Knightley	agent	answered	"I mean that he has done it , "" answered Mr. Knightley , with smiling but determined decision , "" and been accepted . "
George Knightley	agent	asked	He went to town on business three days ago , and I got him to take charge of some papers which I was wanting to send to John.--He delivered these papers to John , at his chambers , and was asked by him to join their party the same evening to Astley 's . They were going to take the two eldest boys to Astley 's . 
George Knightley	agent	replied	""" You ought to know your friend best , "" replied Mr. Knightley ; "" but I should say she was a good - tempered , soft - hearted girl , not likely to be very , very determined against any young man who told her he loved her . "
George Knightley	agent	say	""" You ought to know your friend best , "" replied Mr. Knightley ; "" but I should say she was a good - tempered , soft - hearted girl , not likely to be very , very determined against any young man who told her he loved her . "
George Knightley	agent	say	""" You ought to know your friend best , "" replied Mr. Knightley ; "" but I should say she was a good - tempered , soft - hearted girl , not likely to be very , very determined against any young man who told her he loved her . "
George Knightley	agent	know	"Emma could not help laughing as she answered , "" Upon my word , I believe you know her quite as well as I do.--But , Mr. Knightley , are you perfectly sure that she has absolutely and downright _ accepted _ him . I could suppose she might in time -- but can she already?-- Did not you misunderstand him?--You were both talking of other things ; of business , shows of cattle , or new drills -- and might not you , in the confusion of so many subjects , mistake him?--It was not Harriet 's hand that he was certain of -- it was the dimensions of some famous ox . "" The contrast between the countenance and air of Mr. Knightley and Robert Martin was , at this moment , so strong to Emma 's feelings , and so strong was the recollection of all that had so recently passed on Harriet 's side , so fresh the sound of those words , spoken with such emphasis , "" No , I hope I know better than to think of Robert Martin , "" that she was really expecting the intelligence to prove , in some measure , premature . "
George Knightley	agent	misunderstand	"Emma could not help laughing as she answered , "" Upon my word , I believe you know her quite as well as I do.--But , Mr. Knightley , are you perfectly sure that she has absolutely and downright _ accepted _ him . I could suppose she might in time -- but can she already?-- Did not you misunderstand him?--You were both talking of other things ; of business , shows of cattle , or new drills -- and might not you , in the confusion of so many subjects , mistake him?--It was not Harriet 's hand that he was certain of -- it was the dimensions of some famous ox . "" The contrast between the countenance and air of Mr. Knightley and Robert Martin was , at this moment , so strong to Emma 's feelings , and so strong was the recollection of all that had so recently passed on Harriet 's side , so fresh the sound of those words , spoken with such emphasis , "" No , I hope I know better than to think of Robert Martin , "" that she was really expecting the intelligence to prove , in some measure , premature . "
George Knightley	agent	dare	""" Do you dare say this ? "" cried Mr. Knightley . "
George Knightley	agent	cried	""" Do you dare say this ? "" cried Mr. Knightley . "
George Knightley	agent	dare	""" Do you dare to suppose me so great a blockhead , as not to know what a man is talking of?-- What do you deserve ? "
George Knightley	agent	deserve	""" Do you dare to suppose me so great a blockhead , as not to know what a man is talking of?-- What do you deserve ? "
George Knightley	agent	give	I always deserve the best treatment , because I never put up with any other ; and , therefore , you must give me a plain , direct answer . 
George Knightley	agent	understand	Are you quite sure that you understand the terms on which Mr. Martin and Harriet now are ? 
George Knightley	agent	replied	""" I am quite sure , "" he replied , speaking very distinctly , "" that he told me she had accepted him ; and that there was no obscurity , nothing doubtful , in the words he used ; and I think I can give you a proof that it must be so . "
George Knightley	agent	think	""" I am quite sure , "" he replied , speaking very distinctly , "" that he told me she had accepted him ; and that there was no obscurity , nothing doubtful , in the words he used ; and I think I can give you a proof that it must be so . "
George Knightley	agent	give	""" I am quite sure , "" he replied , speaking very distinctly , "" that he told me she had accepted him ; and that there was no obscurity , nothing doubtful , in the words he used ; and I think I can give you a proof that it must be so . "
George Knightley	agent	assured	I assured him that I could not . 
George Knightley	agent	looked	It seemed as if there were an instantaneous impression in her favour , as if his eyes received the truth from her 's , and all that had passed of good in her feelings were at once caught and honoured.-- He looked at her with a glow of regard . 
George Knightley	agent	took	She was warmly gratified-- and in another moment still more so , by a little movement of more than common friendliness on his part.--He took her hand;-- whether she had not herself made the first motion , she could not say-- she might , perhaps , have rather offered it -- but he took her hand , pressed it , and certainly was on the point of carrying it to his lips-- when , from some fancy or other , he suddenly let it go.--Why he should feel such a scruple , why he should change his mind when it was all but done , 
George Knightley	agent	pressed	She was warmly gratified-- and in another moment still more so , by a little movement of more than common friendliness on his part.--He took her hand;-- whether she had not herself made the first motion , she could not say-- she might , perhaps , have rather offered it -- but he took her hand , pressed it , and certainly was on the point of carrying it to his lips-- when , from some fancy or other , he suddenly let it go.--Why he should feel such a scruple , why he should change his mind when it was all but done , 
George Knightley	agent	let	She was warmly gratified-- and in another moment still more so , by a little movement of more than common friendliness on his part.--He took her hand;-- whether she had not herself made the first motion , she could not say-- she might , perhaps , have rather offered it -- but he took her hand , pressed it , and certainly was on the point of carrying it to his lips-- when , from some fancy or other , he suddenly let it go.--Why he should feel such a scruple , why he should change his mind when it was all but done , 
George Knightley	agent	feel	She was warmly gratified-- and in another moment still more so , by a little movement of more than common friendliness on his part.--He took her hand;-- whether she had not herself made the first motion , she could not say-- she might , perhaps , have rather offered it -- but he took her hand , pressed it , and certainly was on the point of carrying it to his lips-- when , from some fancy or other , he suddenly let it go.--Why he should feel such a scruple , why he should change his mind when it was all but done , 
George Knightley	agent	change	She was warmly gratified-- and in another moment still more so , by a little movement of more than common friendliness on his part.--He took her hand;-- whether she had not herself made the first motion , she could not say-- she might , perhaps , have rather offered it -- but he took her hand , pressed it , and certainly was on the point of carrying it to his lips-- when , from some fancy or other , he suddenly let it go.--Why he should feel such a scruple , why he should change his mind when it was all but done , 
George Knightley	agent	stopped.--The	if he had not stopped.--The intention , however , was indubitable ; 
George Knightley	agent	moved	It spoke such perfect amity.--He left them immediately afterwards-- gone in a moment . He always moved with the alertness of a mind which could neither be undecided nor dilatory , but now he seemed more sudden than usual in his disappearance . 
George Knightley	agent	seemed	It spoke such perfect amity.--He left them immediately afterwards-- gone in a moment . He always moved with the alertness of a mind which could neither be undecided nor dilatory , but now he seemed more sudden than usual in his disappearance . 
George Knightley	agent	going	Emma could not regret her having gone to Miss Bates , but she wished she had left her ten minutes earlier;--it would have been a great pleasure to talk over Jane Fairfax 's situation with Mr. Knightley.-- Neither would she regret that he should be going to Brunswick Square , for she knew how much his visit would be enjoyed -- but it might have happened at a better time -- and to have had longer notice of it , would have been pleasanter.--They parted thorough friends , however ; she could not be deceived as to the meaning of his countenance , and his unfinished gallantry;--it was all done to assure her that she had fully recovered his good opinion.--He had been sitting with them half an hour , she found . 
George Knightley	agent	made	He had long made up his mind to Jane Fairfax 's going out as governess , and could talk of it cheerfully , but Mr. Knightley 's going to London had been an unexpected blow . 
George Knightley	agent	talk	He had long made up his mind to Jane Fairfax 's going out as governess , and could talk of it cheerfully , but Mr. Knightley 's going to London had been an unexpected blow . 
George Knightley	agent	known	to take place , on her must rest all the reproach of having given it a beginning ; for his attachment , she must believe to be produced only by a consciousness of Harriet's;--and even were this not the case , he would never have known Harriet at all but for her folly . 
George Knightley	agent	told	Had she left her where she ought , and where he had told her she ought!--Had she not , with a folly which no tongue could express , prevented her marrying the unexceptionable young man who would have made her happy and respectable in the line of life to which she ought to belong-- all would have been safe ; none of this dreadful sequel would have been . 
George Knightley	agent	quarrel	Mr. Knightley might quarrel with her , but Emma could not quarrel with herself . 
George Knightley	agent	quarrel	Mr. Knightley might quarrel with her , but Emma could not quarrel with herself . 
George Knightley	agent	had	Mr. Knightley , I wish you had the benefit of this ; I think this would convince you . 
George Knightley	agent	mistaken	For once in your life you would be obliged to own yourself mistaken . 
George Knightley	patient	meant	I meant only myself . 
George Knightley	patient	blessed	I planned the match from that hour ; and when such success has blessed me in this instance , dear papa , you can not think that I shall leave off match - making . 
George Knightley	patient	brought	Not unfrequently , through Emma 's persuasion , he had some of the chosen and the best to dine with him : but evening parties were what he preferred ; and , unless he fancied himself at any time unequal to company , there was scarcely an evening in the week in which Emma could not make up a card - table for him . Real , long - standing regard brought the Westons and Mr. Knightley ; and by Mr. Elton , a young man living alone without liking it , the privilege of exchanging any vacant evening of his own blank solitude for the elegancies and society of Mr. Woodhouse 's drawing - room , and the smiles of his lovely daughter , was in no danger of being thrown away . 
George Knightley	patient	come	"Emma must do Harriet good : and by supplying her with a new object of interest , Harriet may be said to do Emma good . I have been seeing their intimacy with the greatest pleasure . How very differently we feel!--Not think they will do each other any good ! This will certainly be the beginning of one of our quarrels about Emma , Mr. Knightley . "" "" Perhaps you think I am come on purpose to quarrel with you , knowing Weston to be out , and that you must still fight your own battle . "" "" Mr. Weston would undoubtedly support me , if he were here , for he thinks exactly as I do on the subject . We were speaking of it only yesterday , and agreeing how fortunate it was for Emma , that there should be such a girl in Highbury for her to associate with . Mr. Knightley , I shall not allow you to be a fair judge in this case . You are so much used to live alone , that you do not know the value of a companion ; and , perhaps no man can be a good judge of the comfort a woman feels in the society of one of her own sex , after being used to it all her life . I can imagine your objection to Harriet Smith . She is not the superior young woman which Emma 's friend ought to be . But on the other hand , as Emma wants to see her better informed , it will be an inducement to her to read more herself . "
George Knightley	patient	used	"Emma must do Harriet good : and by supplying her with a new object of interest , Harriet may be said to do Emma good . I have been seeing their intimacy with the greatest pleasure . How very differently we feel!--Not think they will do each other any good ! This will certainly be the beginning of one of our quarrels about Emma , Mr. Knightley . "" "" Perhaps you think I am come on purpose to quarrel with you , knowing Weston to be out , and that you must still fight your own battle . "" "" Mr. Weston would undoubtedly support me , if he were here , for he thinks exactly as I do on the subject . We were speaking of it only yesterday , and agreeing how fortunate it was for Emma , that there should be such a girl in Highbury for her to associate with . Mr. Knightley , I shall not allow you to be a fair judge in this case . You are so much used to live alone , that you do not know the value of a companion ; and , perhaps no man can be a good judge of the comfort a woman feels in the society of one of her own sex , after being used to it all her life . I can imagine your objection to Harriet Smith . She is not the superior young woman which Emma 's friend ought to be . But on the other hand , as Emma wants to see her better informed , it will be an inducement to her to read more herself . "
George Knightley	patient	placed	""" "" I should have been sorry , Mr. Knightley , to be dependent on _ your _ recommendation , had I quitted Mr. Woodhouse 's family and wanted another situation ; I do not think you would have spoken a good word for me to any body . I am sure you always thought me unfit for the office I held . "" "" Yes , "" said he , smiling . "" You are better placed _ here _ ; very fit for a wife , but not at all for a governess . But you were preparing yourself to be an excellent wife all the time you were at Hartfield . "
George Knightley	patient	bid	You might not give Emma such a complete education as your powers would seem to promise ; but you were receiving a very good education from _ her _ , on the very material matrimonial point of submitting your own will , and doing as you were bid ; and if Weston had asked me to recommend him a wife , I should certainly have named Miss Taylor . 
George Knightley	patient	Thank	""" Thank you . There will be very little merit in making a good wife to such a man as Mr. Weston . "" "" Why , to own the truth , I am afraid you are rather thrown away , and that with every disposition to bear , there will be nothing to be borne . "
George Knightley	patient	thrown	""" Thank you . There will be very little merit in making a good wife to such a man as Mr. Weston . "" "" Why , to own the truth , I am afraid you are rather thrown away , and that with every disposition to bear , there will be nothing to be borne . "
George Knightley	patient	plague	"With all dear Emma 's little faults , she is an excellent creature . Where shall we see a better daughter , or a kinder sister , or a truer friend ? No , no ; she has qualities which may be trusted ; she will never lead any one really wrong ; she will make no lasting blunder ; where Emma errs once , she is in the right a hundred times . "" "" Very well ; I will not plague you any more . "
George Knightley	patient	brings	Emma shall be an angel , and I will keep my spleen to myself till Christmas brings John and Isabella . John loves Emma with a reasonable and therefore not a blind affection , and Isabella always thinks as he does ; except when he is not quite frightened enough about the children . 
George Knightley	patient	excuse	""" I know that you all love her really too well to be unjust or unkind ; but excuse me , Mr. Knightley , if I take the liberty ( I consider myself , you know , as having somewhat of the privilege of speech that Emma 's mother might have had ) the liberty of hinting that I do not think any possible good can arise from Harriet Smith 's intimacy being made a matter of much discussion among you . "
George Knightley	patient	consider	""" I know that you all love her really too well to be unjust or unkind ; but excuse me , Mr. Knightley , if I take the liberty ( I consider myself , you know , as having somewhat of the privilege of speech that Emma 's mother might have had ) the liberty of hinting that I do not think any possible good can arise from Harriet Smith 's intimacy being made a matter of much discussion among you . "
George Knightley	patient	excuse	Pray excuse me ; but supposing any little inconvenience may be apprehended from the intimacy , it can not be expected that Emma , accountable to nobody but her father , who perfectly approves the acquaintance , should put an end to it , so long as it is a source of pleasure to herself . It has been so many years my province to give advice , that you can not be surprized , Mr. Knightley , at this little remains of office . 
George Knightley	patient	surprized	Pray excuse me ; but supposing any little inconvenience may be apprehended from the intimacy , it can not be expected that Emma , accountable to nobody but her father , who perfectly approves the acquaintance , should put an end to it , so long as it is a source of pleasure to herself . It has been so many years my province to give advice , that you can not be surprized , Mr. Knightley , at this little remains of office . 
George Knightley	patient	leave	For some weeks past she had been spending more than half her time there , and gradually getting to have a bed - room appropriated to herself ; and Emma judged it best in every respect , safest and kindest , to keep her with them as much as possible just at present . She was obliged to go the next morning for an hour or two to Mrs. Goddard 's , but it was then to be settled that she should return to Hartfield , to make a regular visit of some days . While she was gone , Mr. Knightley called , and sat some time with Mr. Woodhouse and Emma , till Mr. Woodhouse , who had previously made up his mind to walk out , was persuaded by his daughter not to defer it , and was induced by the entreaties of both , though against the scruples of his own civility , to leave Mr. Knightley for that purpose . 
George Knightley	patient	excuse	""" Well , I believe , if you will excuse me , Mr. Knightley , if you will not consider me as doing a very rude thing , I shall take Emma 's advice and go out for a quarter of an hour . "
George Knightley	patient	consider	""" Well , I believe , if you will excuse me , Mr. Knightley , if you will not consider me as doing a very rude thing , I shall take Emma 's advice and go out for a quarter of an hour . "
George Knightley	patient	treat	I treat you without ceremony , Mr. Knightley . We invalids think we are privileged people . 
George Knightley	patient	entertain	Emma will be happy to entertain you . 
George Knightley	patient	Thank	"And therefore I think I will beg your excuse and take my three turns -- my winter walk . "" "" You can not do better , sir . "" "" I would ask for the pleasure of your company , Mr. Knightley , but I am a very slow walker , and my pace would be tedious to you ; and , besides , you have another long walk before you , to Donwell Abbey . "" "" Thank you , sir , thank you ; I am going this moment myself ; and I think the sooner _ you _ go the better . "
George Knightley	patient	thank	"And therefore I think I will beg your excuse and take my three turns -- my winter walk . "" "" You can not do better , sir . "" "" I would ask for the pleasure of your company , Mr. Knightley , but I am a very slow walker , and my pace would be tedious to you ; and , besides , you have another long walk before you , to Donwell Abbey . "" "" Thank you , sir , thank you ; I am going this moment myself ; and I think the sooner _ you _ go the better . "
George Knightley	patient	inclined	""" I can not rate her beauty as you do , "" said he ; "" but she is a pretty little creature , and I am inclined to think very well of her disposition . Her character depends upon those she is with ; but in good hands she will turn out a valuable woman . "
George Knightley	patient	Thank	"You have cured her of her school - girl 's giggle ; she really does you credit . "" "" Thank you . "
George Knightley	patient	overpower	_ You _ do not often overpower me with it . 
George Knightley	patient	consult	He came to the Abbey two evenings ago , on purpose to consult me about it . 
George Knightley	patient	ask	He knows I have a thorough regard for him and all his family , and , I believe , considers me as one of his best friends . He came to ask me whether I thought it would be imprudent in him to settle so early ; whether I thought her too young : in short , whether I approved his choice altogether ; having some apprehension perhaps of her being considered ( especially since _ your _ making so much of her ) as in a line of society above him . 
George Knightley	patient	observed	He had frightened her a little about Mr. Elton ; but when she considered that Mr. Knightley could not have observed him as she had done , neither with the interest , nor ( she must be allowed to tell herself , in spite of Mr. Knightley 's pretensions ) with the skill of such an observer on such a question as herself , that he had spoken it hastily and in anger , she was able to believe , that he had rather said what he wished resentfully to be true , than what he knew any thing about . 
George Knightley	patient	named	John , the second , is named after his father . 
George Knightley	patient	hurt	The extreme sweetness of her temper must hurt his . 
