Character	Role	Event	Context
Henry Tilney	agent	delight	Prepare for your sister - in - law , Eleanor , and such a sister - in - law as you must delight in ! open , candid , artless , guileless , with affections strong but simple , forming no pretensions , and knowing no disguise . ” “ Such a sister - in - law , Henry , I should delight in , ” said Eleanor with a smile . 
Henry Tilney	agent	replied	“ Indeed I am afraid she will , ” replied Henry ; “ I am afraid she will be very constant , unless a baronet should come in her way ; that is Frederick ’s only chance . 
Henry Tilney	agent	get	I will get the Bath paper , and look over the arrivals . ” “ You think it is all for ambition , then ? 
Henry Tilney	agent	look	I will get the Bath paper , and look over the arrivals . ” “ You think it is all for ambition , then ? 
Henry Tilney	agent	think	I will get the Bath paper , and look over the arrivals . ” “ You think it is all for ambition , then ? 
Henry Tilney	agent	known	“ Among all the great variety that you have known and studied . ” 
Henry Tilney	agent	studied	“ Among all the great variety that you have known and studied . ” 
Henry Tilney	agent	suppose	You feel , I suppose , that in losing Isabella , you lose half yourself : you feel a void in your heart which nothing else can occupy . 
Henry Tilney	agent	lose	You feel , I suppose , that in losing Isabella , you lose half yourself : you feel a void in your heart which nothing else can occupy . 
Henry Tilney	agent	feel	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	have	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	speak	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	place	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	rely	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	rely	You feel that you have no longer any friend to whom you can speak with unreserve , on whose regard you can place dependence , or whose counsel , in any difficulty , you could rely on . 
Henry Tilney	agent	feel	You feel all this ? 
Henry Tilney	agent	feel	“ You feel , as you always do , what is most to the credit of human nature . 
Henry Tilney	agent	do	“ You feel , as you always do , what is most to the credit of human nature . 
Henry Tilney	agent	lay	But as it was not to be supposed that Captain Tilney , whenever he made his application , would give his father any just idea of Isabella ’s conduct , it occurred to her as highly expedient that Henry should lay the whole business before him as it really was , enabling the General by that means to form a cool and impartial opinion , and prepare his objections on a fairer ground than inequality of situations . 
Henry Tilney	agent	think	“ And when do you think , sir , I may look forward to this pleasure ? 
Henry Tilney	agent	happen	Whatever you may happen to have in the house will be enough . 
Henry Tilney	agent	think	I think I can answer for the young ladies making allowance for a bachelor ’s table . 
Henry Tilney	agent	see	Let me see ; Monday will be a busy day with you , we will not come 
Henry Tilney	agent	expect	I expect my surveyor from Brockham with his report in the morning ; and afterwards I can not in decency fail attending the club . 
Henry Tilney	agent	fail	I expect my surveyor from Brockham with his report in the morning ; and afterwards I can not in decency fail attending the club . 
Henry Tilney	agent	face	I really could not face my acquaintance if I stayed away now ; for , as I am known to be in the country , it would be taken exceedingly amiss ; and it is a rule with me , Miss Morland , never to give offence to any of my neighbours , if a small sacrifice of time and attention can prevent it . 
Henry Tilney	agent	stayed	I really could not face my acquaintance if I stayed away now ; for , as I am known to be in the country , it would be taken exceedingly amiss ; and it is a rule with me , Miss Morland , never to give offence to any of my neighbours , if a small sacrifice of time and attention can prevent it . 
Henry Tilney	agent	think	But on Wednesday , I think , Henry , you may expect us ; and we shall be with you early , that we may have time to look about us . 
Henry Tilney	agent	expect	But on Wednesday , I think , Henry , you may expect us ; and we shall be with you early , that we may have time to look about us . 
Henry Tilney	agent	suppose	Two hours and three quarters will carry us to Woodston , I suppose ; we shall be in the carriage by ten ; so , about a quarter before one on Wednesday , you may look for us . ” 
Henry Tilney	agent	look	Two hours and three quarters will carry us to Woodston , I suppose ; we shall be in the carriage by ten ; so , about a quarter before one on Wednesday , you may look for us . ” 
Henry Tilney	agent	intended	Because I am to hope for the satisfaction of seeing you at Woodston on Wednesday , which bad weather , or twenty other causes , may prevent , I must go away directly , two days before I intended it . 
Henry Tilney	agent	ask	how can you ask the question ? 
Henry Tilney	agent	go	Because no time is to be lost in frightening my old housekeeper out of her wits , because I must go and prepare a dinner for you , to be sure . ” 
Henry Tilney	agent	stay	“ Aye , and sadly too — for I had much rather stay . ” 
Henry Tilney	agent	think	“ But how can you think of such a thing , after what the General said ? 
Henry Tilney	agent	give	When he so particularly desired you not to give yourself any trouble , because _ anything _ would do . ” 
Henry Tilney	agent	smiled	Henry only smiled . 
Henry Tilney	agent	know	You must know it to be so ; and the General made such a point of your providing nothing extraordinary : besides , if he had not said half so much as he did , he has always such an excellent dinner at home , that sitting down to a middling one for one day could not signify . ” “ I wish I could reason like you , for his sake and my own . 
Henry Tilney	agent	providing	You must know it to be so ; and the General made such a point of your providing nothing extraordinary : besides , if he had not said half so much as he did , he has always such an excellent dinner at home , that sitting down to a middling one for one day could not signify . ” “ I wish I could reason like you , for his sake and my own . 
Henry Tilney	agent	wish	You must know it to be so ; and the General made such a point of your providing nothing extraordinary : besides , if he had not said half so much as he did , he has always such an excellent dinner at home , that sitting down to a middling one for one day could not signify . ” “ I wish I could reason like you , for his sake and my own . 
Henry Tilney	agent	reason	You must know it to be so ; and the General made such a point of your providing nothing extraordinary : besides , if he had not said half so much as he did , he has always such an excellent dinner at home , that sitting down to a middling one for one day could not signify . ” “ I wish I could reason like you , for his sake and my own . 
Henry Tilney	agent	return	As to - morrow is Sunday , Eleanor , I shall not return . ” 
Henry Tilney	agent	went	He went ; and , it being at any time a much simpler operation to Catherine to doubt her own judgment than Henry ’s , she was very soon obliged to give him credit for being right , however disagreeable to her his going . 
Henry Tilney	agent	going	He went ; and , it being at any time a much simpler operation to Catherine to doubt her own judgment than Henry ’s , she was very soon obliged to give him credit for being right , however disagreeable to her his going . 
Henry Tilney	agent	supported	Catherine did not hear enough of this speech to understand or be pained by it ; and other subjects being studiously brought forward and supported by Henry , at the same time that a tray full of refreshments was introduced by his servant , the General was shortly restored to his complacency , and Catherine to all her usual ease of spirits . 
Henry Tilney	agent	had	“ It will soon be as if you never had , ” said Henry . 
Henry Tilney	agent	said	“ It will soon be as if you never had , ” said Henry . 
Henry Tilney	agent	suppose	“ Then you do not suppose he ever really cared about her ? 
Henry Tilney	agent	bowed	“ I am persuaded that he never did . ” “ And only made believe to do so for mischief ’s sake ? ” Henry bowed his assent . 
Henry Tilney	agent	made	Frederick could not be unpardonably guilty , while Henry made himself so agreeable . 
Henry Tilney	agent	loved	She did — almost always — believe that Henry loved her , and quite always that his father and sister loved and even wished her to belong to them ; and believing so far , her doubts and anxieties were merely sportive irritations . 
Henry Tilney	agent	stirring	The manner in which it was done so grossly uncivil , hurrying her away without any reference to her own convenience , or allowing her even the appearance of choice as to the time or mode of her travelling ; of two days , the earliest fixed on , and of that almost the earliest hour , as if resolved to have her gone before he was stirring in the morning , that he might not be obliged even to see her . 
Henry Tilney	agent	going	with what cheerful ease , what happy , though false , security , had she then looked around her , enjoying everything present , and fearing little in future , beyond Henry ’s going to Woodston for a day ! 
Henry Tilney	agent	sat	for Henry had been there ; Henry had sat by her and helped her . 
Henry Tilney	agent	helped	for Henry had been there ; Henry had sat by her and helped her . 
Henry Tilney	agent	elated	Yes , only ten days ago had he elated her by his pointed regard — had he even confused her by his too significant reference ! and now — what had she done , or what had she omitted to do , to merit such a change ? 
Henry Tilney	agent	confused	Yes , only ten days ago had he elated her by his pointed regard — had he even confused her by his too significant reference ! and now — what had she done , or what had she omitted to do , to merit such a change ? 
Henry Tilney	agent	done	Yes , only ten days ago had he elated her by his pointed regard — had he even confused her by his too significant reference ! and now — what had she done , or what had she omitted to do , to merit such a change ? 
Henry Tilney	agent	betrayed	Designedly , at least , Henry could not have betrayed her . 
Henry Tilney	agent	turning	If aware of her having viewed him as a murderer , she could not wonder at his even turning her from his house . 
Henry Tilney	agent	think	How Henry would think , and feel , and look , when he returned on the morrow to Northanger and heard of her being gone , was a question of force and interest to rise over every other , to be never ceasing , alternately irritating and soothing ; it sometimes suggested the dread of his calm acquiescence , and at others was answered by the sweetest confidence in his regret and resentment . 
Henry Tilney	agent	feel	How Henry would think , and feel , and look , when he returned on the morrow to Northanger and heard of her being gone , was a question of force and interest to rise over every other , to be never ceasing , alternately irritating and soothing ; it sometimes suggested the dread of his calm acquiescence , and at others was answered by the sweetest confidence in his regret and resentment . 
Henry Tilney	agent	returned	How Henry would think , and feel , and look , when he returned on the morrow to Northanger and heard of her being gone , was a question of force and interest to rise over every other , to be never ceasing , alternately irritating and soothing ; it sometimes suggested the dread of his calm acquiescence , and at others was answered by the sweetest confidence in his regret and resentment . 
Henry Tilney	agent	heard	How Henry would think , and feel , and look , when he returned on the morrow to Northanger and heard of her being gone , was a question of force and interest to rise over every other , to be never ceasing , alternately irritating and soothing ; it sometimes suggested the dread of his calm acquiescence , and at others was answered by the sweetest confidence in his regret and resentment . 
Henry Tilney	agent	dare	To the General , of course , he would not dare to speak ; but to Eleanor — what might he not say to Eleanor about her ? 
Henry Tilney	agent	say	To the General , of course , he would not dare to speak ; but to Eleanor — what might he not say to Eleanor about her ? 
Henry Tilney	agent	say	To the General , of course , he would not dare to speak ; but to Eleanor — what might he not say to Eleanor about her ? 
Henry Tilney	agent	chance	To compose a letter which might at once do justice to her sentiments and her situation , convey gratitude without servile regret , be guarded without coldness , and honest without resentment — a letter which Eleanor might not be pained by the perusal of — and , above all , which she might not blush herself , if Henry should chance to see , was an undertaking to frighten away all her powers of performance ; and , after long thought and much perplexity , to be very brief was all that she could determine on with any confidence of safety . 
Henry Tilney	agent	forget	She could never forget Henry Tilney , or think of him with less tenderness than she did at that moment ; but he might forget her ; and in that case , to meet — ! 
Henry Tilney	agent	meet	She could never forget Henry Tilney , or think of him with less tenderness than she did at that moment ; but he might forget her ; and in that case , to meet — ! 
Henry Tilney	agent	drank	Mr. Tilney drank tea with us , and I always thought him a great addition , he is so very agreeable . 
Henry Tilney	agent	seemed	such an agreeable , worthy man as he seemed to be ! 
Henry Tilney	agent	arrived	It was upon the behaviour of these very slight acquaintance that all her present happiness depended ; and while Mrs. Morland was successfully confirming her own opinions by the justness of her own representations , Catherine was silently reflecting that _ now _ Henry must have arrived at Northanger ; _ now _ he must have heard of her departure ; and _ now _ , perhaps , they were all setting off for Hereford . CHAPTER 30 Catherine ’s disposition was not naturally sedentary , nor had her habits been ever very industrious ; but whatever might hitherto have been her defects of that sort , her mother could not but perceive them now to be greatly increased . 
Henry Tilney	agent	heard	It was upon the behaviour of these very slight acquaintance that all her present happiness depended ; and while Mrs. Morland was successfully confirming her own opinions by the justness of her own representations , Catherine was silently reflecting that _ now _ Henry must have arrived at Northanger ; _ now _ he must have heard of her departure ; and _ now _ , perhaps , they were all setting off for Hereford . CHAPTER 30 Catherine ’s disposition was not naturally sedentary , nor had her habits been ever very industrious ; but whatever might hitherto have been her defects of that sort , her mother could not but perceive them now to be greatly increased . 
Henry Tilney	agent	see	“ You may see the house from this window , sir , ” was information on Sarah ’s side , which produced only a bow of acknowledgment from the gentleman , and a silencing nod from her mother ; for Mrs. Morland , thinking it probable , as a secondary consideration in his wish of waiting on their worthy neighbours , that he might have some explanation to give of his father ’s behaviour , which it must be more pleasant for him to communicate only to Catherine , would not on any account prevent her accompanying him . 
Henry Tilney	agent	communicate	“ You may see the house from this window , sir , ” was information on Sarah ’s side , which produced only a bow of acknowledgment from the gentleman , and a silencing nod from her mother ; for Mrs. Morland , thinking it probable , as a secondary consideration in his wish of waiting on their worthy neighbours , that he might have some explanation to give of his father ’s behaviour , which it must be more pleasant for him to communicate only to Catherine , would not on any account prevent her accompanying him . 
Henry Tilney	agent	had	Some explanation on his father ’s account he had to give ; but his first purpose was to explain himself , and before they reached 
Henry Tilney	agent	done	Mr. Allen ’s grounds he had done it so well that Catherine did not think it could ever be repeated too often . 
Henry Tilney	agent	felt	for , though Henry was now sincerely attached to her , though he felt and delighted in all the excellencies of her character and truly loved her society 
Henry Tilney	agent	delighted	for , though Henry was now sincerely attached to her , though he felt and delighted in all the excellencies of her character and truly loved her society 
Henry Tilney	agent	talked	A very short visit to Mrs. Allen , in which Henry talked at random , without sense or connection , and Catherine , wrapt in the contemplation of her own unutterable happiness , scarcely opened her lips , dismissed them to the ecstasies of another tête - à - tête ; and before it was suffered to close , she was enabled to judge how far he was sanctioned by parental authority in his present application . 
Henry Tilney	agent	offered	Such was the permission upon which he had now offered her his hand . 
Henry Tilney	agent	saved	The affrighted Catherine , amidst all the terrors of expectation , as she listened to this account , could not but rejoice in the kind caution with which Henry had saved her from the necessity of a conscientious rejection , by engaging her faith before he mentioned the subject ; and as he proceeded to give the particulars , and explain the motives of his father ’s conduct , her feelings soon hardened into even a triumphant delight . 
Henry Tilney	agent	mentioned	The affrighted Catherine , amidst all the terrors of expectation , as she listened to this account , could not but rejoice in the kind caution with which Henry had saved her from the necessity of a conscientious rejection , by engaging her faith before he mentioned the subject ; and as he proceeded to give the particulars , and explain the motives of his father ’s conduct , her feelings soon hardened into even a triumphant delight . 
Henry Tilney	agent	proceeded	The affrighted Catherine , amidst all the terrors of expectation , as she listened to this account , could not but rejoice in the kind caution with which Henry had saved her from the necessity of a conscientious rejection , by engaging her faith before he mentioned the subject ; and as he proceeded to give the particulars , and explain the motives of his father ’s conduct , her feelings soon hardened into even a triumphant delight . 
Henry Tilney	agent	supposed	She was guilty only of being less rich than he had supposed her to be . 
Henry Tilney	agent	courted	Under a mistaken persuasion of her possessions and claims , he had courted her acquaintance in Bath , solicited her company at Northanger , and designed her for his daughter - in - law . 
Henry Tilney	agent	knew	The General , perceiving his son one night at the theatre to be paying considerable attention to Miss Morland , had accidentally inquired of Thorpe if he knew more of her than her name . 
Henry Tilney	agent	chose	, had ever since his introduction to Isabella been gradually increasing ; and by merely adding twice as much for the grandeur of the moment , by doubling what he chose to think the amount of Mr. Morland ’s preferment , trebling his private fortune , bestowing a rich aunt , and sinking half the children , he was able to represent the whole family to the General in a most respectable light . 
Henry Tilney	agent	seen	Henry and Eleanor , perceiving nothing in her situation likely to engage their father ’s particular respect , had seen with astonishment the suddenness , continuance , and extent of his attention ; and though latterly , from some hints which had accompanied an almost positive command to his son of doing everything in his power to attach her , Henry was convinced of his father ’s believing it to be an advantageous connection , it was not till the late explanation at Northanger that they had the smallest idea of the false calculations which had hurried him on . That they were false , the General had learnt from the very person who had suggested them , from Thorpe himself , whom he had chanced to meet again in town , and who , under the influence of exactly opposite feelings , irritated by Catherine ’s refusal , and yet more by the failure of a very recent endeavour to accomplish a reconciliation between Morland and Isabella , convinced that they were separated forever , and spurning a friendship which could be no longer serviceable , hastened to contradict all that he had said before to the advantage of the Morlands — confessed himself to have been totally mistaken in his opinion of their circumstances and character , misled by the rhodomontade of his friend to believe his father a man of substance and credit , whereas the transactions of the two or three last weeks proved him to be neither ; for after coming eagerly forward on the first overture of a marriage between the families , with the most liberal proposals , he had , on being brought to the point by the shrewdness of the relator , been constrained to acknowledge himself incapable of giving the young people even a decent support . They were , in fact , a necessitous family ; numerous , too , almost beyond example ; by no means respected in their own neighbourhood , as he had lately had particular opportunities of discovering ; aiming at a style of life which their fortune could not warrant ; seeking to better themselves by wealthy connections ; a forward , bragging , scheming race . The terrified General pronounced the name of Allen with an inquiring look ; and here too Thorpe had learnt his error . 
Henry Tilney	agent	communicate	I leave it to my reader ’s sagacity to determine how much of all this it was possible for Henry to communicate at this time to Catherine , how much of it he could have learnt from his father , in what points his own conjectures might assist him , and what portion must yet remain to be told in a letter from James . 
Henry Tilney	agent	learnt	I leave it to my reader ’s sagacity to determine how much of all this it was possible for Henry to communicate at this time to Catherine , how much of it he could have learnt from his father , in what points his own conjectures might assist him , and what portion must yet remain to be told in a letter from James . 
Henry Tilney	agent	assist	I leave it to my reader ’s sagacity to determine how much of all this it was possible for Henry to communicate at this time to Catherine , how much of it he could have learnt from his father , in what points his own conjectures might assist him , and what portion must yet remain to be told in a letter from James . 
Henry Tilney	agent	blushed	He blushed for the narrow - minded counsel which he was obliged to expose . 
Henry Tilney	agent	felt	He felt himself bound as much in honour as in affection to Miss Morland , and believing that heart to be his own which he had been directed to gain , no unworthy retraction of a tacit consent , no reversing decree of unjustifiable anger , could shake his fidelity , or influence the resolutions it prompted . 
Henry Tilney	agent	believing	He felt himself bound as much in honour as in affection to Miss Morland , and believing that heart to be his own which he had been directed to gain , no unworthy retraction of a tacit consent , no reversing decree of unjustifiable anger , could shake his fidelity , or influence the resolutions it prompted . 
Henry Tilney	agent	bound	He felt himself bound as much in honour as in affection to Miss Morland , and believing that heart to be his own which he had been directed to gain , no unworthy retraction of a tacit consent , no reversing decree of unjustifiable anger , could shake his fidelity , or influence the resolutions it prompted . 
Henry Tilney	agent	refused	He steadily refused to accompany his father into Herefordshire , an engagement formed almost at the moment to promote the dismissal of Catherine , and as steadily declared his intention of offering her his hand . 
Henry Tilney	agent	returned	Henry , in an agitation of mind which many solitary hours were required to compose , had returned almost instantly to Woodston , and , on the afternoon of the following day , had begun his journey to Fullerton . 
Henry Tilney	agent	begun	Henry , in an agitation of mind which many solitary hours were required to compose , had returned almost instantly to Woodston , and , on the afternoon of the following day , had begun his journey to Fullerton . 
Henry Tilney	agent	applied	CHAPTER 31 Mr. and Mrs. Morland ’s surprise on being applied to by Mr. Tilney for their consent to his marrying their daughter was , for a few minutes , considerable , it having never entered their heads to suspect an attachment on either side ; but as nothing , after all , could be more natural than Catherine ’s being beloved , they soon learnt to consider it with only the happy agitation of gratified pride , and , as far as they alone were concerned , had not a single objection to start . 
Henry Tilney	agent	marrying	CHAPTER 31 Mr. and Mrs. Morland ’s surprise on being applied to by Mr. Tilney for their consent to his marrying their daughter was , for a few minutes , considerable , it having never entered their heads to suspect an attachment on either side ; but as nothing , after all , could be more natural than Catherine ’s being beloved , they soon learnt to consider it with only the happy agitation of gratified pride , and , as far as they alone were concerned , had not a single objection to start . 
Henry Tilney	agent	returned	Henry returned to what was now his only home , to watch over his young plantations , and extend his improvements for her sake , to whose share in them he looked anxiously forward ; and Catherine remained at Fullerton to cry . 
Henry Tilney	agent	remained	Henry returned to what was now his only home , to watch over his young plantations , and extend his improvements for her sake , to whose share in them he looked anxiously forward ; and Catherine remained at Fullerton to cry . 
Henry Tilney	agent	looked	Henry returned to what was now his only home , to watch over his young plantations , and extend his improvements for her sake , to whose share in them he looked anxiously forward ; and Catherine remained at Fullerton to cry . 
Henry Tilney	agent	recover	The circumstance which chiefly availed was the marriage of his daughter with a man of fortune and consequence , which took place in the course of the summer — an accession of dignity that threw him into a fit of good humour , from which he did not recover till after Eleanor had obtained his forgiveness of Henry , and his permission for him “ to be a fool if he liked it ! ” 
Henry Tilney	agent	liked	The circumstance which chiefly availed was the marriage of his daughter with a man of fortune and consequence , which took place in the course of the summer — an accession of dignity that threw him into a fit of good humour , from which he did not recover till after Eleanor had obtained his forgiveness of Henry , and his permission for him “ to be a fool if he liked it ! ” 
Henry Tilney	patient	kept	Mr. Tilney was polite enough to seem interested in what she said ; and she kept him on the subject of muslins till the dancing recommenced . 
Henry Tilney	patient	indulged	Catherine feared , as she listened to their discourse , that he indulged himself a little too much with the foibles of others . 
Henry Tilney	patient	Thank	“ Thank you ; for now we shall soon be acquainted , as I am authorized to tease you on this subject whenever we meet , and nothing in the world advances intimacy so much . 
Henry Tilney	patient	tease	“ Thank you ; for now we shall soon be acquainted , as I am authorized to tease you on this subject whenever we meet , and nothing in the world advances intimacy so much . 
Henry Tilney	patient	seeing	CHAPTER 4 With more than usual eagerness did Catherine hasten to the pump - room the next day , secure within herself of seeing Mr. Tilney there before the morning were over , and ready to meet him with a smile ; but no smile was demanded — Mr. Tilney did not appear . 
Henry Tilney	patient	meet	CHAPTER 4 With more than usual eagerness did Catherine hasten to the pump - room the next day , secure within herself of seeing Mr. Tilney there before the morning were over , and ready to meet him with a smile ; but no smile was demanded — Mr. Tilney did not appear . 
Henry Tilney	patient	forgot	Catherine was delighted with this extension of her Bath acquaintance , and almost forgot Mr. Tilney while she talked to Miss Thorpe . 
Henry Tilney	patient	see	“ But you should not persuade me that I think so very much about Mr. Tilney , for perhaps I may never see him again . ” “ Not see him again ! 
Henry Tilney	patient	see	“ But you should not persuade me that I think so very much about Mr. Tilney , for perhaps I may never see him again . ” “ Not see him again ! 
Henry Tilney	patient	seeing	From this state of humiliation , she was roused , at the end of ten minutes , to a pleasanter feeling , by seeing , not Mr. Thorpe , but Mr. Tilney , within three yards of the place where they sat ; he seemed to be moving that way , but he did not see her , and therefore the smile and the blush , which his sudden reappearance raised in Catherine , passed away without sullying her heroic importance . 
Henry Tilney	patient	married	But guided only by what was simple and probable , it had never entered her head that Mr. Tilney could be married ; he had not behaved , he had not talked , like the married men to whom she had been used ; he had never mentioned a wife , and he had acknowledged a sister . 
Henry Tilney	patient	acknowledged	She returned it with pleasure , and then advancing still nearer , he spoke both to her and Mrs. Allen , by whom he was very civilly acknowledged . 
Henry Tilney	patient	left	very often towards that part of the room where she had left Mr. Tilney 
Henry Tilney	patient	see	Perhaps we are talking about you ; therefore I would advise you not to listen , or you may happen to hear something not very agreeable . ” In this commonplace chatter , which lasted some time , the original subject seemed entirely forgotten ; and though Catherine was very well pleased to have it dropped for a while , she could not avoid a little suspicion at the total suspension of all Isabella ’s impatient desire to see Mr. Tilney . 
Henry Tilney	patient	meet	“ Did you meet Mr. Tilney , my dear ? ” said Mrs. Allen . 
Henry Tilney	patient	drawn	The rest of the evening she found very dull ; Mr. Tilney was drawn away from their party at tea , to attend that of his partner ; Miss Tilney , though belonging to it , did not sit near her , and James and Isabella were so much engaged in conversing together that the latter had no leisure to bestow more on her friend than one smile , one squeeze , and one “ dearest Catherine . ” 
Henry Tilney	patient	see	what would not I give to see him ! 
Henry Tilney	patient	saw	My mother says he is the most delightful young man in the world ; she saw him this morning , you know ; you must introduce him to me . 
Henry Tilney	patient	introduce	My mother says he is the most delightful young man in the world ; she saw him this morning , you know ; you must introduce him to me . 
Henry Tilney	patient	see	i assure you , I can hardly exist till I see him . ” 
Henry Tilney	patient	see	“ No , ” said Catherine , “ he is not here ; I can not see him anywhere . ” 
Henry Tilney	patient	know	“ Hum — I do not know him . 
Henry Tilney	patient	address	He was a very handsome man , of a commanding aspect , past the bloom , but not past the vigour of life ; and with his eye still directed towards her , she saw him presently address Mr. Tilney in a familiar whisper . 
Henry Tilney	patient	watch	Every other look upon an average was directed towards the opposite box ; and , for the space of two entire scenes , did she thus watch Henry Tilney , without being once able to catch his eye . No longer could he be suspected of indifference for a play ; his notice was never withdrawn from the stage during two whole scenes . 
Henry Tilney	patient	forced	Catherine was restlessly miserable ; she could almost have run round to the box in which he sat and forced him to hear her explanation . 
Henry Tilney	patient	enlighten	Feelings rather natural than heroic possessed her ; instead of considering her own dignity injured by this ready condemnation — instead of proudly resolving , in conscious innocence , to show her resentment towards him who could harbour a doubt of it , to leave to him all the trouble of seeking an explanation , and to enlighten him on the past only by avoiding his sight , or flirting with somebody else — she took to herself all the shame of misconduct , or at least of its appearance , and was only eager for an opportunity of explaining its cause . The play concluded — the curtain fell — Henry Tilney was no longer to be seen where he had hitherto sat , but his father remained , and perhaps he might be now coming round to their box . 
Henry Tilney	patient	answered	Not with such calmness was he answered by the latter : “ Oh ! 
Henry Tilney	patient	tell	Did not they tell me that Mr. Tilney and his sister were gone out in a phaeton together ? 
Henry Tilney	patient	gone	Did not they tell me that Mr. Tilney and his sister were gone out in a phaeton together ? 
Henry Tilney	patient	Thank	“ Yes , ” added Miss Tilney , “ and I remember that you undertook to read it aloud to me , and that when I was called away for only five minutes to answer a note , instead of waiting for me , you took the volume into the Hermitage Walk , and I was obliged to stay till you had finished it . ” “ Thank you , Eleanor — a most honourable testimony . 
Henry Tilney	patient	leave	I shall soon leave you as far behind me as — what shall I say?—I want an appropriate simile.—as far as your friend Emily herself left poor Valancourt when she went with her aunt into Italy . 
Henry Tilney	patient	treating	Miss Morland , he is treating you exactly as he does his sister . 
Henry Tilney	patient	leave	Come , Miss Morland , let us leave him to meditate over our faults in the utmost propriety of diction , while we praise Udolpho in whatever terms we like best . 
Henry Tilney	patient	understand	“ And now , Henry , ” said Miss Tilney , “ that you have made us understand each other , you may as well make Miss Morland understand yourself — unless you mean to have her think you intolerably rude to your sister , and a great brute in your opinion of women in general . 
Henry Tilney	patient	seeing	, from the intercourse of the day , she seemed hardly so intimate with her as before ; instead of seeing Henry Tilney to greater advantage than ever , in the ease of a family party , he had never said so little , nor been so little agreeable ; and , in spite of their father ’s great civilities to her — in spite of his thanks , invitations , and compliments — it had been a release to get away from him . 
Henry Tilney	patient	influenced	“ With you , it is not , How is such a one likely to be influenced , What is the inducement most likely to act upon such a person ’s feelings , age , situation , and probable habits of life considered — but , How should _ I _ be influenced , What would be _ my _ inducement in acting so and so ? 
Henry Tilney	patient	tell	“ But pray tell me what you mean . ” 
Henry Tilney	patient	convinced	“ Well , then , I only meant that your attributing my brother ’s wish of dancing with Miss Thorpe to good nature alone convinced me of your being superior in good nature yourself to all the rest of the world . ” 
Henry Tilney	patient	seeing	What this additional fortnight was to produce to her beyond the pleasure of sometimes seeing Henry Tilney made but a small part of Catherine ’s speculation . 
Henry Tilney	patient	entreating	She spoke to Henry Tilney on the subject , regretting his brother ’s evident partiality for Miss Thorpe , and entreating him to make known her prior engagement . 
Henry Tilney	patient	pardon	“ Persuasion is not at command ; but pardon me , if I can not even endeavour to persuade him . 
Henry Tilney	patient	compare	; Henry drove so well — so quietly — without making any disturbance , without parading to her , or swearing at them : so different from the only gentleman - coachman whom it was in her power to compare him with ! 
Henry Tilney	patient	frightened	yes — I do not think I should be easily frightened , because there would be so many people in the house — and besides , it has never been uninhabited and left deserted for years , and then the family come back to it unawares , without giving any notice , as generally happens . ” 
Henry Tilney	patient	amused	Well , go on . ” But Henry was too much amused by the interest he had raised to be able to carry it farther ; he could no longer command solemnity either of subject or voice , and was obliged to entreat her to use her own fancy in the perusal of Matilda ’s woes . 
Henry Tilney	patient	assure	Catherine , recollecting herself , grew ashamed of her eagerness , and began earnestly to assure him that her attention had been fixed without the smallest apprehension of really meeting with what he related . 
Henry Tilney	patient	provided	Did Henry ’s income depend solely on this living , he would not be ill - provided for . 
Henry Tilney	patient	miss	“ To be sure you must miss him very much . ” 
Henry Tilney	patient	gave	With a feeling of terror not very definable , she fixed her eyes on the staircase , and in a few moments it gave Henry to her view . 
Henry Tilney	patient	detain	I thought you did not mean to come back till to - morrow . ” “ I did not expect to be able to return sooner , when I went away ; but three hours ago I had the pleasure of finding nothing to detain me . 
Henry Tilney	patient	leave	She could not contradict it , and therefore suffered herself to be detained , though her dread of further questions made her , for the first time in their acquaintance , wish to leave him . 
Henry Tilney	patient	prevented	He was prevented , however , from even looking his surprise by his father ’s entrance . 
Henry Tilney	patient	leave	“ Yes ; I am sure I should be very sorry to leave you so soon , but something has happened that would make it very dreadful for me to be in the same house with Captain Tilney . ” 
Henry Tilney	patient	marry	Isabella — no wonder _ now _ I have not heard from her — Isabella has deserted my brother , and is to marry yours ! 
Henry Tilney	patient	misinformed	could you have believed there had been such inconstancy and fickleness , and everything that is bad in the world ? ” “ I hope , so far as concerns my brother , you are misinformed . 
Henry Tilney	patient	undervalue	“ Your brother is certainly very much to be pitied at present ; but we must not , in our concern for his sufferings , undervalue yours . 
Henry Tilney	patient	telling	And it all ended , at last , in his telling Henry one morning that when he next went to Woodston , they would take him by surprise there some day or other , and eat their mutton with him . 
Henry Tilney	patient	put	You are not to put yourself at all out of your way . 
