character,Admiral Croft,Anna Weston,Anne Elliot,Augusta Elton,Captain Benwick,Captain Harville,Captain Wentworth,Caroline Bingley,Catherine Morland,Charles Bingley,Charles Musgrove,Charlotte Lucas,Charlotte Palmer,Colonel Brandon,Colonel Fitzwilliam,Edmund Bertram,Edward Ferrars,Eleanor Tilney,Elinor Dashwood,Elizabeth Bennet,Elizabeth Elliot,Emma Woodhouse,Fanny Dashwood,Fanny Price,Fitzwilliam Darcy,Frank Churchill,Frederick Tilney,General Tilney,George Knightley,George Wickham,Georgiana Darcy,Harriet Smith,Henrietta Musgrove,Henry Crawford,Henry Tilney,Isabella Knightley,Isabella Thorpe,James Morland,Jane Bennet,Jane Fairfax,John Dashwood,John Knightley,John Thorpe,John Willoughby,Julia Bertram,Kitty Bennet,Lady Bertram,Lady Catherine de Bourgh,Lady Middleton,Lady Russell,Louisa Musgrove,Lucy Steele,Lydia Bennet,Margaret Dashwood,Maria Bertram,Marianne Dashwood,Mary Bennet,Mary Crawford,Mary Musgrove,Miss Bates,Mr. Allen,Mr. Bennet,Mr. Gardiner,Mr. Hurst,Mr. Musgrove,Mr. Perry,Mr. Rushworth,Mr. Shepherd,Mr. Weston,Mr. Woodhouse,Mr. Yates,Mrs. Allen,Mrs. Bates,Mrs. Bennet,Mrs. Clay,Mrs. Croft,Mrs. Dashwood,Mrs. Ferrars,Mrs. Gardiner,Mrs. Grant,Mrs. Hurst,Mrs. Jennings,Mrs. Morland,Mrs. Musgrove,Mrs. Norris,Mrs. Phillips,Mrs. Price,Mrs. Rushworth,Mrs. Smith,Mrs. Thorpe,Philip Elton,Robert Ferrars,Robert Martin,Sir John Middleton,Sir Thomas Bertram,Sir Walter Elliot,Sir William Lucas,Susan Price,Thomas Palmer,Tom Bertram,William Collins,William Elliot,William Price
John Thorpe,-0.06697,-0.159935,-0.114588,-0.264126,0.005174,-0.032793,-0.079066,-0.029026,0.289957,-0.004853,0.108317,-0.085688,-0.044276,-0.068532,0.206038,0.125621,-0.15621,0.168465,-0.159749,0.098668,-0.025964,-0.211005,-0.002978,0.093523,0.007479,-0.236964,0.164855,-0.02179,-0.138748,0.030217,-0.062752,-0.210827,-0.089048,0.000537,0.18264,-0.111969,0.243712,0.174028,-0.018661,-0.215204,-0.125808,-0.103396,1.0,-0.12794,0.170425,0.079001,0.036532,0.095149,-0.002657,-0.147437,-0.113659,-0.173154,0.066711,0.115778,0.088549,-0.107315,-0.112217,0.112006,-0.017526,-0.175882,0.054184,0.065779,0.211926,-0.14279,0.163155,-0.083845,0.071664,-0.106942,0.076811,-0.280102,0.046313,0.105239,-0.127306,0.017791,-0.140678,-0.076679,-0.058102,-0.200449,-0.118782,-0.075583,0.115041,-0.107966,0.0838,-0.039107,-0.011497,0.021234,0.050738,0.106996,-0.132018,0.088347,-0.114221,-0.002032,0.038052,0.083974,0.056131,-0.238416,0.012268,-0.056462,-0.208187,0.071368,-0.124252,-0.015681,-0.030379
John Willoughby,0.287856,0.161887,-0.022841,0.378634,0.012588,0.408119,-0.173113,-0.259453,-0.288496,-0.293298,-0.029102,-0.184591,0.253466,0.674304,-0.092323,-0.251273,0.652878,0.038528,0.767748,-0.224951,-0.111346,0.286429,0.144263,-0.36842,-0.169506,0.162029,-0.045975,0.012806,0.205864,-0.025854,-0.076759,0.476478,0.050671,-0.282522,0.015764,-0.011718,-0.247985,-0.055647,-0.086705,0.190197,0.11146,0.203292,-0.12794,1.0,-0.269829,-0.330891,-0.109101,-0.07075,0.144892,-0.093885,0.339622,0.584346,-0.22685,0.220802,-0.287485,0.663351,-0.008744,-0.456367,-0.174899,0.094022,-0.063312,-0.190975,-0.032306,-0.045462,0.000494,-0.239379,-0.334238,-0.016773,0.080643,0.018411,-0.316248,-0.051401,0.076202,-0.334067,-0.169534,-0.02024,0.397947,0.639969,-0.104302,-0.235551,0.172231,0.62316,-0.152114,-0.187884,-0.437181,-0.037773,-0.295709,-0.005641,0.292926,-0.119565,0.02889,0.278948,-0.148773,0.156996,-0.408939,0.000663,-0.220297,-0.19858,0.375525,-0.293977,-0.223324,0.124697,-0.251657
Julia Bertram,-0.147981,-0.041831,-0.218435,-0.234877,-0.137858,-0.353359,-0.086734,0.036642,0.17559,0.057885,-0.067371,-0.002395,-0.039783,-0.221903,0.158892,0.329328,-0.226841,0.032079,-0.205446,0.073574,-0.083749,-0.172895,0.007578,0.358499,0.028433,-0.067529,-0.000835,-0.025683,-0.123372,-0.013058,0.090458,-0.200876,-0.091288,0.195367,0.161551,-0.053499,0.083787,0.069607,-0.028358,-0.203351,-0.005154,-0.157573,0.170425,-0.269829,1.0,0.215953,0.159685,0.071981,0.081234,-0.056432,-0.155256,-0.160734,0.162252,0.022415,0.342089,-0.224107,-0.013827,0.382647,-0.051025,-0.141762,-0.006821,0.01533,0.102969,-0.120214,0.149194,0.129431,0.275933,-0.115974,-0.141877,-0.102853,0.443295,-0.016495,0.049029,0.100274,-0.172665,-0.087168,-0.082448,-0.307081,-0.087863,0.105419,0.099206,-0.206183,-0.040037,-0.071048,0.202934,0.006048,0.112502,-0.069143,-0.327069,-0.030424,-0.044872,-0.102125,0.020908,-0.059555,0.23905,-0.1685,-0.029347,-0.071984,-0.193376,0.374745,-0.045219,-0.195362,0.058795
Kitty Bennet,-0.338329,-0.073666,0.007216,-0.289203,-0.152694,-0.437684,0.04557,0.120148,0.201028,0.3057,0.031533,0.097084,-0.052891,-0.378209,0.265194,0.157979,-0.350495,-0.041652,-0.242848,0.343604,-0.061828,-0.192149,0.06255,0.200416,0.128846,-0.092032,0.003798,-0.138774,-0.211585,0.082943,0.216457,-0.350374,-0.081551,0.079611,-0.014537,-0.102741,0.165006,0.013306,0.211347,-0.093164,0.041585,-0.250239,0.079001,-0.330891,0.215953,1.0,0.011886,0.01203,0.089776,0.114177,-0.219416,-0.259376,0.23718,-0.236842,0.194211,-0.373349,-0.091528,0.208102,0.114245,-0.046642,-0.083896,0.359657,0.174992,-0.072196,0.041905,0.246383,0.168088,-0.069521,0.055459,-0.044502,0.143902,-0.181746,0.01661,0.325764,-0.133052,-0.091523,0.041884,-0.360047,0.079373,0.081383,-0.149483,-0.166633,-0.026135,-0.060194,0.198952,0.026185,0.194651,-0.069463,-0.249578,-0.131653,0.016193,-0.246408,0.096503,-0.242443,0.314039,-0.118934,0.0796,0.129721,-0.161476,0.167012,0.192018,0.008855,0.11877
Lady Bertram,-0.16755,-0.236629,-0.094606,-0.149698,-0.103263,-0.067379,-0.001154,-0.024679,0.142058,0.015026,-0.099299,-0.047849,-0.006267,-0.15277,0.007981,0.367271,-0.132382,-0.004602,-0.142115,0.018354,-0.040576,-0.095771,0.028917,0.467306,0.001002,-0.010475,0.041272,-0.055037,-0.12566,-0.044883,-0.013877,-0.166339,-0.00433,0.279917,0.051097,-0.012636,0.136556,-0.096982,0.047024,-0.091044,0.041156,-0.157463,0.036532,-0.109101,0.159685,0.011886,1.0,-0.028076,-0.006159,-0.048491,-0.162285,-0.113389,0.06861,-0.082459,0.227972,-0.245638,0.036658,0.182339,-0.09389,-0.033881,-0.055698,-0.090835,0.026385,-0.08944,-0.089057,-0.078137,0.126635,-0.144745,-0.067898,-0.076449,0.184974,-0.032734,-0.136375,0.087799,-0.094172,-0.132169,-0.088681,-0.014626,-0.048238,0.085191,0.008796,-0.013019,0.092229,-0.068944,0.250943,0.025316,0.143112,-0.027961,-0.155043,-0.069134,-0.025817,-0.22071,-0.012775,-0.068763,0.342156,-0.123794,-0.028487,0.23401,-0.084357,0.115823,-0.028864,-0.075533,0.355529
Lady Catherine de Bourgh,0.054655,0.089053,-0.110282,-0.026085,0.044011,-0.093337,-0.089664,0.097206,0.214911,0.088679,0.091677,0.159146,-0.069157,0.057291,0.05895,0.042404,-0.100647,0.230109,-0.063148,0.101603,-0.021927,-0.090949,-0.075407,0.16568,0.014959,-0.155726,0.012592,0.177055,-0.059637,0.15159,0.025282,-0.035465,-0.246709,0.047012,0.130392,-0.111963,0.044549,0.208639,-0.067635,-0.094205,-0.085344,0.036316,0.095149,-0.07075,0.071981,0.01203,-0.028076,1.0,-0.13677,-0.24978,0.054955,-0.057939,0.113509,0.006332,0.066743,0.094875,-0.007112,0.129023,-0.128248,-0.22013,0.192568,0.092616,0.038805,0.116045,0.130758,-0.006011,0.083935,-0.14023,-0.207909,-0.14895,0.000717,0.243951,-0.06007,0.059315,-0.095477,0.138576,-0.147764,-0.0945,-0.007988,0.084275,0.142638,-0.015029,-0.122615,0.047439,0.118162,-0.119862,-0.023846,-0.030597,0.036443,0.077001,-0.307353,0.009496,-0.204968,0.178269,0.012635,-0.178054,0.111041,-0.212291,0.060438,-0.050237,-0.059052,-0.107676,-0.113378
Lady Middleton,-0.234157,-0.12699,-0.007097,-0.20422,-0.145086,-0.158079,0.024747,-0.134778,-0.066777,-0.098008,-0.090999,-0.151237,0.254057,0.007047,0.020054,0.009701,0.082559,-0.0286,0.209848,-0.064885,-0.09074,-0.112357,0.213389,-0.065248,-0.174926,-0.022437,-0.156349,-0.057968,-0.23295,-0.163186,0.083771,-0.161303,0.099164,-0.232444,-0.061732,0.01786,-0.165682,-0.06303,0.018817,-0.083885,0.236764,-0.149844,-0.002657,0.144892,0.081234,0.089776,-0.006159,-0.13677,1.0,0.209681,-0.113326,0.023318,0.041883,0.056307,-0.051407,-0.046096,-0.092556,-0.083224,0.04262,0.047902,-0.050372,0.118031,0.088984,-0.120545,0.212976,0.231342,-0.030682,-0.009697,0.039218,-0.049712,0.099407,-0.193877,0.065824,-0.052514,-0.172853,-0.211028,0.231638,0.030665,-0.038159,-0.206597,-0.057993,0.165195,-0.07587,-0.128773,0.005189,0.108083,0.070744,-0.115144,-0.177152,-0.195144,0.150526,-0.032317,0.105771,-0.069435,0.113668,-0.059825,-0.138609,0.029665,-0.091263,0.019504,-0.053538,0.126879,-0.1119
Lady Russell,-0.267493,-0.178118,0.393705,-0.206263,-0.05056,-0.204565,0.300684,-0.039509,-0.145807,-0.05399,-0.051813,-0.057957,-0.063837,-0.321007,-0.071115,0.063892,-0.145994,-0.354372,-0.015735,-0.00452,0.15351,-0.008759,0.07174,-0.086714,0.042653,0.164233,-0.104776,-0.256411,-0.117289,-0.151495,0.078971,-0.14136,0.318613,-0.0856,-0.195458,0.075357,-0.135771,-0.197021,0.128087,0.063054,0.216306,-0.209852,-0.147437,-0.093885,-0.056432,0.114177,-0.048491,-0.24978,0.209681,1.0,-0.155339,-0.063934,-0.115548,-0.133727,-0.027773,-0.246841,0.009146,-0.024198,0.38925,0.214609,-0.207699,0.081741,0.009335,0.014465,-0.191736,0.137718,0.100793,0.360286,-0.006507,0.159248,0.069411,-0.45672,0.148693,0.042527,0.157309,-0.084281,0.075273,-0.133848,0.116833,0.016469,-0.304291,-0.117689,0.064411,-0.066897,0.054976,0.04296,0.012757,-0.032863,-0.042736,-0.254417,0.302003,-0.205469,0.235487,-0.377335,0.209485,0.234759,-0.055645,0.203765,-0.254755,0.136234,0.157291,0.345392,0.165624
Louisa Musgrove,0.52941,0.289374,0.162926,0.516518,0.170564,0.448568,0.110837,-0.238284,-0.217555,-0.333025,0.200825,-0.197373,0.19121,0.564696,-0.28764,-0.329516,0.459924,0.239225,0.162086,-0.380347,-0.070789,0.191046,-0.173994,-0.368745,-0.293659,0.122509,-0.149923,0.239499,0.149127,0.001797,-0.125301,0.442077,0.037322,-0.264247,0.128181,-0.083709,-0.278311,0.127758,-0.37406,0.176877,-0.258044,0.455517,-0.113659,0.339622,-0.155256,-0.219416,-0.162285,0.054955,-0.113326,-0.155339,1.0,0.262166,-0.132974,0.131598,-0.306885,0.42124,-0.06533,-0.237953,-0.042511,0.046171,0.032672,-0.240376,-0.170531,-0.005601,0.065214,-0.107587,-0.331831,0.024868,0.113485,0.042855,-0.13317,0.255885,0.125063,-0.441967,-0.084218,0.054043,-0.09164,0.299294,-0.216419,-0.298539,0.321137,0.260847,-0.160392,0.032627,-0.274011,-0.016232,-0.110297,0.035308,0.45007,0.064291,-0.071224,0.275055,-0.277322,0.26459,-0.434765,0.244291,-0.152717,-0.334223,0.376398,-0.363298,-0.418595,0.210811,-0.37738
Lucy Steele,0.2254,0.107474,-0.039402,0.326485,0.051073,0.332539,-0.156482,-0.13632,-0.310299,-0.197283,-0.114851,-0.046614,0.111748,0.513931,-0.159525,-0.16135,0.644464,-0.045909,0.66644,-0.191079,-0.074439,0.21227,0.247631,-0.261256,-0.093616,0.142878,0.021311,0.00564,0.179033,-0.060827,0.049111,0.354164,0.0402,-0.209339,0.056487,-0.02036,-0.214133,-0.101644,-0.069447,0.115691,0.093136,0.18235,-0.173154,0.584346,-0.160734,-0.259376,-0.113389,-0.057939,0.023318,-0.063934,0.262166,1.0,-0.171613,0.24986,-0.215139,0.547487,0.030168,-0.339489,-0.18009,0.05637,-0.097727,-0.218876,-0.138766,-0.023739,-0.117401,-0.244691,-0.325944,-0.101526,0.003071,-0.051599,-0.248525,0.033356,0.042678,-0.293486,-0.147811,0.109504,0.210917,0.601854,-0.10289,-0.149266,0.119845,0.501994,-0.117234,-0.047626,-0.344576,-0.03482,-0.258759,-0.044451,0.211561,-0.058203,0.01057,0.541851,-0.191051,0.02749,-0.312547,-0.036281,-0.227532,-0.179168,0.335452,-0.229087,-0.13044,0.003495,-0.193527
Lydia Bennet,-0.21951,-0.173177,-0.26262,-0.214594,-0.071358,-0.201048,-0.028593,0.166209,0.128178,0.328048,-0.060306,0.151391,0.000396,-0.194392,0.089108,0.047238,-0.219659,-0.007138,-0.209125,0.280834,-0.089126,-0.272154,0.121633,0.192671,0.052807,-0.211079,-0.01317,-0.023356,-0.261544,0.042143,0.100329,-0.247975,-0.069133,0.012568,-0.038797,-0.042161,0.188488,0.003961,0.254088,-0.242591,-0.044061,-0.117755,0.066711,-0.22685,0.162252,0.23718,0.06861,0.113509,0.041883,-0.115548,-0.132974,-0.171613,1.0,0.039417,0.119628,-0.276873,-0.10649,0.153854,-0.073605,-0.173561,-0.095567,0.191227,0.23657,0.026931,0.08592,-0.010316,0.048311,-0.264209,-0.172281,-0.100716,0.02697,0.185953,-0.042313,0.304964,-0.033174,-0.124855,-0.069271,-0.194186,0.121302,0.165305,-0.030696,-0.091411,0.032788,0.061546,0.165484,0.18835,0.20494,-0.15133,-0.335492,0.171705,-0.029146,-0.06269,-0.108686,-0.002665,0.055728,-0.241469,-0.029256,0.051748,-0.151206,0.081551,0.199234,-0.294156,0.141176
Margaret Dashwood,0.20072,-0.123334,-0.241571,0.030298,0.22438,0.20383,-0.1925,-0.159828,-0.178863,-0.147166,0.006897,-0.045155,0.149568,0.346332,-0.053545,-0.101692,0.296659,0.189483,0.21525,-0.215171,-0.093323,-0.112485,0.218727,-0.164963,-0.20472,-0.149301,0.024945,0.101744,-0.044583,-0.129037,-0.0648,0.096831,-0.003842,-0.221077,0.147192,-0.070944,-0.134996,0.012369,-0.210805,-0.248517,-0.074793,0.076233,0.115778,0.220802,0.022415,-0.236842,-0.082459,0.006332,0.056307,-0.133727,0.131598,0.24986,0.039417,1.0,-0.142851,0.341632,-0.121838,-0.230603,-0.030436,-0.145251,0.028421,-0.224557,0.02747,-0.038573,0.186931,-0.231544,-0.322599,-0.243551,-0.149974,-0.235838,-0.143585,0.293436,-0.084294,-0.274496,-0.189334,0.019012,0.1021,0.225628,-0.146285,-0.185615,0.186843,0.13109,-0.144878,-0.009863,-0.302118,0.118072,-0.158082,0.125636,0.007677,0.175646,-0.126571,0.44296,-0.141836,0.245143,-0.355939,-0.141417,-0.184901,-0.305303,0.041196,-0.098686,-0.266718,-0.066236,-0.230755
Maria Bertram,-0.301331,-0.06784,-0.082398,-0.254493,-0.134488,-0.31163,0.035222,0.142123,0.339926,0.259223,-0.202403,0.14085,-0.16812,-0.384716,0.157437,0.387439,-0.33753,-0.060981,-0.198338,0.244375,0.007371,-0.145003,0.016477,0.494015,0.243478,-0.104457,0.014824,-0.096667,-0.113198,0.026835,0.172559,-0.269293,-0.150585,0.399069,0.105014,-0.03223,0.298104,0.047367,0.143879,-0.137022,0.056055,-0.189235,0.088549,-0.287485,0.342089,0.194211,0.227972,0.066743,-0.051407,-0.027773,-0.306885,-0.215139,0.119628,-0.142851,1.0,-0.306126,0.005667,0.492085,-0.045985,-0.179558,-0.080606,0.002899,0.010443,-0.062449,-0.06352,0.068106,0.405567,-0.061797,-0.16871,-0.09444,0.353603,0.005008,-0.068408,0.272225,-0.021641,-0.012954,-0.061881,-0.256858,0.03536,0.252435,-0.054448,-0.224513,0.061396,0.028791,0.3978,-0.140616,0.186696,-0.103847,-0.304693,-0.077207,0.023679,-0.290459,-0.01836,-0.155032,0.388557,-0.223863,0.084162,0.099533,-0.230013,0.3485,0.161698,-0.238903,0.296271
Marianne Dashwood,0.454073,0.236205,-0.04567,0.406156,0.22114,0.428634,-0.211953,-0.20433,-0.29739,-0.233932,0.160885,-0.120521,0.161064,0.754232,-0.13297,-0.271021,0.682694,0.183738,0.716971,-0.290992,-0.157098,0.142581,-0.062758,-0.410723,-0.158813,-0.042131,0.012932,0.205544,0.212303,0.091968,-0.16478,0.444337,-0.143099,-0.227732,0.091421,-0.128688,-0.261633,0.05975,-0.264809,0.078979,-0.02625,0.354727,-0.107315,0.663351,-0.224107,-0.373349,-0.245638,0.094875,-0.046096,-0.246841,0.42124,0.547487,-0.276873,0.341632,-0.306126,1.0,0.050982,-0.294668,-0.114275,-0.044989,0.142691,-0.199019,-0.140269,0.028261,-0.006274,-0.27084,-0.368939,-0.077054,-0.017927,-0.127676,-0.250061,0.223432,0.012941,-0.408426,-0.132082,0.156795,0.231953,0.59911,-0.18018,-0.199499,0.240621,0.483472,-0.216381,-0.042909,-0.392231,-0.118025,-0.373416,0.147999,0.440996,0.061451,-0.227625,0.461539,-0.28145,0.367029,-0.486672,0.106717,-0.10692,-0.408515,0.464503,-0.326359,-0.351404,0.049984,-0.38137
Mary Bennet,-0.00128,-0.033689,-0.049245,-0.02364,-0.085594,-0.052079,0.036772,0.101086,-0.018743,0.022353,-0.066345,-0.027022,-0.085971,-0.088321,-0.066612,0.072428,0.007955,-0.136641,-0.014925,-0.036647,-0.144038,-0.029742,-0.087265,-0.019817,0.152824,0.090041,-0.002984,-0.017209,-0.028216,0.012203,-0.122199,-0.016084,0.021084,0.019786,-0.013738,0.074921,0.01923,-0.026666,0.095186,0.043084,-0.022569,-0.036355,-0.112217,-0.008744,-0.013827,-0.091528,0.036658,-0.007112,-0.092556,0.009146,-0.06533,0.030168,-0.10649,-0.121838,0.005667,0.050982,1.0,0.085647,-0.105705,0.094845,-0.039889,-0.01796,-0.071633,0.029559,-0.130431,-0.030655,0.153087,0.027947,-0.137716,0.07058,0.094825,-0.157353,-0.005474,-0.039881,0.032923,-0.011585,-0.149447,0.004775,0.001281,0.080797,0.045146,-0.141036,0.041673,-0.070739,0.023153,0.049461,-0.009924,-0.044792,0.048469,-0.156821,0.052416,-0.02579,0.030191,-0.048129,-0.004083,0.140592,0.096341,-0.053857,-0.12429,-0.016395,-0.025453,-0.096618,-0.002111
Mary Crawford,-0.221007,-0.065591,-0.12211,-0.276997,-0.158582,-0.339114,0.07113,0.15438,0.484908,0.250111,-0.149193,0.073355,-0.176067,-0.421714,0.056382,0.410421,-0.352511,0.046992,-0.301742,0.242037,-0.090794,-0.272456,-0.182871,0.575109,0.233602,-0.136467,0.042957,0.087248,-0.188544,0.181956,0.096218,-0.345003,-0.189678,0.52395,0.128157,-0.032522,0.34225,0.065617,0.067518,-0.156118,0.065127,-0.062634,0.112006,-0.456367,0.382647,0.208102,0.182339,0.129023,-0.083224,-0.024198,-0.237953,-0.339489,0.153854,-0.230603,0.492085,-0.294668,0.085647,1.0,-0.048933,-0.202507,0.046657,-0.000931,0.041675,-0.045868,-0.02765,0.108693,0.62162,0.018694,-0.138086,-0.123173,0.524948,-0.014129,-0.055509,0.26478,0.091005,-0.104654,-0.214409,-0.35819,0.038469,0.371489,-0.083177,-0.33535,0.003137,0.006633,0.579962,-0.152837,0.21943,-0.100628,-0.294854,-0.096017,-0.07835,-0.334627,-0.054326,-0.046642,0.533106,-0.086137,0.211727,0.00411,-0.291818,0.375492,0.113318,-0.235483,0.328246
Mary Musgrove,-0.126511,-0.047608,0.440633,-0.130824,0.273115,-0.083622,0.235669,-0.104772,-0.073901,-0.053994,0.288053,-0.13922,-0.047078,-0.172278,-0.075129,-0.080221,-0.170456,-0.065645,-0.099222,-0.06472,0.173145,-0.047548,0.031372,-0.067979,-0.106743,-0.084956,-0.023189,-0.153448,-0.05784,-0.178409,-0.010166,-0.122144,0.128935,-0.110528,-0.146786,0.012224,-0.041336,-0.027108,-0.058526,-0.041687,0.039598,-0.148208,-0.017526,-0.174899,-0.051025,0.114245,-0.09389,-0.128248,0.04262,0.38925,-0.042511,-0.18009,-0.073605,-0.030436,-0.045985,-0.114275,-0.105705,-0.048933,1.0,0.013609,-0.124513,0.046146,0.034065,-0.072049,0.021487,0.099193,-0.029547,0.141665,0.032904,0.002325,-0.034566,-0.153185,-0.004481,-0.018327,0.107074,0.040817,0.060766,-0.148322,-0.031265,-0.077463,-0.175419,-0.08407,-0.021974,0.057699,-0.018126,-0.053484,0.008703,0.041332,0.086614,0.051209,0.028792,-0.119568,0.073088,-0.140349,0.00954,0.117944,-0.025869,0.103928,-0.088355,0.081565,0.00775,0.411925,0.035158
Miss Bates,-0.02258,0.142184,0.039686,0.356839,-0.090034,-0.013494,-0.088311,-0.014288,-0.291132,-0.142441,-0.169615,-0.058755,0.050218,-0.004837,-0.233426,-0.155197,0.13691,-0.25549,0.057282,-0.227766,-0.005708,0.511059,-0.020159,-0.281648,-0.108217,0.557581,-0.141844,-0.057031,0.278281,-0.220702,-0.07796,0.359817,0.159755,-0.208448,-0.261139,0.198595,-0.21351,-0.044802,0.035276,0.462425,0.012257,0.003771,-0.175882,0.094022,-0.141762,-0.046642,-0.033881,-0.22013,0.047902,0.214609,0.046171,0.05637,-0.173561,-0.145251,-0.179558,-0.044989,0.094845,-0.202507,0.013609,1.0,-0.131006,0.061407,-0.209093,0.073858,-0.260543,0.083549,-0.104339,0.03194,0.261118,0.533258,-0.161535,-0.193103,0.216431,-0.104295,0.01432,-0.15473,-0.024054,0.132973,0.052806,-0.00541,-0.184754,0.069839,0.077368,-0.191135,-0.087167,0.158717,-0.125634,-0.101421,0.083715,-0.066067,0.532076,0.01147,0.367626,-0.100335,-0.112503,0.2669,-0.12054,0.053632,0.019202,-0.007591,0.020904,0.14731,-0.022895
Mr. Allen,0.173784,0.047931,-0.105275,0.070954,0.08639,0.09734,-0.129823,-0.03026,0.076801,0.007045,0.051077,0.115564,0.003738,0.124372,-0.020947,-0.056333,0.036167,0.204136,-0.071969,-0.040974,-0.114705,-0.099262,-0.243048,-0.062695,-0.07207,-0.108316,-0.03674,0.34664,-0.058315,0.152894,-0.053429,0.007624,-0.203369,-0.016695,0.042106,-0.077046,-0.037223,0.170724,-0.16213,-0.09223,-0.115994,0.108404,0.054184,-0.063312,-0.006821,-0.083896,-0.055698,0.192568,-0.050372,-0.207699,0.032672,-0.097727,-0.095567,0.028421,-0.080606,0.142691,-0.039889,0.046657,-0.124513,-0.131006,1.0,0.028837,-0.0397,0.054447,0.040787,-0.003508,-0.104801,-0.06147,-0.036453,-0.135228,-0.005634,0.248303,-0.045474,-0.03821,-0.112295,0.115533,-0.144055,-0.004458,-0.003973,-0.041056,0.08151,-0.059555,-0.078549,0.046723,-0.0629,-0.072708,-0.092694,0.088619,0.141911,0.113962,-0.266774,0.080427,-0.088739,0.26279,-0.097751,0.084502,0.058634,-0.194704,0.124425,-0.164849,-0.175847,0.019797,-0.15824
Mr. Bennet,-0.287774,-0.111916,-0.038446,-0.264737,-0.132169,-0.291013,-0.036922,0.236396,0.056387,0.349645,0.077035,0.115287,-0.08324,-0.270911,0.252283,0.010126,-0.233805,-0.135268,-0.128226,0.392947,-0.09585,-0.15517,-0.042153,-0.03826,0.197054,-0.102836,0.061795,-0.057506,-0.19283,0.151224,0.037345,-0.23995,-0.023862,-0.055713,-0.16744,-0.041918,0.11275,0.061958,0.355563,-0.123421,0.078258,-0.30775,0.065779,-0.190975,0.01533,0.359657,-0.090835,0.092616,0.118031,0.081741,-0.240376,-0.218876,0.191227,-0.224557,0.002899,-0.199019,-0.01796,-0.000931,0.046146,0.061407,0.028837,1.0,0.209584,0.107656,-0.039967,0.130961,0.115625,-0.053458,-0.039605,-0.03587,-0.044681,-0.189311,-0.000504,0.32193,-0.055937,-0.058871,0.023304,-0.241466,0.239862,0.125702,-0.182595,-0.172891,0.049325,-0.040759,0.103783,-0.053546,0.059547,-0.076848,-0.173599,-0.014029,-0.018957,-0.160286,0.143166,-0.128988,0.141891,0.038194,0.070211,0.124796,-0.164049,0.04504,0.23063,-0.041114,0.078883
Mr. Gardiner,-0.250825,-0.187506,-0.111561,-0.350429,-0.112602,-0.15782,-0.083164,0.054248,0.131035,0.21463,-0.006865,0.013296,-0.154821,-0.123583,0.391714,0.070248,-0.204678,0.124848,-0.041389,0.537146,0.028883,-0.170556,0.102886,0.155644,0.298488,-0.226648,0.013813,-0.160519,-0.092285,0.369202,0.170647,-0.219027,-0.052959,0.005124,0.15763,-0.127429,0.122872,0.005589,0.367819,-0.228909,0.118178,-0.186022,0.211926,-0.032306,0.102969,0.174992,0.026385,0.038805,0.088984,0.009335,-0.170531,-0.138766,0.23657,0.02747,0.010443,-0.140269,-0.071633,0.041675,0.034065,-0.209093,-0.0397,0.209584,1.0,-0.077966,0.152871,-0.039334,0.046569,-0.141028,-0.066288,-0.232417,0.012633,-0.102856,-0.099463,0.293391,-0.164025,-0.139086,0.137987,-0.244264,0.213307,-0.024037,0.086766,-0.026537,-0.025407,-0.036776,-0.039863,0.028057,-0.055237,-0.039859,-0.289827,-0.049847,-0.171035,-0.187865,0.000407,-0.056215,0.074315,-0.229274,-0.036835,-0.001086,-0.145067,-0.024838,0.214567,-0.027628,-0.031358
Mr. Hurst,-0.026016,-0.064539,-0.024079,0.042983,0.014115,-0.048392,-0.051276,0.300373,0.082497,0.146394,-0.061058,0.219993,-0.168152,-0.108597,-0.087269,-0.016812,-0.038926,0.002674,-0.073638,0.109802,-0.019278,-0.003357,-0.014873,-0.049164,0.126363,-0.038851,-0.08659,0.1064,0.020905,0.03845,-0.029319,0.054526,-0.067074,0.019448,-0.051627,0.009969,0.042332,-0.001827,0.118451,0.090959,-0.09928,0.029173,-0.14279,-0.045462,-0.120214,-0.072196,-0.08944,0.116045,-0.120545,0.014465,-0.005601,-0.023739,0.026931,-0.038573,-0.062449,0.028261,0.029559,-0.045868,-0.072049,0.073858,0.054447,0.107656,-0.077966,1.0,-0.158975,-0.077069,0.014153,-0.114322,-0.176588,0.08841,-0.112602,0.090871,-0.019266,0.089806,0.038446,0.01248,-0.02522,-0.037461,0.231773,0.198547,-0.077969,-0.074561,0.032486,0.017056,0.053752,-0.07922,-0.008983,-0.114213,-0.026793,0.030756,-0.035335,-0.006123,-0.105437,-0.003504,-0.061719,0.05473,0.147884,-0.011216,-0.019098,-0.016321,0.170811,-0.112392,0.05799
